ESTADO,MUNICíPIO,NOME DO CANDIDATO,PARTIDO,VOTOS,VOTOS PERCENTUAL
AC,Acrelândia,Gladson Cameli,PP,3113,45.96
AC,Acrelândia,Mara Rocha,MDB,2166,31.98
AC,Acrelândia,Jorge Viana,PT,984,14.53
AC,Acrelândia,Petecão,PSD,423,6.24
AC,Acrelândia,Marcio Bittar,UNIÃO,76,1.12
AC,Acrelândia,David Hall,AGIR,9,0.13
AC,Acrelândia,Professor Nilson,PSOL,3,0.04
AC,Assis Brasil,Gladson Cameli,PP,2927,64.79
AC,Assis Brasil,Jorge Viana,PT,1237,27.38
AC,Assis Brasil,Mara Rocha,MDB,184,4.07
AC,Assis Brasil,Petecão,PSD,143,3.17
AC,Assis Brasil,Marcio Bittar,UNIÃO,25,0.55
AC,Assis Brasil,David Hall,AGIR,2,0.04
AC,Assis Brasil,Professor Nilson,PSOL,0,0.0
AC,Brasiléia,Gladson Cameli,PP,7039,51.9
AC,Brasiléia,Jorge Viana,PT,3862,28.47
AC,Brasiléia,Mara Rocha,MDB,1769,13.04
AC,Brasiléia,Petecão,PSD,735,5.42
AC,Brasiléia,Marcio Bittar,UNIÃO,145,1.07
AC,Brasiléia,Professor Nilson,PSOL,8,0.06
AC,Brasiléia,David Hall,AGIR,5,0.04
AC,Bujari,Gladson Cameli,PP,4049,57.6
AC,Bujari,Jorge Viana,PT,1670,23.76
AC,Bujari,Mara Rocha,MDB,946,13.46
AC,Bujari,Petecão,PSD,264,3.76
AC,Bujari,Marcio Bittar,UNIÃO,80,1.14
AC,Bujari,Professor Nilson,PSOL,12,0.17
AC,Bujari,David Hall,AGIR,8,0.11
AC,Capixaba,Gladson Cameli,PP,3298,56.92
AC,Capixaba,Jorge Viana,PT,1389,23.97
AC,Capixaba,Mara Rocha,MDB,716,12.36
AC,Capixaba,Petecão,PSD,313,5.4
AC,Capixaba,Marcio Bittar,UNIÃO,75,1.29
AC,Capixaba,David Hall,AGIR,3,0.05
AC,Capixaba,Professor Nilson,PSOL,0,0.0
AC,Cruzeiro do Sul,Gladson Cameli,PP,30186,69.28
AC,Cruzeiro do Sul,Jorge Viana,PT,6850,15.72
AC,Cruzeiro do Sul,Mara Rocha,MDB,3996,9.17
AC,Cruzeiro do Sul,Petecão,PSD,2001,4.59
AC,Cruzeiro do Sul,Marcio Bittar,UNIÃO,471,1.08
AC,Cruzeiro do Sul,Professor Nilson,PSOL,44,0.1
AC,Cruzeiro do Sul,David Hall,AGIR,20,0.05
AC,Epitaciolândia,Gladson Cameli,PP,4033,44.8
AC,Epitaciolândia,Mara Rocha,MDB,2147,23.85
AC,Epitaciolândia,Jorge Viana,PT,2038,22.64
AC,Epitaciolândia,Petecão,PSD,663,7.36
AC,Epitaciolândia,Marcio Bittar,UNIÃO,115,1.28
AC,Epitaciolândia,Professor Nilson,PSOL,4,0.04
AC,Epitaciolândia,David Hall,AGIR,3,0.03
AC,Feijó,Gladson Cameli,PP,6843,46.2
AC,Feijó,Jorge Viana,PT,6733,45.46
AC,Feijó,Mara Rocha,MDB,542,3.66
AC,Feijó,Petecão,PSD,542,3.66
AC,Feijó,Marcio Bittar,UNIÃO,92,0.62
AC,Feijó,Professor Nilson,PSOL,56,0.38
AC,Feijó,David Hall,AGIR,4,0.03
AC,Jordão,Jorge Viana,PT,1696,43.59
AC,Jordão,Gladson Cameli,PP,1590,40.86
AC,Jordão,Petecão,PSD,546,14.03
AC,Jordão,Mara Rocha,MDB,47,1.21
AC,Jordão,Marcio Bittar,UNIÃO,7,0.18
AC,Jordão,Professor Nilson,PSOL,5,0.13
AC,Jordão,David Hall,AGIR,0,0.0
AC,Mâncio Lima,Gladson Cameli,PP,7551,76.03
AC,Mâncio Lima,Jorge Viana,PT,1267,12.76
AC,Mâncio Lima,Mara Rocha,MDB,563,5.67
AC,Mâncio Lima,Petecão,PSD,477,4.8
AC,Mâncio Lima,Marcio Bittar,UNIÃO,71,0.71
AC,Mâncio Lima,David Hall,AGIR,2,0.02
AC,Mâncio Lima,Professor Nilson,PSOL,0,0.0
AC,Manoel Urbano,Gladson Cameli,PP,3409,66.53
AC,Manoel Urbano,Jorge Viana,PT,1173,22.89
AC,Manoel Urbano,Petecão,PSD,323,6.3
AC,Manoel Urbano,Mara Rocha,MDB,157,3.06
AC,Manoel Urbano,Marcio Bittar,UNIÃO,58,1.13
AC,Manoel Urbano,David Hall,AGIR,3,0.06
AC,Manoel Urbano,Professor Nilson,PSOL,1,0.02
AC,Marechal Thaumaturgo,Gladson Cameli,PP,2895,38.16
AC,Marechal Thaumaturgo,Jorge Viana,PT,2116,27.89
AC,Marechal Thaumaturgo,Petecão,PSD,2025,26.69
AC,Marechal Thaumaturgo,Mara Rocha,MDB,520,6.85
AC,Marechal Thaumaturgo,Marcio Bittar,UNIÃO,29,0.38
AC,Marechal Thaumaturgo,Professor Nilson,PSOL,1,0.01
AC,Marechal Thaumaturgo,David Hall,AGIR,1,0.01
AC,Plácido de Castro,Gladson Cameli,PP,5060,56.02
AC,Plácido de Castro,Jorge Viana,PT,1687,18.68
AC,Plácido de Castro,Mara Rocha,MDB,1347,14.91
AC,Plácido de Castro,Petecão,PSD,831,9.2
AC,Plácido de Castro,Marcio Bittar,UNIÃO,102,1.13
AC,Plácido de Castro,Professor Nilson,PSOL,6,0.07
AC,Plácido de Castro,David Hall,AGIR,0,0.0
AC,Porto Acre,Gladson Cameli,PP,5616,58.6
AC,Porto Acre,Jorge Viana,PT,1990,20.77
AC,Porto Acre,Mara Rocha,MDB,1209,12.62
AC,Porto Acre,Petecão,PSD,618,6.45
AC,Porto Acre,Marcio Bittar,UNIÃO,137,1.43
AC,Porto Acre,Professor Nilson,PSOL,7,0.07
AC,Porto Acre,David Hall,AGIR,6,0.06
AC,Porto Walter,Gladson Cameli,PP,2697,52.16
AC,Porto Walter,Jorge Viana,PT,1974,38.17
AC,Porto Walter,Petecão,PSD,326,6.3
AC,Porto Walter,Mara Rocha,MDB,158,3.06
AC,Porto Walter,Marcio Bittar,UNIÃO,14,0.27
AC,Porto Walter,Professor Nilson,PSOL,1,0.02
AC,Porto Walter,David Hall,AGIR,1,0.02
AC,Rio Branco,Gladson Cameli,PP,108503,54.89
AC,Rio Branco,Jorge Viana,PT,49300,24.94
AC,Rio Branco,Mara Rocha,MDB,25496,12.9
AC,Rio Branco,Petecão,PSD,10475,5.3
AC,Rio Branco,Marcio Bittar,UNIÃO,2398,1.21
AC,Rio Branco,Professor Nilson,PSOL,858,0.43
AC,Rio Branco,David Hall,AGIR,651,0.33
AC,Rodrigues Alves,Gladson Cameli,PP,3829,47.12
AC,Rodrigues Alves,Petecão,PSD,2843,34.99
AC,Rodrigues Alves,Jorge Viana,PT,1113,13.7
AC,Rodrigues Alves,Mara Rocha,MDB,296,3.64
AC,Rodrigues Alves,Marcio Bittar,UNIÃO,36,0.44
AC,Rodrigues Alves,Professor Nilson,PSOL,8,0.1
AC,Rodrigues Alves,David Hall,AGIR,1,0.01
AC,Santa Rosa do Purus,Jorge Viana,PT,961,42.81
AC,Santa Rosa do Purus,Gladson Cameli,PP,878,39.11
AC,Santa Rosa do Purus,Petecão,PSD,329,14.65
AC,Santa Rosa do Purus,Mara Rocha,MDB,29,1.29
AC,Santa Rosa do Purus,Professor Nilson,PSOL,18,0.8
AC,Santa Rosa do Purus,Marcio Bittar,UNIÃO,16,0.71
AC,Santa Rosa do Purus,David Hall,AGIR,14,0.62
AC,Sena Madureira,Gladson Cameli,PP,13271,65.46
AC,Sena Madureira,Jorge Viana,PT,3155,15.56
AC,Sena Madureira,Mara Rocha,MDB,2303,11.36
AC,Sena Madureira,Petecão,PSD,1043,5.15
AC,Sena Madureira,Marcio Bittar,UNIÃO,473,2.33
AC,Sena Madureira,Professor Nilson,PSOL,14,0.07
AC,Sena Madureira,David Hall,AGIR,13,0.06
AC,Senador Guiomard,Gladson Cameli,PP,7981,60.13
AC,Senador Guiomard,Jorge Viana,PT,2948,22.21
AC,Senador Guiomard,Mara Rocha,MDB,1125,8.48
AC,Senador Guiomard,Petecão,PSD,1051,7.92
AC,Senador Guiomard,Marcio Bittar,UNIÃO,131,0.99
AC,Senador Guiomard,Professor Nilson,PSOL,18,0.14
AC,Senador Guiomard,David Hall,AGIR,18,0.14
AC,Tarauacá,Gladson Cameli,PP,9871,55.66
AC,Tarauacá,Jorge Viana,PT,5749,32.42
AC,Tarauacá,Mara Rocha,MDB,1011,5.7
AC,Tarauacá,Petecão,PSD,958,5.4
AC,Tarauacá,Marcio Bittar,UNIÃO,109,0.61
AC,Tarauacá,Professor Nilson,PSOL,32,0.18
AC,Tarauacá,David Hall,AGIR,3,0.02
AC,Xapuri,Gladson Cameli,PP,5645,64.96
AC,Xapuri,Jorge Viana,PT,2532,29.14
AC,Xapuri,Mara Rocha,MDB,228,2.62
AC,Xapuri,Petecão,PSD,176,2.03
AC,Xapuri,Marcio Bittar,UNIÃO,82,0.94
AC,Xapuri,Professor Nilson,PSOL,23,0.26
AC,Xapuri,David Hall,AGIR,4,0.05
AL,Água Branca,Paulo Dantas,MDB,2909,75.58
AL,Água Branca,Rui Palmeira,PSD,577,14.99
AL,Água Branca,Rodrigo Cunha,UNIÃO,278,7.22
AL,Água Branca,Collor,PTB,74,1.92
AL,Água Branca,Cicero Albuquerque,PSOL,11,0.29
AL,Água Branca,Luciano Fontes,PMB,0,0.0
AL,Água Branca,Luciano Almeida,PRTB,0,0.0
AL,Arapiraca,Paulo Dantas,MDB,39531,37.45
AL,Arapiraca,Rodrigo Cunha,UNIÃO,38457,36.43
AL,Arapiraca,Collor,PTB,19587,18.56
AL,Arapiraca,Rui Palmeira,PSD,6682,6.33
AL,Arapiraca,Cicero Albuquerque,PSOL,1049,0.99
AL,Arapiraca,Luciano Fontes,PMB,185,0.18
AL,Arapiraca,Luciano Almeida,PRTB,67,0.06
AL,Atalaia,Paulo Dantas,MDB,10325,52.41
AL,Atalaia,Rodrigo Cunha,UNIÃO,4928,25.01
AL,Atalaia,Collor,PTB,2209,11.21
AL,Atalaia,Rui Palmeira,PSD,1312,6.66
AL,Atalaia,Cicero Albuquerque,PSOL,907,4.6
AL,Atalaia,Luciano Almeida,PRTB,13,0.07
AL,Atalaia,Luciano Fontes,PMB,7,0.04
AL,Barra de Santo Antônio,Rui Palmeira,PSD,3074,39.48
AL,Barra de Santo Antônio,Paulo Dantas,MDB,2722,34.96
AL,Barra de Santo Antônio,Rodrigo Cunha,UNIÃO,1094,14.05
AL,Barra de Santo Antônio,Collor,PTB,851,10.93
AL,Barra de Santo Antônio,Cicero Albuquerque,PSOL,33,0.42
AL,Barra de Santo Antônio,Luciano Almeida,PRTB,7,0.09
AL,Barra de Santo Antônio,Luciano Fontes,PMB,5,0.06
AL,Barra de São Miguel,Rodrigo Cunha,UNIÃO,2264,42.3
AL,Barra de São Miguel,Paulo Dantas,MDB,1225,22.89
AL,Barra de São Miguel,Rui Palmeira,PSD,1087,20.31
AL,Barra de São Miguel,Collor,PTB,669,12.5
AL,Barra de São Miguel,Cicero Albuquerque,PSOL,101,1.89
AL,Barra de São Miguel,Luciano Almeida,PRTB,4,0.07
AL,Barra de São Miguel,Luciano Fontes,PMB,2,0.04
AL,Batalha,Paulo Dantas,MDB,6613,72.7
AL,Batalha,Rodrigo Cunha,UNIÃO,2097,23.05
AL,Batalha,Collor,PTB,225,2.47
AL,Batalha,Rui Palmeira,PSD,126,1.39
AL,Batalha,Cicero Albuquerque,PSOL,24,0.26
AL,Batalha,Luciano Almeida,PRTB,9,0.1
AL,Batalha,Luciano Fontes,PMB,2,0.02
AL,Belém,Paulo Dantas,MDB,2309,75.31
AL,Belém,Rodrigo Cunha,UNIÃO,405,13.21
AL,Belém,Collor,PTB,236,7.7
AL,Belém,Rui Palmeira,PSD,96,3.13
AL,Belém,Cicero Albuquerque,PSOL,15,0.49
AL,Belém,Luciano Fontes,PMB,3,0.1
AL,Belém,Luciano Almeida,PRTB,2,0.07
AL,Belo Monte,Rui Palmeira,PSD,2324,55.1
AL,Belo Monte,Paulo Dantas,MDB,1686,39.97
AL,Belo Monte,Rodrigo Cunha,UNIÃO,133,3.15
AL,Belo Monte,Collor,PTB,62,1.47
AL,Belo Monte,Cicero Albuquerque,PSOL,11,0.26
AL,Belo Monte,Luciano Fontes,PMB,2,0.05
AL,Belo Monte,Luciano Almeida,PRTB,0,0.0
AL,Boca da Mata,Rodrigo Cunha,UNIÃO,4464,46.71
AL,Boca da Mata,Paulo Dantas,MDB,3460,36.2
AL,Boca da Mata,Collor,PTB,1195,12.5
AL,Boca da Mata,Rui Palmeira,PSD,378,3.96
AL,Boca da Mata,Cicero Albuquerque,PSOL,43,0.45
AL,Boca da Mata,Luciano Fontes,PMB,10,0.1
AL,Boca da Mata,Luciano Almeida,PRTB,7,0.07
AL,Cacimbinhas,Paulo Dantas,MDB,2295,81.76
AL,Cacimbinhas,Rodrigo Cunha,UNIÃO,268,9.55
AL,Cacimbinhas,Collor,PTB,189,6.73
AL,Cacimbinhas,Rui Palmeira,PSD,49,1.75
AL,Cacimbinhas,Cicero Albuquerque,PSOL,4,0.14
AL,Cacimbinhas,Luciano Fontes,PMB,2,0.07
AL,Cacimbinhas,Luciano Almeida,PRTB,0,0.0
AL,Cajueiro,Paulo Dantas,MDB,4948,55.87
AL,Cajueiro,Rodrigo Cunha,UNIÃO,2162,24.41
AL,Cajueiro,Rui Palmeira,PSD,884,9.98
AL,Cajueiro,Collor,PTB,765,8.64
AL,Cajueiro,Cicero Albuquerque,PSOL,92,1.04
AL,Cajueiro,Luciano Almeida,PRTB,4,0.05
AL,Cajueiro,Luciano Fontes,PMB,2,0.02
AL,Campestre,Paulo Dantas,MDB,978,72.71
AL,Campestre,Rodrigo Cunha,UNIÃO,166,12.34
AL,Campestre,Collor,PTB,139,10.33
AL,Campestre,Rui Palmeira,PSD,58,4.31
AL,Campestre,Cicero Albuquerque,PSOL,2,0.15
AL,Campestre,Luciano Almeida,PRTB,2,0.15
AL,Campestre,Luciano Fontes,PMB,0,0.0
AL,Campo Alegre,Rodrigo Cunha,UNIÃO,11752,71.89
AL,Campo Alegre,Paulo Dantas,MDB,2745,16.79
AL,Campo Alegre,Rui Palmeira,PSD,1107,6.77
AL,Campo Alegre,Collor,PTB,711,4.35
AL,Campo Alegre,Cicero Albuquerque,PSOL,24,0.15
AL,Campo Alegre,Luciano Fontes,PMB,4,0.02
AL,Campo Alegre,Luciano Almeida,PRTB,4,0.02
AL,Campo Grande,Paulo Dantas,MDB,3189,59.53
AL,Campo Grande,Rui Palmeira,PSD,1244,23.22
AL,Campo Grande,Rodrigo Cunha,UNIÃO,720,13.44
AL,Campo Grande,Collor,PTB,182,3.4
AL,Campo Grande,Cicero Albuquerque,PSOL,20,0.37
AL,Campo Grande,Luciano Almeida,PRTB,2,0.04
AL,Campo Grande,Luciano Fontes,PMB,0,0.0
AL,Canapi,Rodrigo Cunha,UNIÃO,4788,57.27
AL,Canapi,Paulo Dantas,MDB,3269,39.1
AL,Canapi,Collor,PTB,167,2.0
AL,Canapi,Rui Palmeira,PSD,123,1.47
AL,Canapi,Cicero Albuquerque,PSOL,12,0.14
AL,Canapi,Luciano Fontes,PMB,1,0.01
AL,Canapi,Luciano Almeida,PRTB,0,0.0
AL,Capela,Paulo Dantas,MDB,4187,49.46
AL,Capela,Rui Palmeira,PSD,2237,26.42
AL,Capela,Collor,PTB,1064,12.57
AL,Capela,Rodrigo Cunha,UNIÃO,913,10.78
AL,Capela,Cicero Albuquerque,PSOL,52,0.61
AL,Capela,Luciano Fontes,PMB,10,0.12
AL,Capela,Luciano Almeida,PRTB,3,0.04
AL,Carneiros,Paulo Dantas,MDB,3608,79.37
AL,Carneiros,Rodrigo Cunha,UNIÃO,613,13.48
AL,Carneiros,Collor,PTB,202,4.44
AL,Carneiros,Rui Palmeira,PSD,113,2.49
AL,Carneiros,Cicero Albuquerque,PSOL,8,0.18
AL,Carneiros,Luciano Fontes,PMB,1,0.02
AL,Carneiros,Luciano Almeida,PRTB,1,0.02
AL,Chã Preta,Paulo Dantas,MDB,2697,69.94
AL,Chã Preta,Rodrigo Cunha,UNIÃO,723,18.75
AL,Chã Preta,Collor,PTB,264,6.85
AL,Chã Preta,Rui Palmeira,PSD,158,4.1
AL,Chã Preta,Cicero Albuquerque,PSOL,9,0.23
AL,Chã Preta,Luciano Almeida,PRTB,4,0.1
AL,Chã Preta,Luciano Fontes,PMB,1,0.03
AL,Coité do Nóia,Rodrigo Cunha,UNIÃO,3188,53.43
AL,Coité do Nóia,Paulo Dantas,MDB,2286,38.31
AL,Coité do Nóia,Rui Palmeira,PSD,264,4.42
AL,Coité do Nóia,Collor,PTB,196,3.28
AL,Coité do Nóia,Cicero Albuquerque,PSOL,30,0.5
AL,Coité do Nóia,Luciano Fontes,PMB,3,0.05
AL,Coité do Nóia,Luciano Almeida,PRTB,0,0.0
AL,Colônia Leopoldina,Paulo Dantas,MDB,3519,57.64
AL,Colônia Leopoldina,Collor,PTB,1313,21.51
AL,Colônia Leopoldina,Rodrigo Cunha,UNIÃO,960,15.72
AL,Colônia Leopoldina,Rui Palmeira,PSD,273,4.47
AL,Colônia Leopoldina,Cicero Albuquerque,PSOL,26,0.43
AL,Colônia Leopoldina,Luciano Fontes,PMB,8,0.13
AL,Colônia Leopoldina,Luciano Almeida,PRTB,6,0.1
AL,Coqueiro Seco,Paulo Dantas,MDB,1765,51.19
AL,Coqueiro Seco,Rodrigo Cunha,UNIÃO,906,26.28
AL,Coqueiro Seco,Collor,PTB,495,14.36
AL,Coqueiro Seco,Rui Palmeira,PSD,255,7.4
AL,Coqueiro Seco,Cicero Albuquerque,PSOL,21,0.61
AL,Coqueiro Seco,Luciano Almeida,PRTB,5,0.15
AL,Coqueiro Seco,Luciano Fontes,PMB,1,0.03
AL,Coruripe,Paulo Dantas,MDB,10468,43.15
AL,Coruripe,Rodrigo Cunha,UNIÃO,7630,31.45
AL,Coruripe,Collor,PTB,4595,18.94
AL,Coruripe,Rui Palmeira,PSD,1457,6.01
AL,Coruripe,Cicero Albuquerque,PSOL,71,0.29
AL,Coruripe,Luciano Fontes,PMB,20,0.08
AL,Coruripe,Luciano Almeida,PRTB,20,0.08
AL,Craíbas,Paulo Dantas,MDB,6865,51.3
AL,Craíbas,Rodrigo Cunha,UNIÃO,5448,40.71
AL,Craíbas,Collor,PTB,545,4.07
AL,Craíbas,Rui Palmeira,PSD,481,3.59
AL,Craíbas,Cicero Albuquerque,PSOL,35,0.26
AL,Craíbas,Luciano Fontes,PMB,6,0.04
AL,Craíbas,Luciano Almeida,PRTB,2,0.01
AL,Delmiro Gouveia,Paulo Dantas,MDB,20564,81.05
AL,Delmiro Gouveia,Rodrigo Cunha,UNIÃO,2897,11.42
AL,Delmiro Gouveia,Collor,PTB,1362,5.37
AL,Delmiro Gouveia,Rui Palmeira,PSD,279,1.1
AL,Delmiro Gouveia,Cicero Albuquerque,PSOL,243,0.96
AL,Delmiro Gouveia,Luciano Fontes,PMB,17,0.07
AL,Delmiro Gouveia,Luciano Almeida,PRTB,9,0.04
AL,Dois Riachos,Paulo Dantas,MDB,4624,77.98
AL,Dois Riachos,Rodrigo Cunha,UNIÃO,582,9.81
AL,Dois Riachos,Collor,PTB,455,7.67
AL,Dois Riachos,Rui Palmeira,PSD,260,4.38
AL,Dois Riachos,Cicero Albuquerque,PSOL,7,0.12
AL,Dois Riachos,Luciano Fontes,PMB,1,0.02
AL,Dois Riachos,Luciano Almeida,PRTB,1,0.02
AL,Estrela de Alagoas,Paulo Dantas,MDB,3312,48.34
AL,Estrela de Alagoas,Rodrigo Cunha,UNIÃO,2811,41.02
AL,Estrela de Alagoas,Rui Palmeira,PSD,385,5.62
AL,Estrela de Alagoas,Collor,PTB,321,4.68
AL,Estrela de Alagoas,Cicero Albuquerque,PSOL,19,0.28
AL,Estrela de Alagoas,Luciano Fontes,PMB,3,0.04
AL,Estrela de Alagoas,Luciano Almeida,PRTB,1,0.01
AL,Feira Grande,Paulo Dantas,MDB,6462,66.13
AL,Feira Grande,Rodrigo Cunha,UNIÃO,2190,22.41
AL,Feira Grande,Collor,PTB,548,5.61
AL,Feira Grande,Rui Palmeira,PSD,538,5.51
AL,Feira Grande,Cicero Albuquerque,PSOL,25,0.26
AL,Feira Grande,Luciano Fontes,PMB,6,0.06
AL,Feira Grande,Luciano Almeida,PRTB,2,0.02
AL,Feliz Deserto,Paulo Dantas,MDB,1307,68.0
AL,Feliz Deserto,Rui Palmeira,PSD,289,15.04
AL,Feliz Deserto,Rodrigo Cunha,UNIÃO,177,9.21
AL,Feliz Deserto,Collor,PTB,143,7.44
AL,Feliz Deserto,Cicero Albuquerque,PSOL,4,0.21
AL,Feliz Deserto,Luciano Fontes,PMB,1,0.05
AL,Feliz Deserto,Luciano Almeida,PRTB,1,0.05
AL,Flexeiras,Rodrigo Cunha,UNIÃO,3155,58.61
AL,Flexeiras,Paulo Dantas,MDB,981,18.22
AL,Flexeiras,Collor,PTB,671,12.47
AL,Flexeiras,Rui Palmeira,PSD,528,9.81
AL,Flexeiras,Cicero Albuquerque,PSOL,30,0.56
AL,Flexeiras,Luciano Almeida,PRTB,11,0.2
AL,Flexeiras,Luciano Fontes,PMB,7,0.13
AL,Girau do Ponciano,Paulo Dantas,MDB,9049,53.91
AL,Girau do Ponciano,Rodrigo Cunha,UNIÃO,5007,29.83
AL,Girau do Ponciano,Rui Palmeira,PSD,1378,8.21
AL,Girau do Ponciano,Collor,PTB,1218,7.26
AL,Girau do Ponciano,Cicero Albuquerque,PSOL,130,0.77
AL,Girau do Ponciano,Luciano Fontes,PMB,2,0.01
AL,Girau do Ponciano,Luciano Almeida,PRTB,2,0.01
AL,Ibateguara,Paulo Dantas,MDB,4121,60.24
AL,Ibateguara,Rodrigo Cunha,UNIÃO,2023,29.57
AL,Ibateguara,Collor,PTB,508,7.43
AL,Ibateguara,Rui Palmeira,PSD,135,1.97
AL,Ibateguara,Cicero Albuquerque,PSOL,34,0.5
AL,Ibateguara,Luciano Fontes,PMB,20,0.29
AL,Ibateguara,Luciano Almeida,PRTB,0,0.0
AL,Igaci,Paulo Dantas,MDB,7072,58.54
AL,Igaci,Rodrigo Cunha,UNIÃO,3774,31.24
AL,Igaci,Collor,PTB,926,7.66
AL,Igaci,Rui Palmeira,PSD,236,1.95
AL,Igaci,Cicero Albuquerque,PSOL,57,0.47
AL,Igaci,Luciano Fontes,PMB,10,0.08
AL,Igaci,Luciano Almeida,PRTB,6,0.05
AL,Igreja Nova,Paulo Dantas,MDB,6840,62.66
AL,Igreja Nova,Rodrigo Cunha,UNIÃO,3238,29.66
AL,Igreja Nova,Collor,PTB,568,5.2
AL,Igreja Nova,Rui Palmeira,PSD,237,2.17
AL,Igreja Nova,Cicero Albuquerque,PSOL,27,0.25
AL,Igreja Nova,Luciano Fontes,PMB,4,0.04
AL,Igreja Nova,Luciano Almeida,PRTB,2,0.02
AL,Inhapi,Paulo Dantas,MDB,7190,89.63
AL,Inhapi,Rodrigo Cunha,UNIÃO,455,5.67
AL,Inhapi,Collor,PTB,216,2.69
AL,Inhapi,Rui Palmeira,PSD,120,1.5
AL,Inhapi,Luciano Almeida,PRTB,21,0.26
AL,Inhapi,Cicero Albuquerque,PSOL,11,0.14
AL,Inhapi,Luciano Fontes,PMB,9,0.11
AL,Jacaré dos Homens,Paulo Dantas,MDB,2187,66.88
AL,Jacaré dos Homens,Rodrigo Cunha,UNIÃO,859,26.27
AL,Jacaré dos Homens,Rui Palmeira,PSD,133,4.07
AL,Jacaré dos Homens,Collor,PTB,64,1.96
AL,Jacaré dos Homens,Cicero Albuquerque,PSOL,24,0.73
AL,Jacaré dos Homens,Luciano Almeida,PRTB,2,0.06
AL,Jacaré dos Homens,Luciano Fontes,PMB,1,0.03
AL,Jacuípe,Paulo Dantas,MDB,2796,74.18
AL,Jacuípe,Collor,PTB,550,14.59
AL,Jacuípe,Rodrigo Cunha,UNIÃO,371,9.84
AL,Jacuípe,Rui Palmeira,PSD,37,0.98
AL,Jacuípe,Cicero Albuquerque,PSOL,10,0.27
AL,Jacuípe,Luciano Fontes,PMB,3,0.08
AL,Jacuípe,Luciano Almeida,PRTB,2,0.05
AL,Japaratinga,Paulo Dantas,MDB,1900,40.47
AL,Japaratinga,Rodrigo Cunha,UNIÃO,1313,27.97
AL,Japaratinga,Collor,PTB,1210,25.77
AL,Japaratinga,Rui Palmeira,PSD,245,5.22
AL,Japaratinga,Cicero Albuquerque,PSOL,19,0.4
AL,Japaratinga,Luciano Fontes,PMB,8,0.17
AL,Japaratinga,Luciano Almeida,PRTB,0,0.0
AL,Jaramataia,Paulo Dantas,MDB,2299,71.35
AL,Jaramataia,Rodrigo Cunha,UNIÃO,647,20.08
AL,Jaramataia,Rui Palmeira,PSD,157,4.87
AL,Jaramataia,Collor,PTB,104,3.23
AL,Jaramataia,Cicero Albuquerque,PSOL,13,0.4
AL,Jaramataia,Luciano Fontes,PMB,1,0.03
AL,Jaramataia,Luciano Almeida,PRTB,1,0.03
AL,Joaquim Gomes,Paulo Dantas,MDB,4509,49.76
AL,Joaquim Gomes,Rui Palmeira,PSD,2560,28.25
AL,Joaquim Gomes,Rodrigo Cunha,UNIÃO,1122,12.38
AL,Joaquim Gomes,Collor,PTB,826,9.12
AL,Joaquim Gomes,Cicero Albuquerque,PSOL,32,0.35
AL,Joaquim Gomes,Luciano Fontes,PMB,10,0.11
AL,Joaquim Gomes,Luciano Almeida,PRTB,2,0.02
AL,Jundiá,Paulo Dantas,MDB,1749,64.0
AL,Jundiá,Rodrigo Cunha,UNIÃO,617,22.58
AL,Jundiá,Collor,PTB,304,11.12
AL,Jundiá,Rui Palmeira,PSD,58,2.12
AL,Jundiá,Cicero Albuquerque,PSOL,2,0.07
AL,Jundiá,Luciano Fontes,PMB,2,0.07
AL,Jundiá,Luciano Almeida,PRTB,1,0.04
AL,Junqueiro,Rodrigo Cunha,UNIÃO,5117,39.87
AL,Junqueiro,Rui Palmeira,PSD,4174,32.53
AL,Junqueiro,Paulo Dantas,MDB,2785,21.7
AL,Junqueiro,Collor,PTB,700,5.45
AL,Junqueiro,Cicero Albuquerque,PSOL,44,0.34
AL,Junqueiro,Luciano Fontes,PMB,8,0.06
AL,Junqueiro,Luciano Almeida,PRTB,5,0.04
AL,Lagoa da Canoa,Paulo Dantas,MDB,4771,46.84
AL,Lagoa da Canoa,Rodrigo Cunha,UNIÃO,4458,43.77
AL,Lagoa da Canoa,Collor,PTB,610,5.99
AL,Lagoa da Canoa,Rui Palmeira,PSD,315,3.09
AL,Lagoa da Canoa,Cicero Albuquerque,PSOL,22,0.22
AL,Lagoa da Canoa,Luciano Fontes,PMB,7,0.07
AL,Lagoa da Canoa,Luciano Almeida,PRTB,2,0.02
AL,Limoeiro de Anadia,Collor,PTB,4506,35.76
AL,Limoeiro de Anadia,Paulo Dantas,MDB,3012,23.9
AL,Limoeiro de Anadia,Rui Palmeira,PSD,2574,20.43
AL,Limoeiro de Anadia,Rodrigo Cunha,UNIÃO,2442,19.38
AL,Limoeiro de Anadia,Cicero Albuquerque,PSOL,49,0.39
AL,Limoeiro de Anadia,Luciano Fontes,PMB,12,0.1
AL,Limoeiro de Anadia,Luciano Almeida,PRTB,5,0.04
AL,Maceió,Paulo Dantas,MDB,144514,34.04
AL,Maceió,Rodrigo Cunha,UNIÃO,115270,27.15
AL,Maceió,Collor,PTB,92410,21.77
AL,Maceió,Rui Palmeira,PSD,58576,13.8
AL,Maceió,Cicero Albuquerque,PSOL,10771,2.54
AL,Maceió,Luciano Fontes,PMB,1606,0.38
AL,Maceió,Luciano Almeida,PRTB,1422,0.33
