LONGITUDE,LATITUDE,RANK,CODIGO_IBGE,CODIGO_TSE,MUNICÍPIO_y,UF_y,TOTAL VOTOS VÁLIDOS,VENCEDOR,Tarcísio,Fernando Haddad,Rodrigo Garcia,Vinicius Poit,Elvis Cezar,Carol Vigliar,Gabriel Colombo,Altino,Antonio Jorge,Edson Dorta,VOTOS SOLTOS,PCT_SOLTOS,GSP
-50.23609502389285,-20.951193211336392,303,3527256,62022,LOURDES,SP,1378,Tarcísio,521,335,507,6,6,0,3,0,0,0,522,37.9,False
-50.078866946388644,-20.861024997053317,351,3531001,67210,MONÇÕES,SP,1376,Tarcísio,617,395,350,6,4,3,0,1,0,0,364,26.5,False
-51.58242761870934,-21.778521085480396,482,3543238,62421,RIBEIRÃO DOS ÍNDIOS,SP,1353,Fernando Haddad,425,633,284,6,3,1,1,0,0,0,295,21.8,False
-49.30292664962139,-22.568874977412303,405,3536570,62405,PAULISTÂNIA,SP,1333,Rodrigo Garcia,448,242,632,1,9,1,0,0,0,0,643,48.2,False
-50.91016013545098,-20.36998274391753,365,3532843,61425,NOVA CANAÃ PAULISTA,SP,1312,Rodrigo Garcia,435,411,457,0,3,2,4,0,0,0,466,35.5,False
-51.65082688226325,-21.323513920634333,369,3533106,67636,NOVA GUATAPORANGA,SP,1300,Tarcísio,552,550,193,1,3,0,1,0,0,0,198,15.2,False
-50.71998861648966,-20.25867295569624,525,3547650,62200,SANTA SALETE,SP,1275,Tarcísio,763,331,171,5,3,1,1,0,0,0,181,14.2,False
-50.833354736479656,-20.47681767786784,321,3529104,66834,MARINÓPOLIS,SP,1261,Tarcísio,490,349,408,5,5,1,3,0,0,0,422,33.5,False
-50.61694145419629,-19.95728562705058,329,3529658,61964,MESÓPOLIS,SP,1257,Tarcísio,575,386,290,1,4,0,0,0,0,1,296,23.5,False
-50.3460987151466,-20.069345369129646,196,3518008,64610,GUARANI D'OESTE,SP,1256,Fernando Haddad,399,488,357,6,3,2,0,0,0,1,369,29.4,False
-50.45810150627224,-20.082415697665816,614,3555307,72079,TURMALINA,SP,1250,Fernando Haddad,429,468,347,2,4,0,0,0,0,0,353,28.2,False
-50.35401448168802,-20.52022214185275,567,3549250,61883,SÃO JOÃO DE IRACEMA,SP,1237,Rodrigo Garcia,321,392,516,3,1,1,2,0,1,0,524,42.4,False
-50.48465707386923,-20.191929271729457,633,3556958,62227,VITÓRIA BRASIL,SP,1203,Tarcísio,443,326,423,3,5,2,1,0,0,0,434,36.1,False
-48.34671534273534,-22.03175332106228,607,3554755,62448,TRABIJU,SP,1200,Rodrigo Garcia,240,270,682,0,7,0,0,1,0,0,690,57.5,False
-50.625331913618666,-20.445235340538968,148,3513850,61123,DIRCE REIS,SP,1198,Rodrigo Garcia,378,368,444,2,5,0,1,0,0,0,452,37.7,False
-50.11117681634951,-20.941757349431832,613,3555208,72052,TURIÚBA,SP,1188,Tarcísio,552,251,373,6,2,2,2,0,0,0,385,32.4,False
-49.88365117209305,-20.88573239169471,619,3555703,72150,UNIÃO PAULISTA,SP,1135,Rodrigo Garcia,405,211,515,2,2,0,0,0,0,0,519,45.7,False
-50.79600241844795,-20.259638342580512,526,3547205,70459,SANTANA DA PONTE PENSA,SP,1105,Tarcísio,480,291,332,1,0,0,0,1,0,0,334,30.2,False
-49.29743328894772,-21.768504466193402,620,3555901,72192,URU,SP,1103,Tarcísio,492,214,387,5,3,0,0,2,0,0,397,36.0,False
-49.541385085756595,-22.36368748579848,175,3515657,62286,FERNÃO,SP,1051,Tarcísio,566,262,216,3,3,1,0,0,0,0,223,21.2,False
-51.373707957003006,-21.700046868668643,177,3515806,64173,FLORA RICA,SP,1042,Tarcísio,460,408,163,3,6,0,2,0,0,0,174,16.7,False
-49.334191348746096,-21.8922709718453,47,3504701,61930,BALBINOS,SP,1015,Tarcísio,399,229,381,1,3,2,0,0,0,0,387,38.1,False
-51.07545357063458,-21.838013169975515,452,3540853,62120,PRACINHA,SP,1010,Rodrigo Garcia,379,240,384,1,6,0,0,0,0,0,391,38.7,False
-50.342462351913284,-20.777968157244228,366,3532868,62367,NOVA CASTILHO,SP,929,Rodrigo Garcia,358,187,376,3,2,1,1,1,0,0,384,41.3,False
-50.501157032390516,-22.24440138256156,77,3507209,62430,BORÁ,SP,769,Tarcísio,311,194,259,0,5,0,0,0,0,0,264,34.3,False
