LONGITUDE,LATITUDE,RANK,CODIGO_IBGE,CODIGO_TSE,MUNICÍPIO_y,UF_y,TOTAL VOTOS VÁLIDOS,VENCEDOR,Tarcísio,Fernando Haddad,Rodrigo Garcia,Vinicius Poit,Elvis Cezar,Carol Vigliar,Gabriel Colombo,Altino,Antonio Jorge,Edson Dorta,VOTOS SOLTOS,PCT_SOLTOS,GSP
-49.772043392699175,-20.292508483230097,15,3501806,61352,AMÉRICO DE CAMPOS,SP,3589,Tarcísio,1828,875,852,17,11,4,1,1,0,0,886,24.7,False
-49.35304867120669,-20.201934213821083,380,3534203,67857,ORINDIÚVA,SP,3587,Rodrigo Garcia,1193,937,1428,18,6,2,1,1,1,0,1457,40.6,False
-49.50199750980336,-21.346177786865567,497,3544806,69973,SALES,SP,3573,Tarcísio,1914,589,1044,11,11,0,2,1,1,0,1070,29.9,False
-50.198401260431815,-22.449237816673843,157,3514700,63959,ECHAPORÃ,SP,3549,Tarcísio,1634,975,905,21,6,7,0,0,1,0,940,26.5,False
-50.07661514362665,-22.81178421012014,218,3519501,64912,IBIRAREMA,SP,3548,Tarcísio,2073,743,699,14,12,2,3,2,0,0,732,20.6,False
-49.57156488434538,-21.192415632811382,327,3529500,66915,MENDONÇA,SP,3543,Tarcísio,1419,828,1275,8,10,1,1,1,0,0,1296,36.6,False
-48.17476948214922,-22.800900302442596,19,3502309,61450,ANHEMBI,SP,3539,Tarcísio,1813,1019,654,19,25,4,4,0,1,0,707,20.0,False
-46.68292290775393,-22.82937711641596,610,3554953,61620,TUIUTI,SP,3536,Tarcísio,1826,726,910,31,19,12,6,1,1,4,984,27.8,False
-47.86626183127824,-23.549703190166284,5,3500758,61581,ALAMBARI,SP,3531,Tarcísio,1538,810,1158,10,13,0,2,0,0,0,1183,33.5,False
-49.57874011594111,-22.321146893947525,210,3516606,64335,GÁLIA,SP,3497,Fernando Haddad,1129,1310,1019,12,22,1,2,2,0,0,1058,30.3,False
-46.439348463710964,-22.776739987893617,409,3536802,68373,PEDRA BELA,SP,3449,Rodrigo Garcia,1215,725,1437,35,28,3,3,2,1,0,1509,43.8,False
-48.684775163818955,-23.94330653050403,595,3553856,61840,TAQUARIVAÍ,SP,3446,Tarcísio,1279,968,1180,5,11,1,1,1,0,0,1199,34.8,False
-45.70947106301987,-23.280794291214992,278,3524907,65994,JAMBEIRO,SP,3446,Tarcísio,1852,929,568,47,26,14,6,1,2,1,665,19.3,False
-48.440184928715624,-23.607688261860872,100,3509452,61506,CAMPINA DO MONTE ALEGRE,SP,3438,Tarcísio,1604,1007,794,10,12,8,2,0,1,0,827,24.1,False
-46.684770636541494,-22.131236790515654,533,3548104,70637,SANTO ANTÔNIO DO JARDIM,SP,3438,Tarcísio,1574,874,920,40,17,6,4,1,1,1,990,28.8,False
-50.61938999346196,-21.801258225410134,215,3519204,64858,IACRI,SP,3435,Tarcísio,1889,821,676,31,14,1,0,1,1,1,725,21.1,False
-48.69621080950319,-21.310639886539185,173,3515608,64130,FERNANDO PRESTES,SP,3419,Tarcísio,1406,794,1184,12,13,5,2,2,1,0,1219,35.7,False
-49.180344951768554,-21.88855891699043,471,3542503,69515,REGINÓPOLIS,SP,3418,Tarcísio,1924,781,660,17,23,7,3,1,2,0,713,20.9,False
-50.87116917019612,-20.272218810392204,609,3554904,71994,TRÊS FRONTEIRAS,SP,3404,Tarcísio,1572,866,935,14,10,4,1,1,1,0,966,28.4,False
-47.16834127888712,-20.65607215374587,265,3523701,65757,ITIRAPUÃ,SP,3400,Fernando Haddad,995,1261,1113,17,10,1,2,1,0,0,1144,33.6,False
-49.58852349275916,-21.916349264394757,197,3518107,64637,GUARANTÃ,SP,3359,Tarcísio,1624,953,742,12,20,4,2,0,2,0,782,23.3,False
-49.26266922957955,-22.8586509335281,640,3500550,70190,ÁGUAS DE SANTA BÁRBARA,SP,3356,Tarcísio,1905,866,504,31,28,10,10,1,0,1,585,17.4,False
-48.53420840762527,-21.133935956278055,586,3553104,71633,TAIAÇU,SP,3250,Rodrigo Garcia,985,997,1245,5,12,3,1,0,2,0,1268,39.0,False
-51.34624816491234,-21.48633150203243,242,3521606,65331,IRAPURU,SP,3247,Tarcísio,1606,968,645,12,9,3,3,0,0,1,673,20.7,False
-50.644346002237825,-21.572365513942625,419,3537701,68551,PIACATU,SP,3232,Tarcísio,1673,952,575,14,14,0,3,1,0,0,607,18.8,False
-51.5210169528879,-22.56520134452213,357,3532207,67458,NARANDIBA,SP,3231,Fernando Haddad,1106,1360,743,8,12,1,0,0,1,0,765,23.7,False
-49.44701186321824,-23.846677637976384,490,3543501,69710,RIVERSUL,SP,3201,Rodrigo Garcia,960,1003,1215,4,16,0,2,1,0,0,1238,38.7,False
-49.08340308383547,-24.445360551051593,52,3505351,61360,BARRA DO CHAPÉU,SP,3201,Rodrigo Garcia,675,1095,1404,1,13,5,5,1,1,1,1431,44.7,False
-49.85960453973812,-21.87804991932058,191,3517307,64475,GUAIMBÊ,SP,3197,Rodrigo Garcia,962,790,1424,6,10,1,2,0,2,0,1445,45.2,False
-48.42680065709144,-21.13198308480572,587,3553203,71650,TAIÚVA,SP,3151,Tarcísio,1568,670,866,29,12,2,1,1,1,1,913,29.0,False
-48.76541428958887,-21.018063958353743,399,3535705,68152,PARAÍSO,SP,3107,Tarcísio,1637,780,632,26,26,2,3,0,1,0,690,22.2,False
-50.339722059322526,-21.553039907451048,80,3507704,62553,BRAÚNA,SP,3106,Tarcísio,1809,628,654,3,4,2,5,0,0,1,669,21.5,False
-48.69874966251245,-22.820337085845,455,3541059,62146,PRATÂNIA,SP,3095,Tarcísio,1270,861,926,18,11,4,1,1,2,1,964,31.1,False
-49.74728025853788,-21.216062355376515,615,3555356,61468,UBARANA,SP,3086,Tarcísio,1079,940,1038,7,18,3,1,0,0,0,1067,34.6,False
-49.820217497404826,-20.751347985921214,439,3539905,68993,POLONI,SP,3085,Tarcísio,1490,681,887,14,5,4,3,1,0,0,914,29.6,False
-47.43954699854761,-20.06191185744423,483,3543600,69736,RIFAINA,SP,3066,Tarcísio,1518,1170,333,20,18,5,1,0,1,0,378,12.3,False
-49.400853626100485,-20.650655023933716,238,3521150,62243,IPIGUÁ,SP,3040,Tarcísio,1431,564,1019,8,10,3,3,1,1,0,1045,34.4,False
-47.820242434390046,-20.14273285308766,24,3503000,61590,ARAMINA,SP,3039,Tarcísio,1251,1049,692,21,17,5,3,0,0,1,739,24.3,False
-47.56867549880488,-20.447950421956367,477,3543105,69639,RIBEIRÃO CORRENTE,SP,3015,Rodrigo Garcia,1151,681,1162,9,4,7,1,0,0,0,1183,39.2,False
-49.48673145479285,-20.593161253082762,337,3530409,67091,MIRASSOLÂNDIA,SP,3013,Rodrigo Garcia,1002,430,1562,6,7,2,0,1,3,0,1581,52.5,False
-50.301903771533325,-21.373480700020615,131,3512506,63517,COROADOS,SP,2999,Tarcísio,1613,759,604,5,15,2,0,0,1,0,627,20.9,False
-47.86616626667893,-22.599825913673698,641,3500600,61115,ÁGUAS DE SÃO PEDRO,SP,2942,Tarcísio,1529,724,628,31,12,5,7,3,1,2,689,23.4,False
-51.26187730540807,-22.130861425465717,232,3520608,65137,INDIANA,SP,2936,Tarcísio,1538,774,575,25,16,5,2,1,0,0,624,21.3,False
-51.39393394376799,-21.934421242227618,6,3500808,61158,ALFREDO MARCONDES,SP,2909,Tarcísio,1468,888,536,6,10,0,0,1,0,0,553,19.0,False
-49.57626029102397,-21.468830361378835,495,3544608,69930,SABINO,SP,2906,Rodrigo Garcia,995,725,1169,5,8,1,3,0,0,0,1186,40.8,False
-47.48666093027693,-22.124113841803442,511,3546207,70254,SANTA CRUZ DA CONCEIÇÃO,SP,2893,Tarcísio,1633,601,618,21,8,5,5,2,0,0,659,22.8,False
-49.65775161121491,-21.290907207818496,2,3500204,61034,ADOLFO,SP,2890,Tarcísio,1353,561,956,5,12,2,1,0,0,0,976,33.8,False
-49.66807125742587,-22.54213711643428,617,3555505,72117,UBIRAJARA,SP,2885,Tarcísio,1241,871,749,16,6,0,1,1,0,0,773,26.8,False
-49.316721765329476,-22.187083539412555,45,3504305,61859,AVAÍ,SP,2868,Rodrigo Garcia,879,975,998,6,6,3,1,0,0,0,1014,35.4,False
-49.93511518322491,-20.994711038838602,437,3539608,68934,PLANALTO,SP,2868,Tarcísio,1080,742,1028,10,4,0,3,1,0,0,1046,36.5,False
-48.15457607019591,-22.56528556964701,520,3547007,70416,SANTA MARIA DA SERRA,SP,2857,Tarcísio,1337,606,877,13,17,4,1,2,0,0,914,32.0,False
-49.24351090106681,-20.61833316955776,378,3534005,67814,ONDA VERDE,SP,2856,Tarcísio,1145,676,999,12,16,4,4,0,0,0,1035,36.2,False
-45.53072328588851,-23.25032840166427,469,3542305,69477,REDENÇÃO DA SERRA,SP,2844,Rodrigo Garcia,858,664,1283,16,14,4,2,1,2,0,1322,46.5,False
-49.9256465192736,-22.75319442331453,481,3543204,69655,RIBEIRÃO DO SUL,SP,2835,Fernando Haddad,1176,1230,406,7,13,2,1,0,0,0,429,15.1,False
-49.10609521103024,-22.816422786165557,216,3519253,61085,IARAS,SP,2804,Fernando Haddad,960,1398,414,8,16,2,4,2,0,0,446,15.9,False
-45.79678040823163,-22.93080631484138,350,3531704,67350,MONTEIRO LOBATO,SP,2801,Tarcísio,1049,918,775,35,10,6,4,4,0,0,834,29.8,False
-49.30574956132695,-23.631803613668875,132,3512605,63533,CORONEL MACEDO,SP,2801,Fernando Haddad,854,1409,505,6,24,0,1,1,1,0,538,19.2,False
-47.678126873974556,-22.12076839086156,16,3502002,61395,ANALÂNDIA,SP,2794,Tarcísio,1586,593,535,23,46,6,3,2,0,0,615,22.0,False
-48.447207860007,-21.79274698064897,187,3516853,62308,GAVIÃO PEIXOTO,SP,2791,Fernando Haddad,770,1082,873,16,37,7,4,2,0,0,939,33.6,False
-49.79317327325208,-23.017727271756875,107,3510153,61344,CANITAR,SP,2745,Tarcísio,1076,983,655,5,21,1,4,0,0,0,686,25.0,False
-51.03284924174467,-21.15037949828121,296,3526506,66311,LAVÍNIA,SP,2743,Rodrigo Garcia,971,752,995,10,10,1,2,0,2,0,1020,37.2,False
-50.921779808993726,-20.475525776772283,22,3502606,61514,APARECIDA D'OESTE,SP,2743,Tarcísio,1051,903,777,5,5,0,1,0,0,1,789,28.8,False
-44.59023650574447,-22.74817355223499,561,3549607,70939,SÃO JOSÉ DO BARREIRO,SP,2741,Rodrigo Garcia,951,758,1010,10,11,1,0,0,0,0,1032,37.7,False
-45.04141298036607,-22.72776672764632,106,3509957,62103,CANAS,SP,2723,Tarcísio,1247,652,771,15,26,8,2,1,1,0,824,30.3,False
-50.87882960361446,-21.585751361034816,500,3545100,70033,SALMOURÃO,SP,2706,Tarcísio,1235,715,731,16,8,1,0,0,0,0,756,27.9,False
-48.78758813531203,-22.176768945382975,74,3507308,62456,BORACÉIA,SP,2701,Tarcísio,1303,635,730,17,14,0,1,1,0,0,763,28.2,False
-51.98793661267037,-21.801305508526116,95,3509106,62839,CAIUÁ,SP,2698,Fernando Haddad,797,1197,682,3,17,1,1,0,0,0,704,26.1,False
-50.349829679644515,-21.672772166409427,307,3527702,66559,LUIZIÂNIA,SP,2698,Tarcísio,1115,834,725,8,10,5,0,1,0,0,749,27.8,False
-49.79289678688061,-21.970553310131425,292,3525805,66176,JÚLIO MESQUITA,SP,2666,Rodrigo Garcia,727,925,988,14,9,2,1,0,0,0,1014,38.0,False
-47.69370033434245,-20.208500791803125,86,3508207,62650,BURITIZAL,SP,2652,Tarcísio,1717,519,392,11,9,2,1,1,0,0,416,15.7,False
-50.19845464691531,-21.33797750628757,190,3517109,64432,GLICÉRIO,SP,2639,Tarcísio,1321,932,353,15,14,4,0,0,0,0,386,14.6,False
-50.187140865098215,-20.398991366823083,328,3529609,66931,MERIDIANO,SP,2631,Tarcísio,1018,708,873,11,17,1,1,1,0,1,905,34.4,False
-49.92312961094827,-20.287048414634164,642,3501202,61239,ÁLVARES FLORENCE,SP,2612,Tarcísio,1291,569,731,9,4,2,5,1,0,0,752,28.8,False
-50.00857894632021,-22.612870431657516,103,3509809,62979,CAMPOS NOVOS PAULISTA,SP,2603,Tarcísio,1375,711,499,7,5,6,0,0,0,0,517,19.9,False
-48.9188915451872,-20.990058896861346,373,3533254,61409,NOVAIS,SP,2589,Rodrigo Garcia,921,518,1131,7,8,2,2,0,0,0,1150,44.4,False
-51.22400097389476,-21.94811418136937,93,3508900,62790,CAIABU,SP,2577,Rodrigo Garcia,736,623,1201,0,14,3,0,0,0,0,1218,47.3,False
-49.78207472740497,-20.891363549700856,362,3532702,67555,NIPOÃ,SP,2576,Tarcísio,1093,693,758,15,10,5,1,1,0,0,790,30.7,False
-50.51638403615259,-19.908658585413615,445,3540408,69094,POPULINA,SP,2567,Fernando Haddad,864,1179,494,7,11,5,5,0,2,0,524,20.4,False
-50.183833199232694,-20.09873601065618,313,3528205,66656,MACEDÔNIA,SP,2562,Tarcísio,1005,578,956,11,7,2,1,2,0,0,979,38.2,False
-49.30954351197575,-23.34321028034176,600,3554201,71854,TEJUPÁ,SP,2540,Fernando Haddad,738,1070,700,5,18,2,1,0,2,4,732,28.8,False
-48.03595372183093,-23.302000312859885,462,3541653,62162,QUADRA,SP,2538,Rodrigo Garcia,936,538,1037,8,12,5,2,0,0,0,1064,41.9,False
-51.57336256023071,-21.25757226304442,348,3531605,67334,MONTE CASTELO,SP,2536,Tarcísio,1084,909,518,6,14,1,1,2,0,1,543,21.4,False
-50.59490817377631,-20.065646447948616,397,3535903,68195,PARANAPUÃ,SP,2534,Tarcísio,1045,696,770,13,7,0,1,0,1,1,793,31.3,False
-50.71340579410738,-20.62485207045862,209,3518909,64793,GUZOLÂNDIA,SP,2465,Fernando Haddad,849,936,661,4,10,2,2,1,0,0,680,27.6,False
-51.428465804694646,-22.361106455937122,20,3502408,61476,ANHUMAS,SP,2464,Tarcísio,966,685,803,2,6,1,0,1,0,0,813,33.0,False
-44.71095024945504,-22.67458001154229,34,3503505,61697,AREIAS,SP,2453,Fernando Haddad,637,924,861,14,10,4,2,0,1,0,892,36.4,False
-50.19129070999834,-21.610070675430034,9,3501103,61212,ALTO ALEGRE,SP,2452,Tarcísio,1410,626,397,11,5,1,1,0,0,1,416,17.0,False
-49.43348923191157,-22.123335824930514,456,3541109,69230,PRESIDENTE ALVES,SP,2440,Tarcísio,1099,657,665,14,3,2,0,0,0,0,684,28.0,False
-51.2997742213517,-20.99921023958771,355,3532108,67431,MURUTINGA DO SUL,SP,2436,Tarcísio,1076,647,700,8,3,1,0,1,0,0,713,29.3,False
-51.8414493654832,-22.477329414148983,505,3545506,70114,SANDOVALINA,SP,2432,Fernando Haddad,692,1418,293,10,17,0,1,1,0,0,322,13.2,False
-48.169968566934095,-21.51314621197033,354,3532058,61069,MOTUCA,SP,2407,Fernando Haddad,933,1102,331,13,16,5,4,0,3,0,372,15.5,False
-50.798423504215165,-22.27799254962414,286,3525607,66133,JOÃO RAMALHO,SP,2386,Tarcísio,1131,740,476,11,21,0,5,0,1,1,515,21.6,False
-49.81689864390127,-22.4274149270625,308,3527801,66575,LUPÉRCIO,SP,2383,Tarcísio,956,792,618,9,5,1,2,0,0,0,635,26.6,False
-49.16201614956469,-24.31563337770938,73,3507159,61786,BOM SUCESSO DE ITARARÉ,SP,2375,Fernando Haddad,898,1101,355,5,10,4,0,0,2,0,376,15.8,False
-47.61161397216391,-22.238103007363875,133,3512704,63550,CORUMBATAÍ,SP,2359,Tarcísio,1151,420,759,7,11,3,5,3,0,0,788,33.4,False
-49.430564054544305,-22.672744178913142,167,3515194,61140,ESPÍRITO SANTO DO TURVO,SP,2356,Fernando Haddad,785,885,661,4,14,4,2,1,0,0,686,29.1,False
-49.93979270274032,-22.440868483970632,376,3533700,67750,OCAUÇU,SP,2310,Tarcísio,1005,691,581,11,16,3,2,1,0,0,614,26.6,False
-51.44061240273726,-20.593809986363876,256,3523008,65617,ITAPURA,SP,2304,Fernando Haddad,427,1295,551,9,13,5,3,1,0,0,582,25.3,False
-51.50561722358709,-21.136266348040042,370,3533205,67652,NOVA INDEPENDÊNCIA,SP,2302,Tarcísio,1012,790,488,5,3,3,0,0,1,0,500,21.7,False
-49.37273916669061,-22.490900987288597,89,3508306,62677,CABRÁLIA PAULISTA,SP,2292,Tarcísio,934,863,465,6,9,1,9,3,0,2,495,21.6,False
-50.51748705693093,-21.65877269589342,537,3548401,70696,SANTÓPOLIS DO AGUAPEÍ,SP,2279,Rodrigo Garcia,658,501,1103,6,9,0,0,0,2,0,1120,49.1,False
-49.221245943965314,-24.570928944435902,254,3522653,61948,ITAPIRAPUÃ PAULISTA,SP,2274,Fernando Haddad,433,1045,782,2,11,0,0,0,1,0,796,35.0,False
-47.57315577358619,-20.339516618266153,283,3525409,66095,JERIQUARA,SP,2254,Rodrigo Garcia,676,639,904,18,11,6,0,0,0,0,939,41.7,False
-50.265602224385816,-19.94905072881903,233,3520707,65153,INDIAPORÃ,SP,2247,Tarcísio,817,801,612,7,9,0,0,1,0,0,629,28.0,False
-50.958053463333655,-21.741682703557796,234,3520806,65170,INÚBIA PAULISTA,SP,2217,Tarcísio,1286,359,552,12,6,0,1,0,1,0,572,25.8,False
-49.358827927972726,-21.728382423611617,441,3540101,69035,PONGAÍ,SP,2195,Tarcísio,1147,474,559,6,8,0,0,1,0,0,574,26.2,False
-49.484784435182384,-23.257762295710737,539,3551207,71250,SARUTAIÁ,SP,2194,Fernando Haddad,678,882,610,7,12,1,1,2,1,0,634,28.9,False
-47.60471035328532,-22.944594594777467,342,3530904,67199,MOMBUCA,SP,2192,Tarcísio,1193,467,502,9,10,1,7,1,0,2,532,24.3,False
-48.54553668590442,-24.51478532889101,239,3521200,65250,IPORANGA,SP,2184,Fernando Haddad,594,949,618,5,11,2,5,0,0,0,641,29.3,False
-51.01875948029435,-20.253370028820044,493,3544509,69914,RUBINÉIA,SP,2178,Tarcísio,1061,568,533,6,5,3,1,0,1,0,549,25.2,False
-49.09438810126895,-20.535185862489577,7,3500907,61174,ALTAIR,SP,2169,Rodrigo Garcia,727,586,844,6,4,2,0,0,0,0,856,39.5,False
-50.523234553211864,-20.45252226947105,443,3540259,61808,PONTALINDA,SP,2162,Fernando Haddad,829,861,448,8,14,0,1,1,0,0,472,21.8,False
-50.243735040710575,-21.8004423870683,464,3541802,69370,QUEIROZ,SP,2149,Tarcísio,935,792,408,5,7,0,2,0,0,0,422,19.6,False
-51.732947118133126,-21.853798760739885,425,3538303,68691,PIQUEROBI,SP,2148,Fernando Haddad,814,925,382,5,20,1,0,1,0,0,409,19.0,False
-52.05503585031586,-22.12731612818045,318,3528700,66753,MARABÁ PAULISTA,SP,2142,Fernando Haddad,657,1145,314,6,17,2,1,0,0,0,340,15.9,False
-49.035389877398245,-24.608007099481608,474,3542800,69574,RIBEIRA,SP,2139,Fernando Haddad,554,1161,407,5,9,2,0,0,1,0,424,19.8,False
-49.91633166254566,-20.630968220611038,540,3551306,71277,SEBASTIANÓPOLIS DO SUL,SP,2132,Rodrigo Garcia,794,324,994,11,8,0,0,1,0,0,1014,47.6,False
-50.20022512959806,-20.80470244819322,186,3516804,64378,GASTÃO VIDIGAL,SP,2090,Fernando Haddad,649,902,520,5,10,1,2,1,0,0,539,25.8,False
-51.17144134656302,-21.779321627941563,322,3528908,66796,MARIÁPOLIS,SP,2082,Tarcísio,928,660,467,19,7,1,0,0,0,0,494,23.7,False
-51.07576825078469,-20.473883799366817,553,3552551,61301,SUZANÁPOLIS,SP,2058,Rodrigo Garcia,503,760,784,3,6,0,1,1,0,0,795,38.6,False
-48.79543941735331,-21.951384399036503,246,3522000,65412,ITAJU,SP,2055,Tarcísio,952,531,551,9,9,2,1,0,0,0,572,27.8,False
-50.80289729761636,-22.816270563198152,413,3537156,61247,PEDRINHAS PAULISTA,SP,2031,Tarcísio,917,382,715,7,7,1,2,0,0,0,732,36.0,False
-50.25254335260088,-20.870355403627784,371,3533304,67679,NOVA LUZITÂNIA,SP,2014,Fernando Haddad,565,726,708,12,2,0,1,0,0,0,723,35.9,False
-48.83736858992272,-24.618669496599672,248,3522158,61603,ITAOCA,SP,1987,Fernando Haddad,689,980,299,4,12,2,0,0,1,0,318,16.0,False
-50.03833592689007,-20.272799876043614,402,3536257,61824,PARISI,SP,1961,Tarcísio,758,471,723,4,3,1,1,0,0,0,732,37.3,False
-51.37071560911092,-21.828350532687143,535,3548302,70670,SANTO EXPEDITO,SP,1954,Tarcísio,817,772,341,6,13,1,3,1,0,0,365,18.7,False
-51.472548940174676,-21.80000072923059,164,3515129,61387,EMILIANÓPOLIS,SP,1952,Tarcísio,792,741,407,5,7,0,0,0,0,0,419,21.5,False
-50.230001143031934,-20.597287532066442,314,3528304,66672,MAGDA,SP,1950,Tarcísio,864,595,478,3,9,1,0,0,0,0,491,25.2,False
-49.73115443093778,-22.08586733180747,644,3501400,61271,ÁLVARO DE CARVALHO,SP,1945,Tarcísio,650,629,634,4,23,2,3,0,0,0,666,34.2,False
-49.090760415932614,-21.162670104653035,160,3514924,61760,ELISIÁRIO,SP,1939,Tarcísio,907,428,594,3,6,0,1,0,0,0,604,31.2,False
-50.154523681713556,-20.66963025783958,178,3515905,64190,FLOREAL,SP,1914,Tarcísio,716,633,547,4,11,1,2,0,0,0,565,29.5,False
-49.14085341036647,-21.257149695476,320,3528858,61867,MARAPOAMA,SP,1912,Tarcísio,1155,332,406,7,9,0,3,0,0,0,425,22.2,False
-50.69397435435245,-22.881193145116466,179,3516101,64238,FLORÍNEA,SP,1906,Fernando Haddad,658,690,537,10,11,0,0,0,0,0,558,29.3,False
-50.209355118015814,-22.627748469574705,438,3539707,68950,PLATINA,SP,1903,Tarcísio,906,502,478,5,8,2,1,1,0,0,495,26.0,False
-50.5637907251293,-21.500660305352383,184,3516507,64319,GABRIEL MONTEIRO,SP,1877,Tarcísio,932,303,615,15,7,1,2,1,1,0,642,34.2,False
-50.12327654785292,-19.95212813050104,332,3530003,67016,MIRA ESTRELA,SP,1869,Tarcísio,707,510,638,5,7,1,1,0,0,0,652,34.9,False
-49.7600496922212,-22.451911542013924,11,3501509,61298,ALVINLÂNDIA,SP,1857,Tarcísio,753,631,460,4,6,0,1,1,1,0,473,25.5,False
-51.667037378418755,-22.484923154477823,170,3515301,64076,ESTRELA DO NORTE,SP,1835,Fernando Haddad,604,639,574,8,8,0,2,0,0,0,592,32.3,False
-49.57140529692187,-23.58390763816394,57,3505005,62014,BARÃO DE ANTONINA,SP,1817,Tarcísio,720,614,459,10,12,0,1,0,0,1,483,26.6,False
-50.256159507619714,-22.294130282005376,383,3534500,67911,OSCAR BRESSANE,SP,1780,Tarcísio,889,375,495,5,10,1,4,0,1,0,516,29.0,False
-50.208798170172585,-21.173983954441603,81,3507753,62081,BREJO ALEGRE,SP,1770,Fernando Haddad,605,764,387,6,5,2,1,0,0,0,401,22.7,False
-51.73730569958641,-21.316480487096893,521,3547106,70432,SANTA MERCEDES,SP,1762,Tarcísio,634,524,590,4,8,1,0,1,0,0,604,34.3,False
-50.38285456899118,-22.324147052448488,309,3527900,66591,LUTÉCIA,SP,1761,Tarcísio,710,707,327,5,4,6,2,0,0,0,344,19.5,False
-47.14475580968761,-21.264919317013042,143,3510906,63193,CÁSSIA DOS COQUEIROS,SP,1754,Tarcísio,601,549,572,10,15,3,3,0,0,1,604,34.4,False
-48.626770414886806,-21.343590754331913,145,3510104,63037,CÂNDIDO RODRIGUES,SP,1749,Tarcísio,725,361,652,3,7,0,1,0,0,0,663,37.9,False
-48.84881312355868,-20.953884272592354,161,3514957,61182,EMBAÚBA,SP,1736,Rodrigo Garcia,561,360,802,6,5,0,1,1,0,0,815,46.9,False
-50.101899403429755,-20.205195380805083,410,3536901,68390,PEDRANÓPOLIS,SP,1733,Tarcísio,654,545,519,6,7,0,1,0,1,0,534,30.8,False
-48.21084501209128,-23.248564870353555,605,3554656,62049,TORRE DE PEDRA,SP,1732,Tarcísio,784,355,554,18,17,1,2,0,1,0,593,34.2,False
-50.785786416899676,-21.359239540221864,494,3544400,69892,RUBIÁCEA,SP,1725,Tarcísio,738,457,519,8,2,0,1,0,0,0,530,30.7,False
-50.04823520659161,-21.12467262901468,637,3557154,61921,ZACARIAS,SP,1715,Rodrigo Garcia,635,437,638,3,2,0,0,0,0,0,643,37.5,False
-50.812036782749566,-20.09242226649272,522,3547403,70491,SANTA RITA D'OESTE,SP,1711,Tarcísio,663,492,531,10,10,2,2,1,0,0,556,32.5,False
-44.441628703356166,-22.678315610659983,26,3503158,61646,ARAPEÍ,SP,1693,Rodrigo Garcia,491,552,639,0,11,0,0,0,0,0,650,38.4,False
-47.78843005409191,-23.102050841811884,287,3525854,62324,JUMIRIM,SP,1673,Tarcísio,721,349,580,17,2,2,2,0,0,0,603,36.0,False
-49.38887813273698,-22.952158839477562,645,3533809,67776,ÓLEO,SP,1670,Tarcísio,770,386,493,5,12,1,3,0,0,0,514,30.8,False
-49.61467332115498,-23.194676317218732,604,3554607,71935,TIMBURI,SP,1664,Rodrigo Garcia,553,432,660,2,14,0,2,1,0,0,679,40.8,False
-50.67531361874043,-20.36546825439669,558,3549003,70815,SÃO FRANCISCO,SP,1648,Tarcísio,674,512,441,7,7,1,1,5,0,0,462,28.0,False
-50.90977010362928,-20.068028837114095,510,3546108,70238,SANTA CLARA D'OESTE,SP,1627,Tarcísio,673,363,584,1,5,0,1,0,0,0,591,36.3,False
-51.19968310329794,-22.595971765808326,356,3532157,62340,NANTES,SP,1619,Fernando Haddad,543,616,450,2,4,3,1,0,0,0,460,28.4,False
-50.43417233964612,-21.764957565759126,32,3503356,62065,ARCO-ÍRIS,SP,1602,Tarcísio,658,307,623,9,2,0,0,1,0,2,637,39.8,False
-49.7535278891363,-20.17599127362907,444,3540309,69078,PONTES GESTAL,SP,1596,Tarcísio,789,510,282,3,8,3,1,0,0,0,297,18.6,False
-48.991360990714455,-22.682688302543085,76,3507456,61026,BOREBI,SP,1563,Rodrigo Garcia,557,368,630,1,5,0,0,1,0,1,638,40.8,False
-50.76936245775904,-22.738380152317994,140,3513306,63673,CRUZÁLIA,SP,1562,Rodrigo Garcia,585,351,611,10,3,2,0,0,0,0,626,40.1,False
-48.39827830300709,-21.069487927622703,592,3553658,62260,TAQUARAL,SP,1561,Tarcísio,590,395,563,1,6,5,1,0,0,0,576,36.9,False
-50.53038872336087,-20.122143950217843,152,3514205,63851,DOLCINÓPOLIS,SP,1558,Fernando Haddad,460,810,280,4,2,0,2,0,0,0,288,18.5,False
-50.383676402169506,-20.41005931744384,566,3549201,70858,SÃO JOÃO DAS DUAS PONTES,SP,1553,Fernando Haddad,451,566,521,6,6,1,2,0,0,0,536,34.5,False
-49.55293381324309,-22.475809019350887,305,3527504,66516,LUCIANÓPOLIS,SP,1509,Fernando Haddad,507,633,355,2,6,2,3,0,0,1,369,24.5,False
-50.860579430944924,-21.331108796292284,62,3506201,62235,BENTO DE ABREU,SP,1507,Tarcísio,720,463,311,7,5,1,0,0,0,0,324,21.5,False
-50.99198683822816,-21.868875229825978,496,3544707,69957,SAGRES,SP,1461,Rodrigo Garcia,407,366,673,3,9,2,1,0,0,0,688,47.1,False
-47.43793338630988,-21.27608040255858,512,3546256,62189,SANTA CRUZ DA ESPERANÇA,SP,1432,Tarcísio,648,457,308,12,6,1,0,0,0,0,327,22.8,False
-51.67278192272755,-21.219301553169498,568,3549300,70874,SÃO JOÃO DO PAU D'ALHO,SP,1423,Fernando Haddad,552,629,217,14,6,4,1,0,0,0,242,17.0,False
-50.72850150063576,-20.178866942489623,39,3503950,61522,ASPÁSIA,SP,1383,Tarcísio,517,459,398,5,1,0,0,3,0,0,407,29.4,False
