ESTADO,MUNICíPIO,VOTOS VALIDOS,VOTOS VALIDOS PERCENTUAL,VOTOS BRANCOS,VOTOS BRANCOS PERCENTUAL,VOTOS NULOS,VOTOS NULOS PERCENTUAL,ABSTENÇÕES,ABSTENÇÕES PERCENTUAL
ES,Cariacica,208749,99.99999999999999,4101,1.88,5128,2.35,54907,20.12
ES,Castelo,22276,100.01,409,1.75,576,2.48,6079,20.72
ES,Colatina,69052,100.01,1299,1.80,1796,2.49,20387,22.03
ES,Conceição da Barra,15811,100.00000000000003,286,1.71,590,3.54,6974,29.47
ES,Conceição do Castelo,7170,100.00000000000001,199,2.60,271,3.55,2665,25.86
ES,Divino de São Lourenço,3315,100.00000000000001,51,1.47,88,2.55,849,19.73
ES,Domingos Martins,22367,100.00000000000003,572,2.43,573,2.44,5051,17.68
ES,Dores do Rio Preto,4593,100.00000000000001,81,1.68,160,3.31,1309,21.31
ES,Ecoporanga,13821,100.00000000000001,164,1.14,301,2.11,4971,25.81
ES,Fundão,10687,100.01,200,1.78,334,2.98,2957,20.86
ES,Governador Lindenberg,6517,100.00999999999999,106,1.55,185,2.72,2002,22.72
ES,Guaçuí,15712,100.0,287,1.74,435,2.65,5320,24.46
ES,Guarapari,71577,100.01000000000002,1307,1.75,1870,2.50,21731,22.52
ES,Ibatiba,14230,100.02000000000001,242,1.63,403,2.71,3533,19.19
ES,Ibiraçu,7225,100.01,129,1.69,272,3.57,2066,21.32
ES,Ibitirama,5519,100.00999999999999,77,1.35,142,2.47,1227,17.62
ES,Iconha,8759,100.01,172,1.88,247,2.69,2150,18.98
ES,Irupi,8066,99.98,141,1.68,194,2.31,2691,24.26
ES,Itaguaçu,8571,100.02,156,1.74,223,2.49,2722,23.32
ES,Itapemirim,27295,100.00000000000001,350,1.25,473,1.68,7255,20.51
ES,Itarana,7088,99.99000000000001,150,2.01,245,3.27,1958,20.74
ES,Iúna,15408,100.00000000000001,270,1.68,365,2.28,4717,22.72
ES,Jaguaré,16894,100.00000000000001,300,1.71,322,1.84,4922,21.94
ES,Jerônimo Monteiro,7403,100.0,115,1.49,232,2.99,2204,22.14
ES,João Neiva,9674,99.99000000000001,199,1.95,332,3.25,2608,20.35
ES,Laranja da Terra,7299,100.01,154,2.01,214,2.79,1550,16.82
ES,Linhares,86168,99.99999999999999,2047,2.25,2906,3.19,27465,23.16
ES,Mantenópolis,7224,99.99000000000001,110,1.46,207,2.74,3401,31.08
ES,Marataízes,23635,100.01,343,1.41,398,1.63,6914,22.10
ES,Marechal Floriano,10423,100.01000000000002,259,2.36,296,2.70,2438,18.17
ES,Marilândia,8234,99.99000000000001,193,2.21,271,3.12,1723,16.53
ES,Mimoso do Sul,15298,100.00000000000001,304,1.89,468,2.91,3461,17.72
ES,Montanha,10659,100.01,161,1.44,286,2.58,3805,25.52
ES,Mucurici,3795,100.00999999999999,35,0.89,94,2.40,1144,22.57
ES,Muniz Freire,10509,100.00999999999999,230,2.08,336,3.03,3282,22.86
ES,Muqui,8661,99.99000000000001,166,1.83,248,2.73,1951,17.69
ES,Nova Venécia,28782,100.00000000000001,449,1.51,582,1.95,9823,24.78
ES,Pancas,10966,99.99000000000001,142,1.25,229,2.02,4798,29.74
ES,Pedro Canário,12652,100.00999999999999,151,1.14,404,3.06,5330,28.75
ES,Pinheiros,13378,99.98,161,1.17,301,2.17,4148,23.06
ES,Piúma,12670,100.00999999999999,191,1.44,387,2.92,3761,22.11
ES,Ponto Belo,4644,99.97999999999999,63,1.31,103,2.14,1592,24.87
ES,Presidente Kennedy,9548,99.98000000000002,102,1.04,177,1.80,2421,19.77
ES,Rio Bananal,11237,100.00000000000003,255,2.16,303,2.57,3533,23.05
ES,Rio Novo do Sul,7030,99.97999999999999,153,2.09,161,2.19,1324,15.27
ES,Santa Leopoldina,7673,99.99,184,2.28,207,2.57,1981,19.72
ES,Santa Maria de Jetibá,23956,99.99000000000001,479,1.92,509,2.04,5273,17.45
ES,Santa Teresa,14738,99.99000000000001,341,2.19,484,3.11,4595,22.79
ES,São Domingos do Norte,6013,100.01,88,1.42,133,2.13,1352,17.82
ES,São Gabriel da Palha,18840,100.02000000000001,293,1.49,454,2.32,5941,23.27
ES,São José do Calçado,6563,99.99999999999999,114,1.63,297,4.26,1660,19.23
ES,São Mateus,64280,100.00000000000001,1007,1.50,1520,2.28,21414,24.27
ES,São Roque do Canaã,7412,100.02000000000001,159,2.04,222,2.85,1734,18.20
ES,Serra,266209,99.99000000000001,5088,1.83,7196,2.58,71393,20.40
ES,Sooretama,14360,100.00000000000001,269,1.79,396,2.64,5095,25.32
ES,Vargem Alta,12055,100.00000000000001,238,1.90,251,2.00,3164,20.14
ES,Venda Nova do Imigrante,13973,100.01999999999998,301,2.06,365,2.49,4394,23.09
ES,Viana,40379,100.00999999999998,742,1.77,922,2.19,9397,18.27
ES,Vila Pavão,5944,100.00999999999999,65,1.06,119,1.94,1199,16.36
ES,Vila Valério,9701,100.0,150,1.49,223,2.21,2327,18.76
ES,Vila Velha,268227,100.00999999999999,4439,1.60,6029,2.16,58662,17.39
ES,Vitória,213026,99.99,3092,1.40,4188,1.90,45028,16.97
GO,Abadia de Goiás,9011,99.99000000000002,97,1.05,150,1.62,2960,24.23
GO,Abadiânia,8380,99.99000000000002,118,1.36,174,2.01,2141,19.80
GO,Acreúna,11457,100.00000000000001,136,1.15,229,1.94,3351,22.09
GO,Adelândia,2176,100.01,17,0.76,37,1.66,564,20.19
GO,Água Fria de Goiás,3388,100.00999999999999,40,1.15,55,1.58,1140,24.66
GO,Água Limpa,1784,99.99000000000001,22,1.20,24,1.31,465,20.26
GO,Águas Lindas de Goiás,83768,99.98,1496,1.73,1467,1.69,20797,19.34
GO,Alexânia,15616,100.01,209,1.30,305,1.89,4056,20.09
GO,Aloândia,1625,99.99000000000002,28,1.66,34,2.02,380,18.38
GO,Alto Horizonte,4472,99.99999999999999,31,0.68,63,1.38,1607,26.03
GO,Alto Paraíso de Goiás,5160,100.02000000000001,49,0.93,86,1.62,1647,23.73
GO,Alvorada do Norte,4910,100.0,50,0.98,145,2.84,1577,23.60
GO,Amaralina,2346,100.01,17,0.70,41,1.71,677,21.97
GO,Americano do Brasil,4057,99.97999999999999,36,0.87,79,1.89,1021,19.66
GO,Amorinópolis,2805,100.0,36,1.25,51,1.76,698,19.44
GO,Anápolis,213604,100.0,3324,1.50,5228,2.35,65190,22.69
GO,Anhangüera,879,99.99999999999999,3,0.33,20,2.22,327,26.61
GO,Anicuns,11762,99.99000000000002,154,1.27,272,2.23,2811,18.74
GO,Aparecida de Goiânia,252962,100.00000000000003,3608,1.37,6757,2.57,71940,21.46
GO,Aparecida do Rio Doce,2129,99.99000000000001,23,1.04,68,3.06,687,23.63
GO,Aporé,2227,100.00000000000001,26,1.12,63,2.72,866,27.22
GO,Araçu,3212,100.00000000000001,36,1.08,85,2.55,671,16.76
GO,Aragarças,10037,100.00000000000001,103,1.00,192,1.86,3179,23.53
GO,Aragoiânia,6682,99.99000000000004,72,1.05,143,2.07,1848,21.13
GO,Araguapaz,4475,99.99,48,1.04,79,1.72,1433,23.74
GO,Arenópolis,2596,100.01000000000002,13,0.49,32,1.21,653,19.82
GO,Aruanã,4682,99.99999999999999,51,1.06,75,1.56,2268,32.05
GO,Aurilândia,2382,99.99000000000005,24,0.98,40,1.64,755,23.59
GO,Avelinópolis,2699,100.0,14,0.51,30,1.09,588,17.65
GO,Baliza,2108,100.00000000000001,15,0.69,45,2.08,696,24.30
GO,Barro Alto,7081,99.99000000000001,66,0.91,167,2.28,2300,23.92
GO,Bela Vista de Goiás,16853,100.00999999999999,226,1.30,417,2.38,5770,24.80
GO,Bom Jardim de Goiás,5261,99.99999999999999,31,0.58,91,1.69,1570,22.58
GO,Bom Jesus de Goiás,12603,99.99999999999999,224,1.71,239,1.83,4501,25.62
GO,Bonfinópolis,5298,100.00999999999999,65,1.18,162,2.93,1196,17.79
GO,Bonópolis,2476,100.00000000000001,7,0.28,25,1.00,785,23.84
GO,Brazabrantes,2613,100.00000000000001,46,1.70,56,2.06,819,23.17
GO,Britânia,3595,99.99000000000001,40,1.08,62,1.68,1055,22.20
GO,Buriti Alegre,5938,99.99999999999999,90,1.46,145,2.35,2216,26.42
GO,Buriti de Goiás,2575,100.00000000000001,22,0.83,39,1.48,677,20.43
GO,Buritinópolis,2378,100.00000000000001,22,0.89,71,2.87,958,27.94
GO,Cabeceiras,5211,100.0,53,0.99,91,1.70,1458,21.40
GO,Cachoeira Alta,5826,99.99999999999999,80,1.32,161,2.65,2173,26.37
GO,Cachoeira Dourada,5277,99.99999999999999,48,0.89,105,1.93,1683,23.66
GO,Cachoeira de Goiás,1393,99.98999999999998,13,0.91,20,1.40,455,24.19
GO,Caçu,7898,100.00000000000001,77,0.94,201,2.46,2682,24.70
GO,Caiapônia,9564,99.99999999999999,82,0.83,193,1.96,3349,25.39
GO,Caldas Novas,47155,100.00000000000003,693,1.41,1411,2.86,16206,24.76
GO,Caldazinha,2488,99.99,27,1.05,45,1.76,737,22.35
GO,Campestre de Goiás,2818,100.00000000000001,27,0.94,25,0.87,858,23.02
GO,Campinaçu,2651,100.00999999999999,26,0.96,48,1.76,770,22.03
GO,Campinorte,6714,99.99,79,1.14,118,1.71,2229,24.39
GO,Campo Alegre de Goiás,4021,99.99999999999999,50,1.20,87,2.09,1116,21.16
GO,Campo Limpo de Goiás,4674,100.0,58,1.20,100,2.07,1291,21.08
GO,Campos Belos,10414,100.02000000000002,113,1.05,298,2.75,3313,23.43
GO,Campos Verdes,3045,99.99999999999999,22,0.71,47,1.51,922,22.84
GO,Carmo do Rio Verde,5402,99.99999999999999,64,1.15,122,2.18,1484,20.98
GO,Castelândia,2627,100.00000000000003,11,0.41,28,1.05,995,27.18
GO,Catalão,55658,99.99000000000001,817,1.42,1296,2.24,16483,22.20
GO,Caturaí,3632,100.0,45,1.18,116,3.06,989,20.68
GO,Cavalcante,5205,100.0,29,0.54,154,2.86,1828,25.33
GO,Ceres,13159,100.02000000000001,153,1.13,220,1.63,2782,17.05
GO,Cezarina,5425,100.01,58,1.03,150,2.66,1392,19.81
GO,Chapadão do Céu,6198,100.01000000000002,49,0.77,97,1.53,1778,21.89
GO,Cidade Ocidental,34286,99.98999999999998,466,1.32,611,1.73,8234,18.89
GO,Cocalzinho de Goiás,11792,100.0,191,1.56,272,2.22,3647,22.93
GO,Colinas do Sul,2481,100.0,13,0.51,45,1.77,898,26.13
GO,Córrego do Ouro,2302,100.0,13,0.55,34,1.45,605,20.48
GO,Corumbá de Goiás,5551,100.01000000000002,92,1.59,131,2.27,1747,23.23
GO,Corumbaíba,5117,100.0,75,1.41,102,1.93,1546,22.60
GO,Cristalina,25897,100.01,428,1.60,486,1.81,8659,24.41
GO,Cristianópolis,2876,99.98,23,0.78,44,1.50,946,24.33
GO,Crixás,9161,100.00000000000003,91,0.97,143,1.52,3127,24.97
GO,Cromínia,2967,100.0,39,1.28,47,1.54,613,16.72
GO,Cumari,1912,100.01,27,1.37,34,1.72,598,23.26
GO,Damianópolis,2679,99.99,48,1.70,99,3.50,961,25.38
GO,Damolândia,2699,99.98999999999998,34,1.22,67,2.39,655,18.96
GO,Davinópolis,2626,100.01000000000002,22,0.82,37,1.38,904,25.19
GO,Diorama,1810,100.0,10,0.54,33,1.78,436,19.05
GO,Divinópolis de Goiás,3420,100.00999999999999,30,0.84,123,3.44,1219,25.44
GO,Doverlândia,4406,99.99999999999999,37,0.82,65,1.44,1231,21.45
GO,Edealina,2949,100.01,21,0.70,48,1.59,967,24.27
GO,Edéia,7243,99.98000000000002,78,1.05,145,1.94,2151,22.37
GO,Estrela do Norte,2304,100.0,14,0.59,41,1.74,587,19.93
GO,Faina,4665,99.99000000000002,31,0.65,61,1.28,1414,22.91
GO,Fazenda Nova,4196,99.99999999999999,30,0.70,75,1.74,903,17.35
GO,Firminópolis,6474,99.99999999999999,55,0.84,91,1.37,1704,20.47
GO,Flores de Goiás,4987,99.99999999999999,33,0.64,83,1.63,1874,26.86
GO,Formosa,56931,99.97999999999999,908,1.54,1406,2.37,15644,20.89
GO,Formoso,3409,100.01,22,0.63,69,1.97,1057,23.20
GO,Gameleira de Goiás,2546,100.01,33,1.26,44,1.68,532,16.86
GO,Goianápolis,7954,100.02,89,1.09,162,1.97,2225,21.33
GO,Goiandira,3413,100.01,32,0.90,73,2.08,733,17.24
GO,Goianésia,42148,100.01000000000002,636,1.45,908,2.08,13338,23.39
GO,Goiânia,794642,99.99,9028,1.10,18161,2.21,212301,20.53
GO,Goianira,29959,100.01000000000002,397,1.28,584,1.89,10140,24.68
GO,Goiás,14369,100.00000000000001,137,0.92,291,1.97,4792,24.46
GO,Goiatuba,20276,100.0,306,1.44,608,2.87,5543,20.73
GO,Gouvelândia,2883,100.0,19,0.63,85,2.85,690,18.77
GO,Guapó,10086,99.99999999999997,139,1.32,251,2.40,3308,24.00
GO,Guaraíta,2123,100.01,35,1.60,30,1.37,442,16.81
GO,Guarani de Goiás,3308,99.99,31,0.90,76,2.23,738,17.77
GO,Guarinos,1819,99.99,18,0.97,33,1.76,459,19.71
GO,Heitoraí,3025,100.0,40,1.28,62,1.98,841,21.19
GO,Hidrolândia,14115,100.0,178,1.21,371,2.53,4082,21.78
GO,Hidrolina,2941,100.00000000000001,27,0.89,42,1.40,574,16.02
GO,Iaciara,5887,99.98999999999998,48,0.79,149,2.45,1710,21.94
GO,Inaciolândia,3519,99.99,28,0.76,110,3.01,969,20.95
GO,Indiara,8637,99.99000000000001,139,1.54,246,2.73,2698,23.02
GO,Inhumas,30541,99.98999999999998,458,1.43,921,2.89,9095,22.17
GO,Ipameri,14926,100.01,205,1.32,340,2.20,4722,23.38
GO,Ipiranga de Goiás,2414,99.99000000000001,15,0.61,56,2.25,553,18.20
GO,Iporá,19200,100.01,243,1.22,368,1.86,6001,23.25
GO,Israelândia,2093,99.99999999999999,13,0.61,30,1.40,658,23.55
GO,Itaberaí,23561,100.0,310,1.28,488,2.00,7449,23.42
GO,Itaguari,3906,100.01,41,1.03,52,1.30,805,16.76
GO,Itaguaru,4252,99.99,55,1.26,71,1.62,877,16.69
GO,Itajá,2763,100.00000000000001,25,0.88,55,1.93,804,22.05
GO,Itapaci,11428,100.00999999999996,164,1.38,251,2.12,3563,23.13
GO,Itapirapuã,5028,100.0,35,0.68,113,2.18,1528,22.79
GO,Itapuranga,17033,100.0,235,1.34,310,1.76,4024,18.63
GO,Itarumã,3265,99.99000000000002,34,1.01,59,1.76,1020,23.30
GO,Itauçu,5772,99.99,73,1.22,110,1.85,1144,16.11
GO,Itumbiara,54532,99.99000000000001,809,1.43,1288,2.27,17735,23.85
GO,Ivolândia,2097,99.99999999999999,19,0.89,22,1.03,641,23.07
GO,Jandaia,4543,100.0,43,0.92,125,2.65,1259,21.09
GO,Jaraguá,25125,100.00999999999999,369,1.42,459,1.77,6258,19.43
GO,Jataí,52553,100.0,713,1.31,1149,2.11,17293,24.12
GO,Jaupaci,2105,99.99000000000001,15,0.70,22,1.03,589,21.57
GO,Jesúpolis,1867,99.98,21,1.09,35,1.82,559,22.52
GO,Joviânia,4264,100.0,53,1.20,120,2.70,1009,18.53
GO,Jussara,10854,100.0,103,0.92,243,2.17,3251,22.50
GO,Lagoa Santa,1113,100.0,12,1.05,19,1.66,452,28.32
GO,Leopoldo de Bulhões,4999,100.00000000000001,65,1.25,137,2.63,1427,21.53
GO,Luziânia,96116,100.02,1807,1.81,2318,2.31,25894,20.53
GO,Mairipotaba,2067,100.00999999999999,24,1.13,46,2.15,551,20.50
GO,Mambaí,4429,100.00999999999999,44,0.96,121,2.63,1354,22.76
GO,Mara Rosa,6215,99.99,66,1.03,109,1.71,1815,22.12
GO,Marzagão,1935,99.99999999999999,22,1.10,43,2.15,558,21.81
GO,Matrinchã,2891,99.99,15,0.51,49,1.66,753,20.31
GO,Maurilândia,5202,100.0,64,1.19,124,2.30,1628,23.20
GO,Mimoso de Goiás,2447,99.99,24,0.95,47,1.87,497,16.48
GO,Minaçu,16241,99.99000000000002,161,0.97,264,1.58,5787,25.77
GO,Mineiros,35203,100.00000000000001,506,1.38,890,2.43,11153,23.36
GO,Moiporá,1720,100.00000000000001,22,1.24,24,1.36,509,22.37
GO,Monte Alegre de Goiás,4013,99.99999999999999,47,1.13,101,2.43,1370,24.77
GO,Montes Claros de Goiás,5134,100.00999999999999,45,0.86,74,1.41,1458,21.73
GO,Montividiu,7136,100.00999999999999,70,0.95,152,2.07,2094,22.15
GO,Montividiu do Norte,2651,100.00000000000001,22,0.81,46,1.69,795,22.62
GO,Morrinhos,26782,99.99000000000002,394,1.42,558,2.01,8504,23.47
GO,Morro Agudo de Goiás,2310,100.00000000000001,29,1.22,32,1.35,482,16.89
GO,Mossâmedes,3592,99.99000000000001,45,1.22,42,1.14,889,19.46
GO,Mozarlândia,8576,99.98999999999998,115,1.30,170,1.92,3517,28.41
GO,Mundo Novo,3632,100.00999999999999,29,0.78,55,1.48,1146,23.57
GO,Mutunópolis,2555,99.99000000000001,31,1.18,34,1.30,777,22.87
GO,Nazário,5529,100.0,52,0.92,103,1.81,1591,21.87
GO,Nerópolis,17487,99.99999999999999,220,1.21,383,2.12,5905,24.61
GO,Niquelândia,19939,100.01000000000002,237,1.15,481,2.33,6842,24.88
GO,Nova América,1980,99.99999999999999,24,1.17,51,2.48,415,16.80
GO,Nova Aurora,1701,100.00999999999999,20,1.13,39,2.22,346,16.43
GO,Nova Crixás,6485,99.99999999999999,46,0.69,100,1.51,2432,26.83
GO,Nova Glória,5217,100.0,62,1.15,102,1.90,1274,19.14
GO,Nova Iguaçu de Goiás,2029,100.00000000000001,13,0.62,35,1.69,721,25.77
GO,Nova Roma,2049,99.99999999999999,32,1.50,49,2.30,685,24.33
GO,Nova Veneza,6042,100.00999999999998,58,0.93,131,2.10,1707,21.50
GO,Novo Brasil,2647,99.99000000000001,17,0.63,45,1.66,592,17.93
GO,Novo Gama,38922,99.99000000000001,666,1.65,803,1.99,8978,18.19
GO,Novo Planalto,2747,100.01000000000003,29,1.02,54,1.91,861,23.33
GO,Orizona,8981,99.99,171,1.83,237,2.52,2532,21.24
GO,Ouro Verde de Goiás,2892,100.0,39,1.29,89,2.95,716,19.16
GO,Ouvidor,6703,99.99000000000001,75,1.09,152,2.19,1735,20.02
GO,Padre Bernardo,14008,99.98000000000002,161,1.11,341,2.35,4263,22.71
GO,Palestina de Goiás,2711,100.0,19,0.69,43,1.55,792,22.22
GO,Palmeiras de Goiás,16332,100.01,210,1.24,372,2.20,5036,22.94
GO,Palmelo,1754,100.02,9,0.50,32,1.78,393,17.96
GO,Palminópolis,3206,100.00000000000003,16,0.49,48,1.47,795,19.56
GO,Panamá,1887,100.0,39,2.00,30,1.53,647,24.86
GO,Paranaiguara,5230,100.00000000000001,61,1.13,110,2.04,1607,22.93
GO,Paraúna,6371,100.00999999999999,92,1.39,153,2.31,2360,26.29
GO,Perolândia,2284,99.99,16,0.68,30,1.29,735,23.98
GO,Petrolina de Goiás,5497,99.99999999999999,87,1.52,148,2.58,1660,22.46
GO,Pilar de Goiás,2758,100.01,40,1.41,39,1.37,822,22.47
GO,Piracanjuba,13599,100.0,186,1.33,273,1.94,4812,25.50
GO,Piranhas,7010,100.00000000000003,64,0.89,169,2.33,2052,22.08
GO,Pirenópolis,15095,100.0,270,1.71,399,2.53,4171,20.92
GO,Pires do Rio,15896,99.98,247,1.49,470,2.83,5155,23.68
GO,Planaltina,45640,100.01,805,1.70,944,1.99,13600,22.30
GO,Pontalina,10971,99.99,129,1.13,276,2.43,2831,19.93
GO,Porangatu,23025,100.01000000000002,225,0.95,445,1.88,7250,23.43
GO,Porteirão,2608,100.01,20,0.75,39,1.46,950,26.26
GO,Portelândia,2332,100.00000000000001,40,1.63,81,3.30,696,22.10
GO,Posse,18479,99.99999999999997,239,1.25,465,2.42,5139,21.13
GO,Professor Jamil,2326,100.0,20,0.84,38,1.59,647,21.35
GO,Quirinópolis,25987,100.00000000000001,354,1.31,659,2.44,7430,21.58
GO,Rialma,6836,99.98,77,1.10,117,1.66,1904,21.31
GO,Rianápolis,2949,100.01,44,1.44,80,2.60,739,19.39
GO,Rio Quente,2929,99.99999999999999,21,0.70,67,2.22,916,23.29
GO,Rio Verde,108892,99.99000000000001,1629,1.44,2218,1.97,30487,21.29
GO,Rubiataba,11658,100.01,160,1.33,261,2.16,3171,20.79
GO,Sanclerlândia,5441,99.98999999999998,59,1.05,106,1.89,1441,20.45
GO,Santa Bárbara de Goiás,4136,99.99999999999999,50,1.17,68,1.60,1114,20.75
GO,Santa Cruz de Goiás,2448,99.99000000000002,21,0.83,38,1.52,703,21.90
GO,Santa Fé de Goiás,2992,99.99999999999999,17,0.56,50,1.63,992,24.49
GO,Santa Helena de Goiás,22295,100.0,431,1.85,559,2.40,6164,20.93
GO,Santa Isabel,2869,100.00000000000001,31,1.05,43,1.46,757,20.46
GO,Santa Rita do Araguaia,3157,99.99,34,1.04,68,2.09,1165,26.33
GO,Santa Rita do Novo Destino,2156,100.00999999999998,20,0.90,29,1.32,553,20.05
GO,Santa Rosa de Goiás,2526,100.0,29,1.11,51,1.96,490,15.83
GO,Santa Tereza de Goiás,2316,100.00000000000001,17,0.71,51,2.14,785,24.77
GO,Santa Terezinha de Goiás,5810,100.01999999999997,56,0.94,97,1.63,1641,21.58
GO,Santo Antônio da Barra,3071,99.99,37,1.17,56,1.77,844,21.06
GO,Santo Antônio de Goiás,4778,99.99999999999999,38,0.78,101,2.05,1275,20.59
GO,Santo Antônio do Descoberto,32811,100.0,570,1.67,628,1.85,9040,21.00
GO,São Domingos,5060,100.0,50,0.96,130,2.48,1857,26.17
GO,São Francisco de Goiás,3642,100.0,50,1.32,102,2.69,908,19.31
GO,São João D'Aliança,5281,99.99,82,1.50,114,2.08,1558,22.15
GO,São João da Paraúna,1643,99.99,14,0.83,30,1.78,534,24.04
GO,São Luís de Montes Belos,18202,100.00000000000001,198,1.06,334,1.78,5311,22.09
GO,São Luiz do Norte,3570,100.0,26,0.71,52,1.43,1116,23.43
GO,São Miguel do Araguaia,13342,100.01,79,0.58,299,2.18,4586,25.05
GO,São Miguel do Passa Quatro,2811,100.00999999999999,28,0.97,57,1.97,560,16.20
GO,São Patrício,1824,100.00999999999999,26,1.37,41,2.17,455,19.39
GO,São Simão,9983,99.99000000000001,110,1.07,220,2.13,3494,25.31
GO,Senador Canedo,64183,100.00000000000001,862,1.30,1566,2.35,17291,20.61
GO,Serranópolis,4538,99.99000000000002,54,1.16,92,1.96,1587,25.31
GO,Silvânia,12089,99.99,207,1.65,235,1.88,3065,19.65
GO,Simolândia,4073,99.98999999999998,45,1.06,125,2.95,1475,25.80
GO,Sítio D'Abadia,2069,99.99999999999999,21,0.98,58,2.70,998,31.72
GO,Taquaral de Goiás,3378,100.01,41,1.17,79,2.26,1057,23.21
GO,Teresina de Goiás,1906,99.98999999999998,10,0.51,49,2.49,749,27.60
GO,Terezópolis de Goiás,4952,100.00000000000001,61,1.19,117,2.28,1121,17.93
GO,Três Ranchos,2720,100.00999999999999,25,0.89,56,2.00,791,22.02
GO,Trindade,67427,99.98,896,1.29,1368,1.96,19663,22.01
GO,Trombas,2183,100.02,11,0.49,35,1.57,768,25.63
GO,Turvânia,3653,100.02,48,1.28,51,1.36,977,20.66
GO,Turvelândia,3087,99.98,24,0.75,64,2.02,910,22.28
GO,Uirapuru,2028,100.0,15,0.72,29,1.40,588,22.11
GO,Uruaçu,21562,100.0,279,1.25,453,2.03,6766,23.28
GO,Uruana,8055,100.01000000000002,80,0.96,206,2.47,2065,19.84
GO,Urutaí,2628,100.00000000000001,34,1.26,50,1.84,683,20.12
GO,Valparaíso de Goiás,70090,100.00000000000003,1137,1.56,1476,2.03,16546,18.54
GO,Varjão,2830,100.00000000000003,26,0.90,56,1.92,923,24.07
GO,Vianópolis,8234,99.99000000000001,124,1.45,181,2.12,2104,19.77
GO,Vicentinópolis,5008,100.00999999999999,58,1.12,117,2.26,1115,17.70
GO,Vila Boa,2722,100.00000000000001,19,0.68,40,1.44,1014,26.72
GO,Vila Propício,3882,99.99999999999999,38,0.95,65,1.63,1202,23.17
MA,Açailândia,58279,99.99,578,0.96,1274,2.12,15681,20.68
MA,Afonso Cunha,5266,100.0,23,0.43,137,2.52,1700,23.86
MA,Água Doce do Maranhão,7986,100.02,88,1.05,239,2.88,3862,31.72
MA,Alcântara,12906,100.00000000000001,129,0.97,287,2.15,4826,26.59
MA,Aldeias Altas,12958,100.01000000000002,81,0.59,639,4.67,5757,29.62
MA,Altamira do Maranhão,3859,100.0,32,0.79,134,3.33,1701,29.71
MA,Alto Alegre do Maranhão,13258,100.01,94,0.68,431,3.13,5548,28.70
MA,Alto Alegre do Pindaré,15049,100.00999999999998,119,0.75,548,3.49,7103,31.13
MA,Alto Parnaíba,5896,99.99000000000001,39,0.64,211,3.43,2234,26.66
MA,Amapá do Maranhão,4049,99.97999999999998,25,0.59,153,3.62,1646,28.03
MA,Amarante do Maranhão,19710,100.02,146,0.72,602,2.94,6973,25.42
MA,Anajatuba,14254,100.02000000000004,127,0.85,426,2.88,3820,20.51
MA,Anapurus,10728,100.00000000000001,116,1.03,426,3.78,2964,20.82
MA,Apicum-Açu,10089,100.01,67,0.65,154,1.49,3366,24.61
MA,Araguanã,5628,100.00999999999999,30,0.52,103,1.79,2693,31.85
MA,Araioses,23445,100.01000000000002,355,1.43,953,3.85,10059,28.90
MA,Arame,16044,100.01000000000003,65,0.39,357,2.17,6107,27.05
MA,Arari,17477,100.00000000000003,200,1.10,401,2.22,6665,26.94
MA,Axixá,8091,100.00000000000003,76,0.91,172,2.06,1388,14.27
MA,Bacabal,51790,100.01,532,0.99,1388,2.58,12492,18.87
MA,Bacabeira,11471,100.02,119,1.00,317,2.66,2289,16.12
MA,Bacuri,10056,100.00000000000001,55,0.53,160,1.56,4062,28.34
MA,Bacurituba,3748,100.00999999999999,39,1.01,104,2.67,1432,26.90
MA,Balsas,48913,100.0,471,0.93,1096,2.17,13815,21.49
MA,Barão de Grajaú,10936,100.0,106,0.94,342,3.00,3627,24.16
MA,Barra do Corda,45308,99.99000000000002,347,0.74,1121,2.40,13627,22.56
MA,Barreirinhas,36747,100.00000000000001,274,0.73,982,2.58,7802,17.03
MA,Bela Vista do Maranhão,7232,100.00000000000003,37,0.50,178,2.39,2875,27.85
MA,Belágua,5758,99.98999999999998,22,0.37,195,3.26,1035,14.76
MA,Benedito Leite,3089,99.99,16,0.50,107,3.33,931,22.47
MA,Bequimão,13556,99.98,189,1.33,409,2.89,5047,26.29
MA,Bernardo do Mearim,3922,99.99,33,0.81,93,2.30,1230,23.30
MA,Boa Vista do Gurupi,4630,99.99999999999999,19,0.40,110,2.31,1728,26.64
MA,Bom Jardim,19241,100.03000000000004,119,0.59,660,3.30,8881,30.73
MA,Bom Jesus das Selvas,14729,100.00000000000001,92,0.61,418,2.74,6058,28.45
MA,Bom Lugar,8610,99.99000000000001,37,0.42,183,2.07,2219,20.08
MA,Brejo,18544,100.00000000000001,142,0.74,555,2.88,5059,20.82
MA,Brejo de Areia,5292,100.02,44,0.80,215,3.87,2237,28.72
MA,Buriti,15982,99.99000000000002,158,0.94,580,3.47,6313,27.41
MA,Buriti Bravo,12467,100.0,95,0.73,484,3.71,5783,30.71
MA,Buriticupu,31282,100.01000000000002,158,0.49,805,2.50,8936,21.70
MA,Buritirana,8581,99.99000000000001,82,0.92,243,2.73,2936,24.79
MA,Cachoeira Grande,6371,99.99999999999999,26,0.40,118,1.81,2606,28.57
MA,Cajapió,6804,99.99000000000001,46,0.65,302,4.22,2528,26.12
MA,Cajari,11769,100.01999999999998,69,0.57,201,1.67,3589,22.97
