codigo_tse,uf,MUNICÍPIO,capital,codigo_ibge,LULA VOTOS,LULA VOTOS PERCENTUAL,BOLSONARO VOTOS,BOLSONARO PERCENTUAL,CIRO VOTOS,CIRO VOTOS PERCENTUAL,TEBET VOTOS,TEBET VOTOS PERCENTUAL,OUTROS VOTOS,OUTROS VOTOS PERCENTUAL,ABSTENÇÕES,ABSTENÇÕES PERCENTUAL,VOTOS BRANCOS,VOTOS BRANCOS PERCENTUAL,VOTOS NULOS,VOTOS NULOS PERCENTUAL
14893,CE,NOVO ORIENTE,0,2309409,13621,80.39,2391,14.11,762,4.5,90,0.53,0,0.0,6274,26.25,217,1.24,468,2.65
13307,CE,OCARA,0,2309458,14025,71.88,4226,21.66,943,4.83,201,1.03,1,0.01,3166,13.67,195,0.98,288,1.44
14915,CE,ORÓS,0,2309508,10357,77.23,2379,17.74,542,4.04,78,0.58,2,0.01,5067,26.76,128,0.93,329,2.37
14931,CE,PACAJUS,0,2309607,25491,60.09,13144,30.99,2878,6.78,603,1.42,1,0.0,6924,13.51,750,1.7,1168,2.63
14958,CE,PACATUBA,0,2309706,26037,60.38,13697,31.77,2542,5.9,550,1.28,2,0.0,6831,13.24,546,1.22,1107,2.47
14974,CE,PACOTI,0,2309805,6134,75.11,1429,17.5,492,6.02,76,0.93,0,0.0,1842,17.79,108,1.27,235,2.76
14990,CE,PACUJÁ,0,2309904,3788,80.58,441,9.38,396,8.42,50,1.06,0,0.0,1480,23.23,68,1.39,122,2.49
15016,CE,PALHANO,0,2310001,4704,63.8,1924,26.1,669,9.07,41,0.56,0,0.0,1332,14.96,77,1.02,122,1.61
15032,CE,PALMÁCIA,0,2310100,5469,73.73,1508,20.33,295,3.98,87,1.17,0,0.0,1550,16.79,81,1.06,183,2.38
15059,CE,PARACURU,0,2310209,16787,66.93,6575,26.22,1219,4.86,288,1.15,2,0.01,5072,16.27,368,1.41,651,2.49
15997,CE,PARAIPABA,0,2310258,12787,60.53,6860,32.47,1081,5.12,254,1.2,0,0.0,3627,14.25,277,1.27,423,1.94
15075,CE,PARAMBU,0,2310308,13672,69.9,4622,23.63,1066,5.45,111,0.57,1,0.01,8142,28.5,271,1.33,597,2.92
15091,CE,PARAMOTI,0,2310407,6159,76.71,1404,17.49,334,4.16,96,1.2,0,0.0,1537,15.71,60,0.73,155,1.88
15113,CE,PEDRA BRANCA,0,2310506,21436,85.2,2586,10.28,941,3.74,116,0.46,1,0.0,7618,22.65,235,0.9,619,2.38
15130,CE,PENAFORTE,0,2310605,5128,79.54,891,13.82,342,5.3,62,0.96,0,0.0,1275,15.99,102,1.52,152,2.27
15156,CE,PENTECOSTE,0,2310704,19117,74.03,5392,20.88,969,3.75,188,0.73,0,0.0,4858,15.48,237,0.89,458,1.73
15172,CE,PEREIRO,0,2310803,8851,81.31,1388,12.75,544,5.0,61,0.56,0,0.0,4080,26.63,108,0.97,249,2.21
13285,CE,PINDORETAMA,0,2310852,10761,70.38,3693,24.15,581,3.8,164,1.07,0,0.0,2790,14.98,170,1.07,377,2.38
15199,CE,PIQUET CARNEIRO,0,2310902,7778,82.64,1251,13.29,312,3.31,46,0.49,0,0.0,2199,18.49,93,0.96,192,1.98
13048,CE,PIRES FERREIRA,0,2310951,4928,74.66,1026,15.54,575,8.71,40,0.61,0,0.0,1622,19.39,46,0.68,95,1.41
15210,CE,PORANGA,0,2311009,6094,83.57,853,11.7,262,3.59,52,0.71,1,0.01,2945,28.03,51,0.67,217,2.87
15237,CE,PORTEIRAS,0,2311108,8897,83.82,1149,10.82,472,4.45,61,0.57,0,0.0,2926,21.12,84,0.77,230,2.1
15253,CE,POTENGI,0,2311207,5108,87.18,443,7.56,254,4.34,29,0.49,0,0.0,1711,22.07,57,0.94,127,2.1
13269,CE,POTIRETAMA,0,2311231,4029,84.2,619,12.94,114,2.38,18,0.38,0,0.0,866,15.06,27,0.56,72,1.47
13102,CE,QUITERIANÓPOLIS,0,2311264,10199,80.19,1740,13.68,660,5.19,61,0.48,0,0.0,4167,23.98,150,1.14,338,2.56
15270,CE,QUIXADÁ,0,2311306,29780,62.99,14601,30.88,2221,4.7,349,0.74,1,0.0,9602,16.39,734,1.5,961,1.96
98531,CE,QUIXELÔ,0,2311355,9805,82.31,1463,12.28,526,4.42,74,0.62,0,0.0,1884,13.3,168,1.37,204,1.66
15296,CE,QUIXERAMOBIM,0,2311405,35247,76.05,7634,16.47,3117,6.73,218,0.47,4,0.01,12459,20.76,398,0.84,799,1.68
15318,CE,QUIXERÉ,0,2311504,10463,73.32,2874,20.14,760,5.33,101,0.71,1,0.01,2777,15.75,169,1.14,411,2.77
15334,CE,REDENÇÃO,0,2311603,12827,69.6,4299,23.33,937,5.08,249,1.35,0,0.0,3811,16.49,343,1.77,532,2.76
15350,CE,RERIUTABA,0,2311702,9278,76.43,1697,13.98,1023,8.43,85,0.7,0,0.0,4216,25.15,129,1.02,278,2.22
15377,CE,RUSSAS,0,2311801,31463,68.15,11174,24.2,2889,6.26,399,0.86,3,0.01,8578,15.22,546,1.15,1053,2.2
15393,CE,SABOEIRO,0,2311900,7398,81.07,1329,14.56,298,3.27,55,0.6,0,0.0,3554,27.21,107,1.13,274,2.88
15440,CE,SALITRE,0,2311959,8462,78.94,1388,12.95,802,7.48,40,0.37,0,0.0,3169,22.34,93,0.84,207,1.88
15458,CE,SANTA QUITÉRIA,0,2312205,20291,76.72,3634,13.74,2172,8.21,260,0.98,1,0.0,5873,17.76,316,1.16,436,1.6
15415,CE,SANTANA DO ACARAÚ,0,2312007,15479,76.22,3410,16.79,1182,5.82,158,0.78,1,0.0,4830,18.69,300,1.43,400,1.9
15431,CE,SANTANA DO CARIRI,0,2312106,9209,87.06,893,8.44,382,3.61,67,0.63,0,0.0,2288,17.41,79,0.73,197,1.81
15555,CE,SENADOR POMPEU,0,2312700,11280,69.66,3533,21.82,1193,7.37,121,0.75,0,0.0,4590,21.48,173,1.03,407,2.43
15571,CE,SENADOR SÁ,0,2312809,3852,72.22,1036,19.42,386,7.24,35,0.66,0,0.0,1183,17.68,42,0.77,133,2.41
15598,CE,SOBRAL,0,2312908,66697,55.46,29665,24.67,22201,18.46,829,0.69,4,0.0,22806,15.34,2753,2.19,2874,2.28
15610,CE,SOLONÓPOLE,0,2313005,9230,81.65,1484,13.13,461,4.08,87,0.77,0,0.0,3267,22.01,84,0.72,187,1.62
15474,CE,SÃO BENEDITO,0,2312304,19345,71.1,5618,20.65,1782,6.55,303,1.11,0,0.0,7548,20.83,554,1.93,923,3.22
15490,CE,SÃO GONÇALO DO AMARANTE,0,2312403,23181,61.93,11387,30.42,2052,5.48,426,1.14,1,0.0,6920,15.12,509,1.31,897,2.31
15512,CE,SÃO JOÃO DO JAGUARIBE,0,2312502,3730,78.44,637,13.4,339,7.13,31,0.65,0,0.0,1702,25.8,62,1.27,78,1.59
15539,CE,SÃO LUÍS DO CURU,0,2312601,6449,71.84,2006,22.35,385,4.29,89,0.99,0,0.0,1963,17.38,132,1.41,221,2.37
15636,CE,TABULEIRO DO NORTE,0,2313104,15075,77.37,3278,16.82,1009,5.18,66,0.34,0,0.0,5727,22.07,283,1.4,449,2.22
15652,CE,TAMBORIL,0,2313203,12596,76.62,2558,15.56,1080,6.57,86,0.52,1,0.01,5390,24.06,175,1.03,393,2.31
13366,CE,TARRAFAS,0,2313252,4652,84.94,527,9.62,236,4.31,32,0.58,0,0.0,2053,26.53,64,1.12,143,2.52
15679,CE,TAUÁ,0,2313302,22509,64.63,8776,25.2,3053,8.77,288,0.83,1,0.0,11197,23.56,442,1.22,1047,2.88
13323,CE,TEJUÇUOCA,0,2313351,9288,76.29,2066,16.97,671,5.51,96,0.79,0,0.0,2301,15.51,118,0.94,244,1.95
15695,CE,TIANGUÁ,0,2313401,27322,61.31,13548,30.4,2995,6.72,384,0.86,1,0.0,8292,15.01,923,1.97,1451,3.09
15717,CE,TRAIRI,0,2313500,25816,70.49,8105,22.13,2199,6.0,328,0.9,4,0.01,7263,16.08,443,1.17,827,2.18
13080,CE,TURURU,0,2313559,8595,73.3,2466,21.03,481,4.1,127,1.08,0,0.0,2137,14.96,177,1.46,243,2.0
15733,CE,UBAJARA,0,2313609,12615,63.68,5030,25.39,1826,9.22,200,1.01,0,0.0,4292,17.11,428,2.05,563,2.71
15750,CE,UMARI,0,2313708,3521,73.42,872,18.18,348,7.26,30,0.63,0,0.0,1496,23.21,49,0.99,104,2.1
98558,CE,UMIRIM,0,2313757,9009,74.67,2348,19.46,577,4.78,74,0.61,0,0.0,2770,18.19,142,1.14,254,2.04
15776,CE,URUBURETAMA,0,2313807,10153,71.21,3243,22.75,683,4.79,104,0.73,0,0.0,2670,15.28,187,1.27,354,2.39
15792,CE,URUOCA,0,2313906,6707,76.92,1563,17.93,360,4.13,40,0.46,0,0.0,1805,16.72,83,0.92,188,2.09
98574,CE,VARJOTA,0,2313955,7366,59.55,2591,20.95,2233,18.05,128,1.03,0,0.0,3902,23.29,161,1.25,324,2.52
15830,CE,VIÇOSA DO CEARÁ,0,2314102,26115,74.03,6512,18.46,2064,5.85,408,1.16,3,0.01,8838,19.39,531,1.44,932,2.54
15814,CE,VÁRZEA ALEGRE,0,2314003,19451,79.99,3524,14.49,1039,4.27,167,0.69,1,0.0,6104,19.48,349,1.38,559,2.22
97012,DF,BRASÍLIA,1,5300108,649534,36.85,910397,51.65,74308,4.22,105377,5.98,454,0.03,387096,17.54,25162,1.38,32163,1.77
56014,ES,AFONSO CLÁUDIO,0,3200102,6524,36.76,9828,55.37,361,2.03,833,4.69,1,0.01,6723,26.51,369,1.98,524,2.81
56030,ES,ALEGRE,0,3200201,8037,45.47,8476,47.95,400,2.26,616,3.49,1,0.01,5402,22.69,316,1.72,414,2.25
56057,ES,ALFREDO CHAVES,0,3200300,2774,30.04,5819,63.01,184,1.99,387,4.19,0,0.0,2777,22.26,209,2.15,257,2.65
56065,ES,ALTO RIO NOVO,0,3200359,2371,53.75,1754,39.76,67,1.52,192,4.35,0,0.0,1802,28.31,55,1.2,98,2.15
56073,ES,ANCHIETA,0,3200409,7314,40.45,9614,53.17,333,1.84,682,3.77,2,0.01,3748,16.6,317,1.69,434,2.3
56090,ES,APIACÁ,0,3200508,2208,47.85,2145,46.49,82,1.78,155,3.36,0,0.0,1379,22.35,51,1.06,125,2.61
56111,ES,ARACRUZ,0,3200607,22094,41.35,28032,52.46,1188,2.22,1661,3.11,10,0.02,16414,22.72,918,1.65,1463,2.62
56138,ES,ATÍLIO VIVÁCQUA,0,3200706,3182,45.39,3488,49.76,108,1.54,186,2.65,0,0.0,1668,18.81,77,1.07,113,1.57
56154,ES,BAIXO GUANDU,0,3200805,7611,42.75,9209,51.72,407,2.29,468,2.63,2,0.01,5301,22.16,314,1.68,504,2.71
56170,ES,BARRA DE SÃO FRANCISCO,0,3200904,10525,44.62,11919,50.53,406,1.72,596,2.53,1,0.0,9352,27.7,277,1.14,542,2.22
56197,ES,BOA ESPERANÇA,0,3201001,4270,51.98,3497,42.57,158,1.92,238,2.9,1,0.01,2223,20.69,114,1.34,193,2.26
56219,ES,BOM JESUS DO NORTE,0,3201100,2681,46.1,2758,47.43,124,2.13,217,3.73,0,0.0,1306,17.62,73,1.2,218,3.57
56146,ES,BREJETUBA,0,3201159,3013,42.0,3689,51.42,164,2.29,253,3.53,0,0.0,2688,26.34,136,1.81,207,2.75
56235,ES,CACHOEIRO DE ITAPEMIRIM,0,3201209,31960,29.54,69008,63.78,2253,2.08,3983,3.68,7,0.01,29409,20.73,2082,1.86,2186,1.94
56251,ES,CARIACICA,0,3201308,88152,42.23,104677,50.14,5455,2.61,8153,3.91,39,0.02,54907,20.12,4101,1.88,5128,2.35
56278,ES,CASTELO,0,3201407,5580,25.05,15126,67.9,489,2.2,864,3.88,4,0.02,6079,20.72,409,1.75,576,2.48
56294,ES,COLATINA,0,3201506,24057,34.84,39373,57.02,1766,2.56,3131,4.53,12,0.02,20387,22.03,1299,1.8,1796,2.49
56316,ES,CONCEIÇÃO DA BARRA,0,3201605,9740,61.6,5250,33.2,247,1.56,478,3.02,0,0.0,6974,29.47,286,1.71,590,3.54
56332,ES,CONCEIÇÃO DO CASTELO,0,3201704,2000,27.89,4605,64.23,131,1.83,343,4.78,0,0.0,2665,25.86,199,2.6,271,3.55
56359,ES,DIVINO DE SÃO LOURENÇO,0,3201803,1299,39.19,1798,54.24,65,1.96,122,3.68,0,0.0,849,19.73,51,1.47,88,2.55
56375,ES,DOMINGOS MARTINS,0,3201902,6346,28.37,14247,63.7,468,2.09,1065,4.76,2,0.01,5051,17.68,572,2.43,573,2.44
56391,ES,DORES DO RIO PRETO,0,3202009,1989,43.31,2326,50.64,105,2.29,145,3.16,0,0.0,1309,21.31,81,1.68,160,3.31
56413,ES,ECOPORANGA,0,3202108,7685,55.6,5426,39.26,220,1.59,423,3.06,0,0.0,4971,25.81,164,1.14,301,2.11
56430,ES,FUNDÃO,0,3202207,5072,47.46,4955,46.36,241,2.26,344,3.22,0,0.0,2957,20.86,200,1.78,334,2.98
56308,ES,GOVERNADOR LINDENBERG,0,3202256,3254,49.93,2837,43.53,132,2.03,251,3.85,0,0.0,2002,22.72,106,1.55,185,2.72
56472,ES,GUARAPARI,0,3202405,23500,32.83,42727,59.69,1674,2.34,2967,4.15,7,0.01,21731,22.52,1307,1.75,1870,2.5
56456,ES,GUAÇUÍ,0,3202306,6172,39.28,8443,53.74,413,2.63,550,3.5,0,0.0,5320,24.46,287,1.74,435,2.65
57096,ES,IBATIBA,0,3202454,4343,30.52,9091,63.89,260,1.83,443,3.11,0,0.0,3533,19.19,242,1.63,403,2.71
56499,ES,IBIRAÇU,0,3202504,2900,40.14,3863,53.47,153,2.12,253,3.5,1,0.01,2066,21.32,129,1.69,272,3.57
56502,ES,IBITIRAMA,0,3202553,1757,31.84,3396,61.53,170,3.08,161,2.92,1,0.02,1227,17.62,77,1.35,142,2.47
56510,ES,ICONHA,0,3202603,3132,35.76,4996,57.04,204,2.33,345,3.94,0,0.0,2150,18.98,172,1.88,247,2.69
56049,ES,IRUPI,0,3202652,2329,28.87,5298,65.68,120,1.49,258,3.2,1,0.01,2691,24.26,141,1.68,194,2.31
56537,ES,ITAGUAÇU,0,3202702,3701,43.18,4287,50.02,135,1.58,394,4.6,0,0.0,2722,23.32,156,1.74,223,2.49
56553,ES,ITAPEMIRIM,0,3202801,8488,31.1,17409,63.78,490,1.8,752,2.76,1,0.0,7255,20.51,350,1.25,473,1.68
56570,ES,ITARANA,0,3202900,2498,35.24,4024,56.77,187,2.64,315,4.44,0,0.0,1958,20.74,150,2.01,245,3.27
56596,ES,IÚNA,0,3203007,4631,30.06,9849,63.92,347,2.25,473,3.07,2,0.01,4717,22.72,270,1.68,365,2.28
57134,ES,JAGUARÉ,0,3203056,9973,59.03,6203,36.72,274,1.62,362,2.14,0,0.0,4922,21.94,300,1.71,322,1.84
56618,ES,JERÔNIMO MONTEIRO,0,3203106,3273,44.21,3564,48.14,209,2.82,279,3.77,0,0.0,2204,22.14,115,1.49,232,2.99
56626,ES,JOÃO NEIVA,0,3203130,3731,38.57,5322,55.01,198,2.05,336,3.47,0,0.0,2608,20.35,199,1.95,332,3.25
57916,ES,LARANJA DA TERRA,0,3203163,2756,37.76,4090,56.04,149,2.04,253,3.47,0,0.0,1550,16.82,154,2.01,214,2.79
56634,ES,LINHARES,0,3203205,32158,37.32,47927,55.62,1930,2.24,3304,3.83,6,0.01,27465,23.16,2047,2.25,2906,3.19
56650,ES,MANTENÓPOLIS,0,3203304,3128,43.3,3793,52.51,87,1.2,185,2.56,1,0.01,3401,31.08,110,1.46,207,2.74
56120,ES,MARATAÍZES,0,3203320,7355,31.12,15079,63.8,466,1.97,604,2.56,2,0.01,6914,22.1,343,1.41,398,1.63
56103,ES,MARECHAL FLORIANO,0,3203346,3598,34.52,5987,57.44,267,2.56,462,4.43,2,0.02,2438,18.17,259,2.36,296,2.7
57070,ES,MARILÂNDIA,0,3203353,2986,36.26,4759,57.8,164,1.99,258,3.13,1,0.01,1723,16.53,193,2.21,271,3.12
56677,ES,MIMOSO DO SUL,0,3203403,7698,50.32,6570,42.95,288,1.88,626,4.09,1,0.01,3461,17.72,304,1.89,468,2.91
56693,ES,MONTANHA,0,3203502,5844,54.83,4283,40.18,178,1.67,302,2.83,0,0.0,3805,25.52,161,1.44,286,2.58
56715,ES,MUCURICI,0,3203601,2324,61.24,1288,33.94,64,1.69,107,2.82,0,0.0,1144,22.57,35,0.89,94,2.4
56731,ES,MUNIZ FREIRE,0,3203700,4531,43.12,5236,49.82,206,1.96,457,4.35,0,0.0,3282,22.86,230,2.08,336,3.03
56758,ES,MUQUI,0,3203809,3840,44.34,4167,48.11,167,1.93,404,4.66,0,0.0,1951,17.69,166,1.83,248,2.73
56774,ES,NOVA VENÉCIA,0,3203908,13420,46.63,13657,47.45,638,2.22,878,3.05,4,0.01,9823,24.78,449,1.51,582,1.95
56790,ES,PANCAS,0,3204005,5036,45.92,5331,48.61,196,1.79,317,2.89,0,0.0,4798,29.74,142,1.25,229,2.02
57150,ES,PEDRO CANÁRIO,0,3204054,7320,57.86,4671,36.92,257,2.03,328,2.59,1,0.01,5330,28.75,151,1.14,404,3.06
56812,ES,PINHEIROS,0,3204104,8069,60.32,4641,34.69,272,2.03,325,2.43,2,0.01,4148,23.06,161,1.17,301,2.17
56839,ES,PIÚMA,0,3204203,4911,38.76,7077,55.86,249,1.97,344,2.72,1,0.01,3761,22.11,191,1.44,387,2.92
56200,ES,PONTO BELO,0,3204252,2901,62.47,1516,32.64,73,1.57,126,2.71,0,0.0,1592,24.87,63,1.31,103,2.14
56855,ES,PRESIDENTE KENNEDY,0,3204302,3492,36.57,5648,59.15,120,1.26,240,2.51,0,0.0,2421,19.77,102,1.04,177,1.8
57118,ES,RIO BANANAL,0,3204351,5065,45.07,5487,48.83,222,1.98,391,3.48,0,0.0,3533,23.05,255,2.16,303,2.57
56871,ES,RIO NOVO DO SUL,0,3204401,1958,27.85,4684,66.63,108,1.54,226,3.21,0,0.0,1324,15.27,153,2.09,161,2.19
56898,ES,SANTA LEOPOLDINA,0,3204500,3394,44.23,3605,46.98,162,2.11,439,5.72,1,0.01,1981,19.72,184,2.28,207,2.57
57932,ES,SANTA MARIA DE JETIBÁ,0,3204559,7111,29.68,15370,64.16,482,2.01,750,3.13,2,0.01,5273,17.45,479,1.92,509,2.04
56910,ES,SANTA TERESA,0,3204609,4943,33.54,8715,59.13,337,2.29,604,4.1,5,0.03,4595,22.79,341,2.19,484,3.11
56995,ES,SERRA,0,3205002,119399,44.85,125603,47.18,8419,3.16,9860,3.7,63,0.02,71393,20.4,5088,1.83,7196,2.58
56189,ES,SOORETAMA,0,3205010,7203,50.16,6417,44.69,241,1.68,393,2.74,1,0.01,5095,25.32,269,1.79,396,2.64
56006,ES,SÃO DOMINGOS DO NORTE,0,3204658,2996,49.83,2727,45.35,91,1.51,170,2.83,0,0.0,1352,17.82,88,1.42,133,2.13
56936,ES,SÃO GABRIEL DA PALHA,0,3204708,8018,42.56,9876,52.42,228,1.21,569,3.02,1,0.01,5941,23.27,293,1.49,454,2.32
56952,ES,SÃO JOSÉ DO CALÇADO,0,3204807,3386,51.59,2743,41.79,168,2.56,228,3.47,0,0.0,1660,19.23,114,1.63,297,4.26
56979,ES,SÃO MATEUS,0,3204906,32554,50.64,27473,42.74,1631,2.54,2125,3.31,7,0.01,21414,24.27,1007,1.5,1520,2.28
56162,ES,SÃO ROQUE DO CANAÃ,0,3204955,2972,40.1,3952,53.32,163,2.2,263,3.55,0,0.0,1734,18.2,159,2.04,222,2.85
57959,ES,VARGEM ALTA,0,3205036,3339,27.7,7984,66.23,240,1.99,387,3.21,1,0.01,3164,20.14,238,1.9,251,2.0
57975,ES,VENDA NOVA DO IMIGRANTE,0,3205069,3388,24.25,9539,68.27,313,2.24,592,4.24,0,0.0,4394,23.09,301,2.06,365,2.49
57010,ES,VIANA,0,3205101,17599,43.58,19780,48.99,962,2.38,1603,3.97,1,0.0,9397,18.27,742,1.77,922,2.19
56081,ES,VILA PAVÃO,0,3205150,3055,51.4,2524,42.46,139,2.34,186,3.13,0,0.0,1199,16.36,65,1.06,119,1.94
56227,ES,VILA VALÉRIO,0,3205176,5276,54.39,4019,41.43,94,0.97,268,2.76,0,0.0,2327,18.76,150,1.49,223,2.21
57037,ES,VILA VELHA,0,3205200,97141,36.22,147059,54.83,8596,3.2,11908,4.44,48,0.02,58662,17.39,4439,1.6,6029,2.16
57053,ES,VITÓRIA,1,3205309,89301,41.92,102641,48.18,7222,3.39,10800,5.07,31,0.01,45028,16.97,3092,1.4,4188,1.9
56022,ES,ÁGUA DOCE DO NORTE,0,3200169,3918,51.46,3318,43.58,149,1.96,184,2.42,0,0.0,2722,25.6,95,1.2,201,2.54
57991,ES,ÁGUIA BRANCA,0,3200136,3799,57.72,2466,37.47,95,1.44,185,2.81,0,0.0,1848,21.53,57,0.84,96,1.43
93360,GO,ABADIA DE GOIÁS,0,5200050,3649,40.49,4710,52.27,198,2.2,355,3.94,1,0.01,2960,24.23,97,1.05,150,1.62
92010,GO,ABADIÂNIA,0,5200100,2594,30.95,5192,61.96,122,1.46,390,4.65,0,0.0,2141,19.8,118,1.36,174,2.01
96458,GO,ACREÚNA,0,5200134,5047,44.05,5733,50.04,181,1.58,373,3.26,0,0.0,3351,22.09,136,1.15,229,1.94
96911,GO,ADELÂNDIA,0,5200159,613,28.17,1432,65.81,25,1.15,85,3.91,0,0.0,564,20.19,17,0.76,37,1.66
92053,GO,ALEXÂNIA,0,5200308,4861,31.13,9486,60.75,358,2.29,703,4.5,1,0.01,4056,20.09,209,1.3,305,1.89
92096,GO,ALOÂNDIA,0,5200506,705,43.38,789,48.55,21,1.29,82,5.05,0,0.0,380,18.38,28,1.66,34,2.02
92940,GO,ALTO HORIZONTE,0,5200555,1840,41.14,2426,54.25,53,1.19,121,2.71,0,0.0,1607,26.03,31,0.68,63,1.38
92118,GO,ALTO PARAÍSO DE GOIÁS,0,5200605,3064,59.38,1758,34.07,146,2.83,135,2.62,1,0.02,1647,23.73,49,0.93,86,1.62
92150,GO,ALVORADA DO NORTE,0,5200803,2448,49.86,2126,43.3,98,2.0,172,3.5,0,0.0,1577,23.6,50,0.98,145,2.84
93386,GO,AMARALINA,0,5200829,1251,53.32,929,39.6,52,2.22,83,3.54,0,0.0,677,21.97,17,0.7,41,1.71
96610,GO,AMERICANO DO BRASIL,0,5200852,1937,47.74,1771,43.65,72,1.77,216,5.32,0,0.0,1021,19.66,36,0.87,79,1.89
92177,GO,AMORINÓPOLIS,0,5200902,1240,44.21,1371,48.88,68,2.42,105,3.74,0,0.0,698,19.44,36,1.25,51,1.76
92231,GO,ANHANGÜERA,0,5201207,428,48.69,375,42.66,31,3.53,40,4.55,0,0.0,327,26.61,3,0.33,20,2.22
92258,GO,ANICUNS,0,5201306,4460,37.92,6510,55.35,184,1.56,462,3.93,0,0.0,2811,18.74,154,1.27,272,2.23
92215,GO,ANÁPOLIS,0,5201108,59548,27.88,134635,63.03,5473,2.56,11140,5.22,30,0.01,65190,22.69,3324,1.5,5228,2.35
92274,GO,APARECIDA DE GOIÂNIA,0,5201405,100800,39.85,128323,50.73,7604,3.01,13071,5.17,28,0.01,71940,21.46,3608,1.37,6757,2.57
93009,GO,APARECIDA DO RIO DOCE,0,5201454,1049,49.27,956,44.9,30,1.41,64,3.01,0,0.0,687,23.63,23,1.04,68,3.06
92290,GO,APORÉ,0,5201504,958,43.02,1131,50.79,27,1.21,91,4.09,0,0.0,866,27.22,26,1.12,63,2.72
92339,GO,ARAGARÇAS,0,5201702,4336,43.2,5117,50.98,173,1.72,325,3.24,0,0.0,3179,23.53,103,1.0,192,1.86
92355,GO,ARAGOIÂNIA,0,5201801,2909,43.53,3290,49.24,113,1.69,296,4.43,0,0.0,1848,21.13,72,1.05,143,2.07
96695,GO,ARAGUAPAZ,0,5202155,2132,47.64,2056,45.94,92,2.06,161,3.6,0,0.0,1433,23.74,48,1.04,79,1.72
92312,GO,ARAÇU,0,5201603,1556,48.44,1413,43.99,59,1.84,146,4.55,0,0.0,671,16.76,36,1.08,85,2.55
96717,GO,ARENÓPOLIS,0,5202353,1265,48.73,1165,44.88,47,1.81,89,3.43,0,0.0,653,19.82,13,0.49,32,1.21
92495,GO,ARUANÃ,0,5202502,2241,47.86,2205,47.1,41,0.88,153,3.27,0,0.0,2268,32.05,51,1.06,75,1.56
92517,GO,AURILÂNDIA,0,5202601,1287,54.03,957,40.18,30,1.26,73,3.06,0,0.0,755,23.59,24,0.98,40,1.64
92550,GO,AVELINÓPOLIS,0,5202809,1026,38.01,1481,54.87,48,1.78,116,4.3,0,0.0,588,17.65,14,0.51,30,1.09
92614,GO,BALIZA,0,5203104,1252,59.39,751,35.63,31,1.47,53,2.51,0,0.0,696,24.3,15,0.69,45,2.08
92630,GO,BARRO ALTO,0,5203203,3129,44.19,3478,49.12,132,1.86,261,3.69,0,0.0,2300,23.92,66,0.91,167,2.28
92657,GO,BELA VISTA DE GOIÁS,0,5203302,6616,39.26,8601,51.04,413,2.45,978,5.8,0,0.0,5770,24.8,226,1.3,417,2.38
92673,GO,BOM JARDIM DE GOIÁS,0,5203401,2801,53.24,2194,41.7,69,1.31,149,2.83,0,0.0,1570,22.58,31,0.58,91,1.69
92690,GO,BOM JESUS DE GOIÁS,0,5203500,5843,46.36,5983,47.47,222,1.76,409,3.25,0,0.0,4501,25.62,224,1.71,239,1.83
92029,GO,BONFINÓPOLIS,0,5203559,2508,47.34,2359,44.53,97,1.83,251,4.74,1,0.02,1196,17.79,65,1.18,162,2.93
93408,GO,BONÓPOLIS,0,5203575,1357,54.81,989,39.94,34,1.37,68,2.75,0,0.0,785,23.84,7,0.28,25,1.0
92711,GO,BRAZABRANTES,0,5203609,1121,42.9,1300,49.75,60,2.3,106,4.06,0,0.0,819,23.17,46,1.7,56,2.06
92754,GO,BRITÂNIA,0,5203807,1432,39.83,1908,53.07,38,1.06,173,4.81,0,0.0,1055,22.2,40,1.08,62,1.68
92770,GO,BURITI ALEGRE,0,5203906,2684,45.2,2872,48.37,89,1.5,232,3.91,0,0.0,2216,26.42,90,1.46,145,2.35
93106,GO,BURITI DE GOIÁS,0,5203939,837,32.5,1575,61.17,53,2.06,77,2.99,0,0.0,677,20.43,22,0.83,39,1.48
93262,GO,BURITINÓPOLIS,0,5203962,1217,51.18,921,38.73,63,2.65,130,5.47,0,0.0,958,27.94,22,0.89,71,2.87
92797,GO,CABECEIRAS,0,5204003,2665,51.14,2191,42.05,94,1.8,191,3.67,0,0.0,1458,21.4,53,0.99,91,1.7
92819,GO,CACHOEIRA ALTA,0,5204102,2718,46.65,2752,47.24,105,1.8,194,3.33,0,0.0,2173,26.37,80,1.32,161,2.65
92835,GO,CACHOEIRA DE GOIÁS,0,5204201,634,45.51,643,46.16,38,2.73,56,4.02,0,0.0,455,24.19,13,0.91,20,1.4
96733,GO,CACHOEIRA DOURADA,0,5204250,2885,54.67,2149,40.72,65,1.23,126,2.39,0,0.0,1683,23.66,48,0.89,105,1.93
92878,GO,CAIAPÔNIA,0,5204409,3986,41.68,5004,52.32,157,1.64,329,3.44,0,0.0,3349,25.39,82,0.83,193,1.96
92894,GO,CALDAS NOVAS,0,5204508,16159,34.27,27595,58.52,1062,2.25,1879,3.98,4,0.01,16206,24.76,693,1.41,1411,2.86
93122,GO,CALDAZINHA,0,5204557,1056,42.44,1154,46.38,68,2.73,170,6.83,0,0.0,737,22.35,27,1.05,45,1.76
92916,GO,CAMPESTRE DE GOIÁS,0,5204607,1310,46.49,1322,46.91,77,2.73,86,3.05,0,0.0,858,23.02,27,0.94,25,0.87
