codigo_tse,uf,MUNICÍPIO,capital,codigo_ibge,LULA VOTOS,LULA VOTOS PERCENTUAL,BOLSONARO VOTOS,BOLSONARO PERCENTUAL,CIRO VOTOS,CIRO VOTOS PERCENTUAL,TEBET VOTOS,TEBET VOTOS PERCENTUAL,OUTROS VOTOS,OUTROS VOTOS PERCENTUAL,ABSTENÇÕES,ABSTENÇÕES PERCENTUAL,VOTOS BRANCOS,VOTOS BRANCOS PERCENTUAL,VOTOS NULOS,VOTOS NULOS PERCENTUAL
1120,AC,ACRELÂNDIA,0,1200013,1516,21.3,5238,73.59,117,1.64,192,2.7,0,0.0,2228,23.4,45,0.62,130,1.78
1570,AC,ASSIS BRASIL,0,1200054,2003,41.12,2694,55.31,44,0.9,109,2.24,0,0.0,1371,21.46,22,0.44,126,2.51
1058,AC,BRASILÉIA,0,1200104,4171,29.5,9143,64.67,249,1.76,496,3.51,1,0.01,3658,20.1,116,0.79,283,1.95
1007,AC,BUJARI,0,1200138,2130,29.33,4505,62.03,197,2.71,356,4.9,0,0.0,2415,24.28,70,0.93,199,2.64
1015,AC,CAPIXABA,0,1200179,1630,27.12,3944,65.61,120,2.0,264,4.39,0,0.0,1670,21.31,36,0.58,119,1.93
1074,AC,CRUZEIRO DO SUL,0,1200203,10770,23.83,30977,68.53,1267,2.8,1883,4.17,2,0.0,12529,21.17,487,1.04,975,2.09
1112,AC,EPITACIOLÂNDIA,0,1200252,2592,26.82,6494,67.18,142,1.47,377,3.9,0,0.0,2576,20.59,73,0.74,198,1.99
1139,AC,FEIJÓ,0,1200302,7930,52.1,6191,40.68,373,2.45,635,4.17,0,0.0,6896,30.31,116,0.73,518,3.27
1104,AC,JORDÃO,0,1200328,2213,55.08,1515,37.71,120,2.99,157,3.91,0,0.0,1446,25.85,6,0.14,124,2.99
1554,AC,MANOEL URBANO,0,1200344,2095,37.86,3141,56.76,114,2.06,126,2.28,0,0.0,2014,25.91,37,0.64,189,3.28
1040,AC,MARECHAL THAUMATURGO,0,1200351,3238,40.18,4146,51.45,225,2.79,433,5.37,0,0.0,3081,27.12,31,0.38,190,2.29
1090,AC,MÂNCIO LIMA,0,1200336,3236,31.59,6469,63.15,155,1.51,331,3.23,1,0.01,3205,23.27,82,0.78,240,2.27
1511,AC,PLÁCIDO DE CASTRO,0,1200385,2442,26.01,6209,66.12,189,2.01,489,5.21,0,0.0,2588,21.09,80,0.83,212,2.19
1023,AC,PORTO ACRE,0,1200807,2490,24.27,7062,68.84,168,1.64,463,4.51,0,0.0,2600,19.73,91,0.86,229,2.16
1066,AC,PORTO WALTER,0,1200393,2660,48.34,2143,38.94,214,3.89,451,8.2,0,0.0,1579,21.83,36,0.64,116,2.05
1392,AC,RIO BRANCO,1,1200401,53560,26.3,130393,64.03,6878,3.38,10522,5.17,31,0.02,55951,20.97,2676,1.27,4556,2.16
1082,AC,RODRIGUES ALVES,0,1200427,1839,20.74,6551,73.89,165,1.86,263,2.97,0,0.0,2695,22.86,59,0.65,169,1.86
1031,AC,SANTA ROSA DO PURUS,0,1200435,1357,53.89,1028,40.83,44,1.75,58,2.3,0,0.0,1158,30.73,15,0.57,77,2.95
1457,AC,SENA MADUREIRA,0,1200500,5811,26.67,14317,65.72,473,2.17,973,4.47,1,0.0,7852,25.91,185,0.83,486,2.16
1538,AC,SENADOR GUIOMARD,0,1200450,3523,25.61,9134,66.4,349,2.54,654,4.75,0,0.0,3597,20.19,137,0.96,328,2.31
1473,AC,TARAUACÁ,0,1200609,8042,43.45,9146,49.42,543,2.93,671,3.63,0,0.0,8312,30.1,196,1.02,603,3.12
1490,AC,XAPURI,0,1200708,3774,40.32,5142,54.94,168,1.79,219,2.34,0,0.0,2414,19.96,68,0.71,255,2.63
27030,AL,ANADIA,0,2700201,6234,72.55,1797,20.91,211,2.46,274,3.19,0,0.0,3636,28.72,142,1.58,290,3.21
27057,AL,ARAPIRACA,0,2700300,59431,50.83,48456,41.44,3897,3.33,3938,3.37,12,0.01,28825,19.09,2015,1.65,3211,2.63
27073,AL,ATALAIA,0,2700409,13894,61.47,7105,31.43,422,1.87,964,4.26,1,0.0,7692,24.54,373,1.58,674,2.85
27090,AL,BARRA DE SANTO ANTÔNIO,0,2700508,5358,57.72,3400,36.63,171,1.84,292,3.15,0,0.0,2810,22.43,149,1.54,285,2.93
27111,AL,BARRA DE SÃO MIGUEL,0,2700607,2739,46.38,2769,46.89,146,2.47,198,3.35,0,0.0,1195,16.32,74,1.2,148,2.42
27138,AL,BATALHA,0,2700706,6244,65.06,2727,28.42,197,2.05,345,3.59,0,0.0,3138,24.02,109,1.1,218,2.2
27170,AL,BELO MONTE,0,2700904,3192,71.55,1006,22.55,86,1.93,159,3.56,0,0.0,1386,23.0,43,0.93,136,2.93
27154,AL,BELÉM,0,2700805,2442,70.01,790,22.65,51,1.46,187,5.36,0,0.0,1319,26.49,69,1.89,103,2.81
27197,AL,BOCA DA MATA,0,2701001,7789,57.56,4872,36.0,274,2.02,435,3.21,1,0.01,5407,27.62,244,1.72,392,2.77
27219,AL,BRANQUINHA,0,2701100,4230,69.08,1471,24.02,119,1.94,275,4.49,1,0.02,2730,29.98,89,1.4,164,2.57
27235,AL,CACIMBINHAS,0,2701209,4189,70.34,1310,22.0,125,2.1,306,5.14,0,0.0,2265,26.8,57,0.92,174,2.81
27251,AL,CAJUEIRO,0,2701308,6482,64.78,2840,28.38,208,2.08,385,3.85,0,0.0,4045,27.8,175,1.67,325,3.09
27081,AL,CAMPESTRE,0,2701357,2685,66.39,1074,26.56,108,2.67,149,3.68,0,0.0,1474,26.01,44,1.05,106,2.53
27278,AL,CAMPO ALEGRE,0,2701407,11834,65.5,5279,29.22,349,1.93,368,2.04,1,0.01,6936,26.87,234,1.24,580,3.07
27294,AL,CAMPO GRANDE,0,2701506,5082,77.45,1136,17.31,131,2.0,187,2.85,0,0.0,2069,23.15,108,1.57,199,2.9
27316,AL,CANAPI,0,2701605,7512,80.74,1239,13.32,190,2.04,263,2.83,0,0.0,3961,29.07,73,0.76,290,3.0
27332,AL,CAPELA,0,2701704,5477,57.77,3392,35.78,180,1.9,384,4.05,1,0.01,3011,23.27,130,1.31,318,3.2
27359,AL,CARNEIROS,0,2701803,3945,78.26,726,14.4,102,2.02,239,4.74,0,0.0,1729,24.84,48,0.92,142,2.71
27375,AL,CHÃ PRETA,0,2701902,3193,73.02,909,20.79,63,1.44,178,4.07,0,0.0,1479,24.29,57,1.23,181,3.93
27391,AL,COITÉ DO NÓIA,0,2702009,5049,76.35,1109,16.77,173,2.62,207,3.13,0,0.0,2000,22.48,64,0.92,219,3.18
27413,AL,COLÔNIA LEOPOLDINA,0,2702108,5517,53.62,4190,40.72,203,1.97,305,2.96,2,0.02,4032,27.16,160,1.48,364,3.37
27430,AL,COQUEIRO SECO,0,2702207,2367,59.79,1300,32.84,71,1.79,177,4.47,0,0.0,808,16.12,101,2.4,145,3.45
27456,AL,CORURIPE,0,2702306,13124,45.75,13580,47.34,738,2.57,957,3.34,2,0.01,9700,24.15,641,2.1,1129,3.71
28894,AL,CRAÍBAS,0,2702355,11172,75.89,2625,17.83,334,2.27,449,3.05,1,0.01,3959,20.5,210,1.36,420,2.74
27472,AL,DELMIRO GOUVEIA,0,2702405,22645,79.17,4486,15.68,573,2.0,783,2.74,3,0.01,9467,24.27,291,0.98,653,2.21
27499,AL,DOIS RIACHOS,0,2702504,4778,73.02,1399,21.38,96,1.47,248,3.79,0,0.0,2555,27.47,53,0.78,151,2.24
27049,AL,ESTRELA DE ALAGOAS,0,2702553,6284,79.77,1077,13.67,157,1.99,270,3.43,1,0.01,3748,31.2,85,1.03,302,3.65
27510,AL,FEIRA GRANDE,0,2702603,9890,73.76,2657,19.82,304,2.27,467,3.48,0,0.0,3928,21.95,182,1.31,379,2.71
27537,AL,FELIZ DESERTO,0,2702702,1629,66.65,709,29.01,25,1.02,68,2.78,0,0.0,948,26.9,41,1.59,91,3.53
27553,AL,FLEXEIRAS,0,2702801,3001,49.2,2685,44.02,142,2.33,173,2.84,0,0.0,2226,25.64,117,1.82,239,3.7
27570,AL,GIRAU DO PONCIANO,0,2702900,15297,78.49,3102,15.92,454,2.33,491,2.52,0,0.0,7097,25.91,268,1.32,534,2.63
27596,AL,IBATEGUARA,0,2703007,4787,60.43,2590,32.69,192,2.42,300,3.79,0,0.0,3032,26.67,162,1.95,253,3.03
27618,AL,IGACI,0,2703106,10652,77.31,2325,16.87,231,1.68,443,3.22,0,0.0,5658,28.15,217,1.5,450,3.12
27634,AL,IGREJA NOVA,0,2703205,9392,73.11,2704,21.05,219,1.7,441,3.43,0,0.0,4036,22.99,276,2.05,394,2.91
27650,AL,INHAPI,0,2703304,7310,80.81,1213,13.41,163,1.8,329,3.64,1,0.01,3814,28.74,115,1.22,296,3.13
27677,AL,JACARÉ DOS HOMENS,0,2703403,2829,77.87,610,16.79,63,1.73,104,2.86,0,0.0,1181,24.06,25,0.67,69,1.85
27693,AL,JACUÍPE,0,2703502,2904,68.54,1107,26.13,110,2.6,96,2.27,0,0.0,1271,22.36,51,1.16,125,2.83
27715,AL,JAPARATINGA,0,2703601,2426,44.47,2754,50.49,81,1.48,142,2.6,0,0.0,1451,20.24,110,1.92,153,2.68
27731,AL,JARAMATAIA,0,2703700,2843,75.63,702,18.68,82,2.18,114,3.03,0,0.0,1064,21.36,30,0.76,128,3.27
27065,AL,JEQUIÁ DA PRAIA,0,2703759,3064,50.04,2669,43.59,144,2.35,211,3.45,0,0.0,1610,20.27,75,1.19,135,2.13
27758,AL,JOAQUIM GOMES,0,2703809,7065,68.43,2685,26.01,161,1.56,330,3.2,0,0.0,3449,24.08,140,1.29,412,3.79
27774,AL,JUNDIÁ,0,2703908,1899,60.13,1037,32.84,72,2.28,122,3.86,0,0.0,1169,26.16,43,1.3,99,3.0
27790,AL,JUNQUEIRO,0,2704005,9073,63.69,4195,29.45,471,3.31,345,2.42,0,0.0,4853,24.49,235,1.58,481,3.21
27812,AL,LAGOA DA CANOA,0,2704104,8047,70.37,2722,23.8,235,2.06,311,2.72,2,0.02,3162,20.95,178,1.5,319,2.67
27839,AL,LIMOEIRO DE ANADIA,0,2704203,10502,74.18,2946,20.81,330,2.33,206,1.46,0,0.0,4231,22.21,208,1.41,451,3.04
27855,AL,MACEIÓ,1,2704302,195714,40.43,240053,49.59,15549,3.21,25840,5.34,57,0.01,120136,19.08,9383,1.84,15992,3.14
27871,AL,MAJOR ISIDORO,0,2704401,7253,66.43,3012,27.58,193,1.77,392,3.59,1,0.01,3880,25.46,133,1.17,308,2.71
27979,AL,MAR VERMELHO,0,2704906,1942,69.21,659,23.49,64,2.28,129,4.6,0,0.0,623,17.62,39,1.34,68,2.33
27898,AL,MARAGOGI,0,2704500,6966,41.63,8865,52.97,336,2.01,410,2.45,2,0.01,4954,22.0,341,1.94,491,2.8
27910,AL,MARAVILHA,0,2704609,4282,75.83,1005,17.8,193,3.42,133,2.36,0,0.0,2174,26.74,79,1.33,230,3.86
27936,AL,MARECHAL DEODORO,0,2704708,13719,43.36,15343,48.49,756,2.39,1437,4.54,1,0.0,7776,19.0,575,1.74,925,2.79
27952,AL,MARIBONDO,0,2704807,4974,63.99,2356,30.31,123,1.58,250,3.22,0,0.0,2200,21.28,97,1.19,267,3.28
27995,AL,MATA GRANDE,0,2705002,9432,79.93,1814,15.37,198,1.68,317,2.69,0,0.0,5310,29.99,111,0.9,484,3.9
28010,AL,MATRIZ DE CAMARAGIBE,0,2705101,5531,42.46,6749,51.81,242,1.86,377,2.89,0,0.0,4870,26.32,229,1.68,378,2.77
28037,AL,MESSIAS,0,2705200,5776,57.73,3675,36.73,172,1.72,289,2.89,0,0.0,3083,22.67,186,1.77,323,3.07
28053,AL,MINADOR DO NEGRÃO,0,2705309,2486,70.17,793,22.38,86,2.43,141,3.98,0,0.0,1193,24.3,35,0.94,139,3.74
28070,AL,MONTEIRÓPOLIS,0,2705408,3008,72.19,783,18.79,109,2.62,234,5.62,0,0.0,1649,27.59,46,1.07,114,2.63
28096,AL,MURICI,0,2705507,8770,60.95,4630,32.18,284,1.97,556,3.86,1,0.01,4865,24.24,377,2.48,438,2.88
28118,AL,NOVO LINO,0,2705606,3437,49.38,3075,44.17,157,2.26,228,3.28,0,0.0,2563,26.0,118,1.62,214,2.93
28134,AL,OLHO D'ÁGUA DAS FLORES,0,2705705,7204,62.17,3652,31.52,240,2.07,416,3.59,0,0.0,3967,24.79,135,1.12,312,2.59
28150,AL,OLHO D'ÁGUA DO CASADO,0,2705804,4522,85.0,523,9.83,68,1.28,190,3.57,0,0.0,1949,26.18,48,0.87,128,2.33
28177,AL,OLHO D'ÁGUA GRANDE,0,2705903,2689,78.08,557,16.17,48,1.39,137,3.98,0,0.0,1224,25.37,46,1.27,110,3.06
28193,AL,OLIVENÇA,0,2706000,5042,71.27,1564,22.11,141,1.99,279,3.94,0,0.0,2287,23.75,53,0.72,213,2.9
28215,AL,OURO BRANCO,0,2706109,5283,75.92,1252,17.99,153,2.2,197,2.83,0,0.0,2066,22.38,58,0.81,148,2.07
28231,AL,PALESTINA,0,2706208,2442,73.93,600,18.17,78,2.36,151,4.57,0,0.0,1303,27.51,40,1.17,90,2.62
28258,AL,PALMEIRA DOS ÍNDIOS,0,2706307,24549,62.34,12279,31.18,1014,2.57,1204,3.06,2,0.01,11185,21.26,701,1.69,1341,3.24
27022,AL,PARICONHA,0,2706422,5663,86.99,495,7.6,129,1.98,207,3.18,0,0.0,2354,25.97,48,0.71,152,2.27
27006,AL,PARIPUEIRA,0,2706448,3984,46.77,3924,46.07,145,1.7,376,4.41,1,0.01,2195,19.84,141,1.59,209,2.36
28290,AL,PASSO DE CAMARAGIBE,0,2706505,5249,58.45,3278,36.5,143,1.59,265,2.95,0,0.0,2492,20.91,177,1.88,270,2.86
28312,AL,PAULO JACINTO,0,2706604,3234,68.63,1147,24.34,90,1.91,178,3.78,0,0.0,1322,21.13,66,1.34,156,3.16
28339,AL,PENEDO,0,2706703,18665,61.47,9757,32.13,725,2.39,1013,3.34,1,0.0,10503,24.97,430,1.36,759,2.41
28355,AL,PIAÇABUÇU,0,2706802,6621,66.25,2830,28.32,193,1.93,289,2.89,0,0.0,3182,23.48,115,1.11,262,2.53
28371,AL,PILAR,0,2706901,10993,53.57,7913,38.56,434,2.12,978,4.77,2,0.01,5690,20.88,411,1.91,632,2.93
28398,AL,PINDOBA,0,2707008,1364,66.7,586,28.66,34,1.66,50,2.44,0,0.0,525,19.63,18,0.83,87,4.05
28410,AL,PIRANHAS,0,2707107,10900,81.26,1800,13.42,230,1.71,382,2.85,0,0.0,4923,26.09,119,0.85,414,2.97
28452,AL,PORTO CALVO,0,2707305,6865,45.31,7327,48.36,353,2.33,487,3.21,0,0.0,5096,24.37,272,1.72,393,2.48
28479,AL,PORTO DE PEDRAS,0,2707404,2832,52.78,2235,41.65,103,1.92,160,2.98,0,0.0,1450,20.57,89,1.59,144,2.57
28495,AL,PORTO REAL DO COLÉGIO,0,2707503,9354,76.46,2237,18.29,188,1.54,389,3.18,0,0.0,3448,21.37,188,1.48,265,2.09
28436,AL,POÇO DAS TRINCHEIRAS,0,2707206,6285,81.8,880,11.45,195,2.54,253,3.29,0,0.0,2512,24.0,76,0.96,195,2.45
28274,AL,PÃO DE AÇÚCAR,0,2706406,9991,73.29,2810,20.61,279,2.05,485,3.56,0,0.0,4637,24.72,156,1.1,334,2.37
28517,AL,QUEBRANGULO,0,2707602,5252,71.72,1672,22.83,159,2.17,177,2.42,0,0.0,2391,23.84,101,1.33,215,2.81
28533,AL,RIO LARGO,0,2707701,24603,50.74,20242,41.75,1131,2.33,2046,4.22,3,0.01,11274,18.12,1140,2.23,1317,2.59
28550,AL,ROTEIRO,0,2707800,2381,58.94,1380,34.16,90,2.23,126,3.12,0,0.0,1316,23.63,63,1.48,151,3.55
28576,AL,SANTA LUZIA DO NORTE,0,2707909,3033,62.39,1544,31.76,73,1.5,170,3.5,0,0.0,1015,16.67,74,1.46,140,2.76
28592,AL,SANTANA DO IPANEMA,0,2708006,17264,71.42,5387,22.29,552,2.28,793,3.28,0,0.0,6942,21.66,289,1.15,644,2.57
28614,AL,SANTANA DO MUNDAÚ,0,2708105,4696,73.47,1295,20.26,160,2.5,167,2.61,0,0.0,2315,25.73,100,1.49,191,2.86
28770,AL,SATUBA,0,2708907,4732,47.19,4519,45.06,245,2.44,416,4.15,1,0.01,2041,16.34,165,1.58,254,2.43
28916,AL,SENADOR RUI PALMEIRA,0,2708956,5175,79.47,867,13.31,122,1.87,304,4.67,0,0.0,2568,27.62,70,1.04,147,2.18
28630,AL,SÃO BRÁS,0,2708204,3630,71.77,1218,24.08,63,1.25,130,2.57,0,0.0,1446,21.66,79,1.51,92,1.76
28657,AL,SÃO JOSÉ DA LAJE,0,2708303,7207,58.77,4277,34.88,256,2.09,389,3.17,1,0.01,4450,25.65,208,1.61,429,3.33
28673,AL,SÃO JOSÉ DA TAPERA,0,2708402,11182,76.1,2324,15.82,367,2.5,709,4.83,0,0.0,6218,28.76,181,1.18,529,3.43
28690,AL,SÃO LUÍS DO QUITUNDE,0,2708501,8611,52.77,6839,41.91,285,1.75,429,2.63,1,0.01,6295,26.83,365,2.13,484,2.82
28711,AL,SÃO MIGUEL DOS CAMPOS,0,2708600,15501,48.86,13946,43.96,792,2.5,1182,3.73,4,0.01,9237,21.75,489,1.47,1019,3.07
28738,AL,SÃO MIGUEL DOS MILAGRES,0,2708709,2718,49.81,2407,44.11,115,2.11,173,3.17,0,0.0,1633,22.17,105,1.83,172,3.0
28754,AL,SÃO SEBASTIÃO,0,2708808,13823,73.77,3872,20.66,440,2.35,443,2.36,1,0.01,6329,24.4,359,1.83,516,2.63
28797,AL,TANQUE D'ARCA,0,2709004,3014,79.32,585,15.39,58,1.53,120,3.16,0,0.0,1495,27.22,59,1.48,138,3.45
28819,AL,TAQUARANA,0,2709103,7510,74.62,1948,19.35,218,2.17,282,2.8,0,0.0,3538,24.99,153,1.44,400,3.77
28932,AL,TEOTÔNIO VILELA,0,2709152,12651,61.69,6515,31.77,591,2.88,469,2.29,2,0.01,9016,29.41,391,1.81,743,3.43
28835,AL,TRAIPU,0,2709202,9935,76.25,2204,16.92,271,2.08,525,4.03,0,0.0,4764,26.01,121,0.89,405,2.99
28851,AL,UNIÃO DOS PALMARES,0,2709301,19983,60.48,11002,33.3,736,2.23,1071,3.24,2,0.01,11787,25.49,467,1.35,954,2.77
28878,AL,VIÇOSA,0,2709400,9441,62.76,4648,30.9,281,1.87,535,3.56,0,0.0,4496,22.18,284,1.8,450,2.85
27014,AL,ÁGUA BRANCA,0,2700102,9295,86.22,890,8.26,238,2.21,321,2.98,0,0.0,4812,30.2,82,0.73,260,2.34
2895,AM,ALVARÃES,0,1300029,6014,70.8,1997,23.51,63,0.74,351,4.13,0,0.0,2641,23.35,20,0.23,155,1.79
2917,AM,AMATURÁ,0,1300060,3857,73.02,1148,21.73,86,1.63,136,2.57,0,0.0,1394,20.5,21,0.39,102,1.89
2933,AM,ANAMÃ,0,1300086,3927,61.68,2041,32.06,65,1.02,291,4.57,0,0.0,2188,25.29,20,0.31,78,1.21
2038,AM,ANORI,0,1300102,4574,56.55,3066,37.9,73,0.9,321,3.97,0,0.0,2608,24.12,41,0.5,74,0.9
2003,AM,APUÍ,0,1300144,2885,36.97,4600,58.94,89,1.14,172,2.2,0,0.0,3752,32.09,50,0.63,86,1.08
2054,AM,ATALAIA DO NORTE,0,1300201,4724,77.92,1051,17.33,77,1.27,154,2.54,0,0.0,2768,30.89,18,0.29,113,1.82
2070,AM,AUTAZES,0,1300300,13625,63.44,6885,32.06,279,1.3,499,2.32,0,0.0,6975,24.09,119,0.54,383,1.74
2097,AM,BARCELOS,0,1300409,4675,63.28,2299,31.12,98,1.33,218,2.95,0,0.0,4246,35.97,27,0.36,143,1.89
2119,AM,BARREIRINHA,0,1300508,14691,89.19,1207,7.33,155,0.94,316,1.92,0,0.0,4337,20.58,45,0.27,223,1.33
2135,AM,BENJAMIN CONSTANT,0,1300607,13665,82.04,2372,14.24,146,0.88,363,2.18,0,0.0,5316,23.9,58,0.35,212,1.25
2950,AM,BERURI,0,1300631,6423,62.57,3427,33.39,122,1.19,181,1.76,0,0.0,3408,24.65,37,0.36,117,1.12
2976,AM,BOA VISTA DO RAMOS,0,1300680,8269,86.44,985,10.3,67,0.7,185,1.93,0,0.0,3025,23.8,28,0.29,89,0.92
2151,AM,BOCA DO ACRE,0,1300706,7234,45.98,7640,48.56,220,1.4,418,2.66,0,0.0,6757,29.37,135,0.83,384,2.36
2178,AM,BORBA,0,1300805,12422,76.37,3231,19.86,185,1.14,294,1.81,0,0.0,4323,20.69,51,0.31,255,1.54
2992,AM,CAAPIRANGA,0,1300839,4577,65.05,2125,30.2,101,1.44,177,2.52,0,0.0,2498,25.96,24,0.34,64,0.9
2194,AM,CANUTAMA,0,1300904,3835,56.17,2657,38.91,91,1.33,169,2.48,0,0.0,3028,30.18,32,0.46,146,2.08
2216,AM,CARAUARI,0,1301001,10185,73.98,2690,19.54,198,1.44,543,3.94,0,0.0,7469,34.66,64,0.45,250,1.78
2232,AM,CAREIRO,0,1301100,10450,61.29,5472,32.09,238,1.4,706,4.14,1,0.01,6655,27.48,99,0.56,412,2.35
2046,AM,CAREIRO DA VÁRZEA,0,1301159,7716,60.26,4226,33.0,171,1.34,542,4.23,0,0.0,3721,22.2,80,0.61,156,1.2
2259,AM,COARI,0,1301209,20350,58.38,12606,36.16,454,1.3,1085,3.11,1,0.0,15648,30.59,173,0.49,481,1.35
2275,AM,CODAJÁS,0,1301308,6895,59.08,4334,37.14,131,1.12,214,1.83,0,0.0,4557,27.68,37,0.31,200,1.68
2291,AM,EIRUNEPÉ,0,1301407,10000,71.08,3243,23.05,141,1.0,532,3.78,0,0.0,5526,27.55,103,0.71,359,2.47
2313,AM,ENVIRA,0,1301506,5052,69.27,1668,22.87,140,1.92,340,4.66,0,0.0,4552,37.67,36,0.48,202,2.68
2330,AM,FONTE BOA,0,1301605,8484,74.26,2446,21.41,97,0.85,315,2.76,0,0.0,4677,28.64,47,0.41,180,1.54
2020,AM,GUAJARÁ,0,1301654,3135,40.4,4154,53.53,141,1.82,242,3.12,0,0.0,3838,32.48,45,0.56,172,2.16
2356,AM,HUMAITÁ,0,1301704,12604,52.64,9836,41.08,386,1.61,881,3.68,1,0.0,8451,25.74,153,0.63,285,1.17
2399,AM,IPIXUNA,0,1301803,4784,64.33,2061,27.71,121,1.63,351,4.72,0,0.0,4235,35.42,50,0.65,233,3.02
98353,AM,IRANDUBA,0,1301852,16381,54.3,11829,39.21,473,1.57,1157,3.84,1,0.0,5733,15.69,216,0.7,413,1.34
2410,AM,ITACOATIARA,0,1301902,33435,61.96,16981,31.47,1011,1.87,2083,3.86,5,0.01,16259,22.86,295,0.53,613,1.12
98370,AM,ITAMARATI,0,1301951,3609,72.82,1124,22.68,55,1.11,138,2.78,0,0.0,2257,30.7,17,0.34,122,2.39
2437,AM,ITAPIRANGA,0,1302009,3679,57.85,2450,38.52,77,1.21,108,1.7,0,0.0,1892,22.67,23,0.36,71,1.1
2453,AM,JAPURÁ,0,1302108,1872,56.35,1152,34.68,41,1.23,228,6.86,0,0.0,1715,33.58,15,0.44,55,1.62
2470,AM,JURUÁ,0,1302207,3019,58.68,1706,33.16,100,1.94,260,5.05,0,0.0,2550,32.39,28,0.52,151,2.84
2496,AM,JUTAÍ,0,1302306,6454,69.96,2080,22.55,128,1.39,463,5.02,0,0.0,4825,33.71,30,0.31,232,2.45
2518,AM,LÁBREA,0,1302405,12010,63.84,5785,30.75,223,1.19,606,3.22,0,0.0,7949,29.31,75,0.39,288,1.5
2534,AM,MANACAPURU,0,1302504,30532,54.1,22942,40.65,838,1.48,1619,2.87,1,0.0,15095,20.77,363,0.63,768,1.33
98396,AM,MANAQUIRI,0,1302553,7207,67.12,3025,28.17,90,0.84,337,3.14,0,0.0,3632,24.89,46,0.42,176,1.61
2550,AM,MANAUS,1,1302603,430562,37.02,622846,53.55,32622,2.8,59854,5.15,212,0.02,216041,15.23,15221,1.27,24314,2.02
2577,AM,MANICORÉ,0,1302702,15479,63.91,7486,30.91,311,1.28,739,3.05,0,0.0,8630,26.02,85,0.35,233,0.95
2593,AM,MARAÃ,0,1302801,4184,70.06,1535,25.7,48,0.8,153,2.56,0,0.0,3990,39.62,25,0.41,83,1.37
2615,AM,MAUÉS,0,1302900,22284,82.97,3705,13.8,306,1.14,386,1.44,0,0.0,9564,25.95,105,0.39,334,1.22
2631,AM,NHAMUNDÁ,0,1303007,9242,83.94,1440,13.08,103,0.94,172,1.56,0,0.0,3179,22.22,33,0.3,87,0.78
2658,AM,NOVA OLINDA DO NORTE,0,1303106,10813,76.89,2531,18.0,200,1.42,416,2.96,0,0.0,4744,24.89,64,0.45,186,1.3
2011,AM,NOVO AIRÃO,0,1303205,4505,51.73,3677,42.22,138,1.58,290,3.33,0,0.0,2601,22.66,49,0.55,121,1.36
2674,AM,NOVO ARIPUANÃ,0,1303304,6804,73.81,2021,21.92,102,1.11,225,2.44,0,0.0,4227,30.96,36,0.39,170,1.8
2690,AM,PARINTINS,0,1303403,43220,79.54,7930,14.59,941,1.73,1836,3.38,2,0.0,17709,24.33,290,0.52,438,0.8
2712,AM,PAUINI,0,1303502,5206,68.72,2045,26.99,106,1.4,134,1.77,0,0.0,3686,32.28,23,0.3,134,1.73
98418,AM,PRESIDENTE FIGUEIREDO,0,1303536,9350,51.65,7515,41.51,434,2.4,611,3.37,1,0.01,6741,26.72,112,0.6,275,1.49
98434,AM,RIO PRETO DA EVA,0,1303569,7313,51.94,5848,41.54,284,2.02,488,3.47,0,0.0,3752,20.68,91,0.63,217,1.51
2372,AM,SANTA ISABEL DO RIO NEGRO,0,1303601,3824,70.97,1253,23.26,78,1.45,173,3.21,0,0.0,3343,37.49,28,0.5,157,2.82
2739,AM,SANTO ANTÔNIO DO IÇÁ,0,1303700,8905,71.47,3027,24.3,153,1.23,287,2.3,0,0.0,3584,22.01,32,0.25,207,1.63
2771,AM,SILVES,0,1304005,5151,79.89,1043,16.18,65,1.01,155,2.4,0,0.0,1814,21.77,14,0.21,58,0.89
2836,AM,SÃO GABRIEL DA CACHOEIRA,0,1303809,16860,79.12,3733,17.52,176,0.83,419,1.97,0,0.0,10384,32.47,78,0.36,209,0.97
2755,AM,SÃO PAULO DE OLIVENÇA,0,1303908,11870,81.4,2022,13.87,130,0.89,419,2.87,0,0.0,3634,19.6,51,0.34,273,1.83
98450,AM,SÃO SEBASTIÃO DO UATUMÃ,0,1303957,2834,51.42,2323,42.14,78,1.42,224,4.06,0,0.0,1715,23.33,36,0.64,89,1.58
98477,AM,TABATINGA,0,1304062,17437,64.94,7795,29.03,267,0.99,1052,3.92,0,0.0,9488,25.69,135,0.49,453,1.65
2798,AM,TAPAUÁ,0,1304104,4747,50.04,4204,44.31,146,1.54,290,3.06,0,0.0,4316,30.79,31,0.32,184,1.9
2810,AM,TEFÉ,0,1304203,20784,62.59,10897,32.82,339,1.02,916,2.76,1,0.0,7959,19.06,168,0.5,423,1.25
98515,AM,TONANTINS,0,1304237,6363,80.22,1237,15.6,71,0.9,214,2.7,0,0.0,2453,23.25,18,0.22,149,1.84
98493,AM,UARINI,0,1304260,4335,65.76,1859,28.2,79,1.2,267,4.05,0,0.0,2198,24.7,30,0.45,78,1.16
2852,AM,URUCARÁ,0,1304302,6686,75.78,1764,19.99,115,1.3,207,2.35,0,0.0,3267,26.66,45,0.5,119,1.32
2879,AM,URUCURITUBA,0,1304401,7577,78.62,1810,18.78,62,0.64,135,1.4,0,0.0,3409,25.86,47,0.48,90,0.92
