ds_sit_totalizacao,ds_cargo,sg_partido,sg_uf,nm_candidato,nr_candidato,qt_votos_nominais,qt_votos_validos,dt_carga
Suplente,Deputado Estadual,AVANTE,SP,VALDEMIR SILVA FERREIRA,70797,133,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,AVANTE,SP,VALDÍVIO JOSÉ DE LIMA,70121,346,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,AVANTE,SP,VALTER CORRÊA JUNIOR,70117,266,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,AVANTE,SP,WALTER PEREIRA FERREIRA,70670,2159,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,AVANTE,SP,WEVERSON CARLOS ALMEIDA,70014,111,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,AVANTE,SP,WILLIAM ALI CHAIM,70100,1617,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,AVANTE,SP,ZÊNIA PEREIRA DE ANDRADE SOUSA,70141,291,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,AVANTE,SP,ÂNGELA MARIA MAGALHÃES,70147,717,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,DEM,SP,APARECIDO DE CAMPOS FILHO,25025,13538,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,DEM,SP,DANIELE ALVES DO AMPARO SOARES,25777,7331,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,DEM,SP,ELAINE GONÇALVES OLIVEIRA,25255,1716,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,DEM,SP,JOSE ALDO DEMARCHI,25122,57498,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,DEM,SP,MARIA LEDA ALVES DA COSTA,25077,744,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,DEM,SP,MARIANA PRADO NEVES DE OLIVEIRA ALVES,25000,2029,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,DEM,SP,ROGÉRIO ANTÔNIO FURTADO BARROS,25100,23156,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,DEM,SP,ROMILDO VIRGINIO DOS SANTOS,25233,21933,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,DEM,SP,ROQUE LEVI SANTOS TAVARES,25222,5766,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,DEM,SP,SEVERINO BEZERRA DE ANDRADE,25014,11650,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,ADRIANA PAULA HORTENCIANO,15113,461,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,ALEXANDRE EURÍPEDES DOS SANTOS,15072,1002,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,ALEXANDRE PIMENTA ARAUJO,15190,2257,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,ANDRÉA CRISTINA FERREIRA DE LEMOS SILVA,15613,700,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,ANGELA OROSCO DE MELO,15022,4410,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,ANGELO ANTONIO BUCIOLOTI,15999,1198,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,APARECIDO SARAIVA DA ROCHA,15588,43175,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,CELINA RODRIGUES LOPES,15097,252,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,CLAYTON GUIMARAES DE ALMEIDA,15044,224,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,CLEONICE REGINALDA FURQUIM,15215,6332,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,CRISTIANE FRIOLIM DAMASCENO,15111,2260,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,DALVA NEIDE MAGNANI SCHIEZARI,15055,259,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,DAURY DE PAULA JÚNIOR,15777,1805,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,DILSON DIAS RIBEIRO,15315,142,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,EDSON COELHO ARAUJO FILHO,15023,15234,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,ELAINE SILVEIRA NEVES,15236,546,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,ELIEL JUNQUEIRA FERNANDES,15018,441,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,ENYO DAURO LEPOS CORREIA,15015,1764,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,ETELVINO CAETANO DA SILVA,15345,272,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,FELIPE MARTINS GONÇALVES DA CUNHA,15355,1115,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,FERNANDO GARCIA IZQUIERDO,15056,178,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,FERNANDO LUIZ ISOPPO PETITI,15605,26018,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,FLAVIO DE SOUZA SILVEIRA,15099,1169,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,GENIVAL FRANCISCO DOS SANTOS,15088,331,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,GILBERTO FRANCISCO DE AQUINO,15009,545,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,GLAUCIA ESTELA CAMARGO,15002,592,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,ISABEL KAUSZ DOS REIS,15600,1459,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,JOOJI HATO,15622,41260,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,JOSE PAIM ANUNCIAÇÃO FILHO,15074,97,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,JOSÉ BERNARDO ALVES,15078,247,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,JOÃO ALBERTO CORRÊA,15007,185,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,JULIANO JUN ABE,15555,19260,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,KELLY VESCO MOZZONE,15077,206,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,LEONARDO FRANCISCO SAMPAIO DE SOUZA FILHO,15051,5885,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,LUIZ FERNANDO RICCETTO,15010,280,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,LUIZ MANOEL FRANCISCO,15021,310,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,MARCOS DANIEL GOMES DE SOUSA,15200,4568,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,MARCOS LEANDRO GOMES VIEIRA,15601,159,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,MARIA DAS GRAÇAS DOS SANTOS,15678,135,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,MARIA DO CARMO GUILHERME,15500,14408,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,MARTA HELENA FERREIRA BARBOSA,15698,789,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,MIGUEL ARCANJO DE SOUSA,15155,3016,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,NEHEMIAS DOMINGOS DE MELO,15515,5633,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,RAFAEL LUIZ PAVARINI DE CAMARGO,15154,15905,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,RENATA DE OLIVEIRA COELHO,15180,116,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,RICARDO JOSÉ RUSSOMANNO AZEVEDO SOBRINHO,15110,463,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,RICARDO LOURENÇO DO CARMO,15888,1709,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,ROBSON LUIS MARTUCHI,15091,1768,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,SANDRA DIAS TAVARES CINTRA,15005,791,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,SANZIO RODRIGUES DA SILVA,15115,1911,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,TATIANE DA CRUZ,15863,2277,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,VALÉRIA BENTO,15556,4526,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,VLADIMIR UDILOFF,15511,652,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,WALTER VICIONI GONÇALVES,15100,45753,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,MDB,SP,ZAIRA AMARAL ALVES DE ABREU,15013,227,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,ALEXANDRE GODINHO BERTONCELLO,30007,9786,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,ANA PAULA LOURENÇO,30003,23709,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,ANDREA DECOURT SAVELLI,30800,21355,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,CAROLINA CURIMBABA CAVALCANTE,30333,25097,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,CECILIA CARMEN JACINTHO ANDRADE,30600,4251,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,CICERO DE OLIVEIRA SALLES JUNIOR,30700,5941,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,CRISTINA PEREIRA MONTEIRO,30002,23394,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,DANIEL BISCOLA PEREIRA,30900,14264,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,EDUARDO AUGUSTO RISSI,30789,4591,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,EDUARDO HERNANDES DOMINGUES,30444,3735,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,EDUARDO LIMA DE SOUZA,30005,8860,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,ELIANA PRADO DE AZEVEDO,30400,2417,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,FABIO MOURA DA SILVA,30567,1553,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,FELIPE LUIZ DE OLIVEIRA,30555,4902,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,GABRIELA SILVEIRA DA ROCHA CAMARGO,30000,26879,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,INGRID MIRIA FRARE,30080,4200,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,ISAAC JULIO BARRETO LOPES BITTENCOURT,30190,8860,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,IVAN RODRIGUES SANTANA,30833,1276,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,JAIRO MATHEOS FILHO,30033,2881,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,JOAO BATISTA DE OLIVEIRA SOBRINHO,30930,561,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,JOSE EUGENIO FIGUEIREDO,30077,1632,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,JOSE LUIZ PINTO DE MIRANDA,30456,1998,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,JOSE RICARDO DE MORAES PINTO,30037,1155,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,LUCIANA FONTES LAVIERI ALBERTO,30888,6309,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,LUIS ALEXANDRE PINHEIRO,30130,945,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,MARCO ANTONIO RIBEIRO FEITOSA,30017,8845,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,MARCOS ALEXANDRE DO NASCIMENTO ZOGNO,30321,613,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,MARCOS DA SILVA COSTA,30777,4479,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,MARIA APARECIDA RORATO,30016,5115,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,MAURICIO CARLOS EGYDIO,30999,5575,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,MIRIAM MARIA ANTUNES DE SOUZA,30153,4231,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,MOISES BENEDITO ROSSI DA CUNHA,30330,6062,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,MONICA RAMIRES FERRAZ CURY,30010,7927,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,PAULO EDUARDO ANDRADE ORTIZ,30030,9833,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,PAULO FORTES DIAS DE SOUZA,30808,1722,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,PAULO ROGERIO DENONI,30001,3387,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,PEDRO PEDRAL VANIN,30009,6141,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,RAFAEL RIBEIRO ZUCCO,30123,10333,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,RAPHAELA DE AZEVEDO GAETA,30222,2585,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,ROBERTA PINTO GRABERT,30018,7142,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,ROBERTO CARLOS DE ALMEIDA,30234,3294,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,RODRIGO GONÇALVES,30019,2449,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,ROGERIO SILVA DE SOUZA,30350,9088,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,SILVANA ALVES POLO BARONE,30530,7374,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,SUSANA LAMBERT DE BRITO SILVA,30060,4330,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,NOVO,SP,WILSON DE MELLO JUNIOR,30022,2152,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,ABEL ELIAS DE CAMARGO,51911,307,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,ADILSON EUGENIO DE LIMA,51789,6003,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,ADRIANA ALVES DE OLIVEIRA,51153,1692,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,ALEXANDRE FERREIRA DE SOUSA,51020,1561,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,ALMIR DE ALEXANDRES,51600,1095,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,AMANDA SANTOS DA SILVA,51326,1069,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,ANDERSON DIAS DE MENESES,51019,1760,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,ANDRE GOMES BARBOSA,51100,1151,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,ANDRE RAPHAEL BUION MARQUES,51033,677,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,ANDRÉ ITALO MAURO,51526,314,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,ANGELA MARIA DE OLIVEIRA,51510,631,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,ANTONIO OLIVA DE ARAUJO,51852,351,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,ANTÔNIO MARCOS RODRIGUES,51121,402,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,ARY LOPES DA CRUZ,51346,275,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,CARLA ISOLA CASALE,51053,563,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,CARLOS ALBERTO PINTO DA SILVA,51355,48,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,CARLOS EDUARDO MONÇÃO GARCIA ,51167,21,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,CHALANA MACHADO DOS SANTOS,51779,1712,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,CICERO EDINALDO DE MENEZES,51082,921,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,CICERO MACEDO DA SILVA,51460,360,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,CINTHIA FERNANDES BANDEIRA,51045,338,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,CLAUDENICE JEFERSINA SANTANA DA SILVA,51455,185,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,DEUSAMAR SANTOS TEIXEIRA SALVADOR,51015,1712,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,DEUSDETE PEREIRA MARINHO,51300,1158,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,DIMAS MENDES DA SILVA JUNIOR,51004,422,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,DIOGENES MORIS MORENO DOS SANTOS,51551,394,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,EDSON FERREIRA PONTES,51055,1910,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,EDSON MACENO,51550,1148,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,EDSON RICARDO DE CARVALHO SOUZA,51120,850,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,EDUARDO MONTEIRO,51052,293,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,ELIABE VENANCIO AIRES,51664,190,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,ELISA KATSUE TAKAHASHI CARARETO,51251,246,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,ELISMONICA SOUZA SILVA,51025,84,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,ENIVALDO LEITE,51222,3811,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,ERICA NASCIMENTO SILVA,51851,1043,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,FERNANDO HENRIQUE FERREIRA,51444,1359,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,FLAVIA MARIA DOS ANJOS SILVA,51678,66,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,FRANCISCA LUIZ PEREIRA,51060,42,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,FRANCISCO MONTEIRO DE ARRUDA,51215,369,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,GILVANETE BATISTA DE MORAIS,51751,225,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,GIOVANNA MARQUES DOS REIS,51353,900,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,GIULIO BALDI DANTAS,51446,98,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,GONZAGA MENDES DE OLIVEIRA,51491,334,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,GRAZIELE CRISTINA LUCATO,51057,296,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,GUARACY RIBEIRO FILHO,51193,2091,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,HALSE MICHELLINE TAVARES COELHO,51345,251,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,HAYSLAN PIRES GONÇALVES,51796,568,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,HELENA MARIA LEME BARBOSA,51077,171,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,HENRIQUE AGUILERA FILHO,51003,1015,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,IRENICE ODETE BARBOSA,51445,81,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,ISAIAS CONCEIÇÃO,51032,431,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,ITAMAR GONÇALVES,51511,1436,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,JAIR RAMALHO DA SILVA,51200,1299,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,JAMIL AKIO ONO,51051,31157,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,JORGE DE FREITAS,51155,6710,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,JORGE DONIZETTI RIBEIRO DE MATOS,51400,128,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,JOSE ALEXANDRE JUNCO,51145,916,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,JOSE CARLOS BISPO DOS SANTOS,51233,186,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,JOSE DONISETI GILDO,51456,15265,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,JOSÉ EDIMILSON DA SILVA,51610,420,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,JOSÉ MESSIAS DA COSTA,51035,952,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,LAURINDA FRANCISCA DOS SANTOS,51760,357,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,LAURO MARTINS DE LARA NETO,51686,36,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,LEANDRO DE JESUS,51470,1026,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,LIDIA MARIA DE SOUZA,51021,543,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,LUCAS DE ASSIS COSTA,51888,22801,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,LUIS CARLOS MIRANDA,51773,785,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,LUIS ROBERTO TAVARES,51555,5015,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,LUIZ ALBERTO TEIXEIRA FERREIRA,51737,1495,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,LUIZ CARLOS DE PAULA,51030,190,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,LUIZ VINICIUS DOS SANTOS,51037,631,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,MALAQUIAS ARAUJO MELO,51013,579,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,MARCELO BARRETO STERZA,51302,398,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,MARCIA FERREIRA LUCAS,51011,1143,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,MARCIO DENER CORAN,51500,5814,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,MARCIO XAVIER DA SILVA,51599,1050,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,MARCO ANTONIO MAURO PORTELLA,51777,2217,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,MARCOS ANDRE SANTOS MESSIAS,51029,81,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,MARCOS JOSÉ DO VALLE,51081,388,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,MARIA ALICE ARAÚJO LIMBERG,51322,226,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,MARIA DE LOURDES BORGES PIZONI,51036,71,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,MARIA DE LOURDES DE LIMA GUSSONI,51480,274,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,MARIA DE LOURDES SANTANA DA CONCEICAO,51800,590,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,MARIA DE LOURDES SILVA DEPIERI,51018,426,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,MARIA DERLÂNIA LIMA SANTOS,51478,426,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,MARIA INÊS GIANINI,51381,85,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,MARIA JOSÉ DOS SANTOS,51088,317,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,MARINALVA CONCEIÇÃO SANTOS,51085,737,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,MAURICIO ANTONIO FOGAÇA,51531,296,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,MEGIONE BASSETTO DE CASTRO,51707,828,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,MESSIAS JOSÉ DE MORAES,51458,728,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,MOESIO ALVES CORREIA,51001,525,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,NILSON PEREIRA DE ABREU,51235,669,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,ODAIR BENTO FILHO,51343,507,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,OSMAR MENEZES MARQUES,51270,410,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,PAULO DE TARSO CARDOSO DE MIRANDA,51234,4708,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,PAULO SERGIO BENISSE,51369,128,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,RAQUEL AGUIAR DE OLIVEIRA SILVA,51041,194,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PATRI,SP,REGINA DA SILVA COSTA,51123,479,20852681,2022-09-11 04:27:51
