ds_sit_totalizacao,ds_cargo,sg_partido,sg_uf,nm_candidato,nr_candidato,qt_votos_nominais,qt_votos_validos,dt_carga
Suplente,Deputado Estadual,PHS,SP,REGINALDO NUNES BEZERRA,31291,1021,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PHS,SP,RICARDO HOLZ VIDAL DOS SANTOS,31349,6487,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PHS,SP,RONALDO ELIAS MARIANO,31035,193,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PHS,SP,RONALDO FRANCISCO DA CRUZ,31631,1670,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PHS,SP,ROSEANE SEPRENYI,31399,330,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PHS,SP,ROSELI DE CAMPOS,31972,300,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PHS,SP,SIDNEY DE OLIVEIRA SOARES,31118,513,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PHS,SP,SONIA REGINA LAZARO,31023,305,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PHS,SP,TALITHA CICILINI GARAVATI,31550,103,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PHS,SP,THELMA ELAINE BRASILEIRO ROBERTI,31333,2191,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PHS,SP,THEREZINHA MARIA DE JESUS DA SILVA,31202,85,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PHS,SP,ULISSES ROBERTO CORNAZZANI SALES,31313,5387,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PHS,SP,VALDECIR APARECIDO DO NASCIMENTO,31500,9999,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PHS,SP,VALDIR DONIZETE FLAUSINO,31183,77,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PHS,SP,VALDIRENY DE MIRA DA SILVA,31322,457,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PHS,SP,VINÍCIUS DE ANDRADE PEREIRA,31201,2557,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PHS,SP,WALDIR FRANCISCO LIMA,31222,4199,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PHS,SP,WALTER PAIVA CIGLIONI,31009,777,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PHS,SP,WILLIAM SEITI SASHIDA,31650,801,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMB,SP,ADILSON ALVES DE OLIVEIRA,35600,859,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMB,SP,AIRTON DA COSTA,35123,1787,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMB,SP,ALESSANDRA VICENTE SILVERIO,35100,1594,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMB,SP,ANITA DOS SANTOS TAKAIYASU,35777,1397,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMB,SP,CARLA ZIPER PEREIRA DE CARVALHO,35333,376,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMB,SP,CLEUZA SOUZA FRANÇA ALVES,35129,127,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMB,SP,EDNEI APARECIDO PEREIRA,35001,168,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMB,SP,ELIANA GUERREIRO,35011,67,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMB,SP,FRANCISCO MAURO DOS SANTOS,35007,816,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMB,SP,HÉLIO TELES ALVES,35111,46,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMB,SP,JAIME DA SILVA,35888,258,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMB,SP,JOÃO MIGUEL ALVES,35500,497,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMB,SP,MARIA DO CARMO DA CRUZ SANTOS,35321,156,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMB,SP,MARIA TERESA LANDUCCI ROSSIGALLI,35456,28,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMB,SP,REGIANE APARECIDA DE SOUZA NEVES,35477,1832,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMB,SP,ROSIMEIRE SANTOS CESCHINI,35163,491,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMB,SP,ROSÁLIA DOS SANTOS LIMA,35022,2179,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMB,SP,SANDRO HENRIQUE DE CARVALHO COELHO,35055,471,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMB,SP,SARA REGINA ADÃO SILVA,35678,586,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMB,SP,SIMONE APARECIDA DE SOUZA SOARES,35135,451,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMB,SP,SIRA DA SILVA,35010,3549,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMB,SP,TALALE MICHEL CHEDID FILHO,35017,161,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMB,SP,TIAGO CESAR GONÇALVES,35755,222,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMB,SP,WANDER RIBEIRO DE ALMEIDA,35853,1329,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMB,SP,WENCESLAU DE SOUZA NETO,35555,676,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,ADIENE CRISTINA SCAREL BRENGA,33233,3342,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,AGNALDO ALVES PEREIRA,33666,157,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,ALEX BATISTA ROCHA,33300,626,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,ANDRÉ BASÍLIO DOS SANTOS,33789,548,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,ANTONIO CARLOS FERREIRA JUNIOR,33313,500,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,CARLOS EDUARDO DA SILVA,33333,2590,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,CARLOS ROBERTO SILVA,33356,122,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,CELIMAR GOMES DA SILVA,33190,361,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,DENIVIA ROSA DOS SANTOS OLIVEIRA,33464,139,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,DIOGO ALVES DE PAIVA,33145,97,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,ELSA MUCHA ZANELLA,33808,24,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,FRANCISCO MARCOS IRAN AQUINO ROLIM,33033,1313,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,GERALDO DA SILVA MAIA FILHO,33633,2840,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,GLADISON DAVID NEIVA DIAS,33645,405,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,ILIETE GERAGE,33125,442,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,IRENILDA APARECIDA MARIA FRANCISCO,33661,1490,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,JOSIVAN FERREIRA DE ASSIS,33555,456,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,JOSÉ EDUARDO DE OLIVEIRA,33090,1398,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,JOSÉ FERREIRA CUNHA,33888,258,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,JOSÉ MILTON RUIZ LOPES,33001,838,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,JOÃO MARCOS LEITE,33150,375,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,LUCIANA ALVES BONIFÁCIO,33445,46,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,LUISA APARECIDA DE BARROS,33777,383,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,MARCIO DONIZETE CRUZ SILVA,33193,384,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,MARCOS ANTONIO COSTA,33810,367,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,MARIA ERIVANDA CAVALCANTE ARAÚJO,33900,303,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,MAYCON HYPPOLITO NOGUEIRA,33111,228,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,MICHAEL REGINALDO OLIVEIRA DO NASCIMENTO,33321,947,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,MÔNICA MARINA BONIFÁCIO MOSCHETTA,33003,1225,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,OSCAR DE MATTOS,33848,400,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,PAULO MASSARELLI,33056,1459,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,REGINALDO VIANA GOMES,33456,999,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,RITA DE CASSIA MENEZES SANTOS NASCIMENTO,33651,390,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,ROBERTO BARBOSA RODRIGUES,33140,440,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,ROBERTO VIEIRA DIAS,33216,189,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,ROGÉRIO MARCELINO DE MOURA,33707,287,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,SANDRO CUNHA,33223,85,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,VERIDIANA DA SILVA CASTRO MARTINES,33663,211,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PMN,SP,WILSON SANTOS MARTINS JUNIOR,33156,513,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,ADRIANA PIERIN,19269,12438,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,AIDAN ANTONIO RAVIN,19456,21511,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,ALESSANDRO AUREO RAFALDINI OLIVEIRA,19890,382,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,ALEXANDRE TEIXEIRA,19193,1101,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,AMARILDO GONÇALVES,19633,10586,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,AMERICO CICCONE NETO,19027,757,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,ANA CRISTINA ALVES,19089,632,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,ANDREA ROSA DE MENEZES DUARTE,19519,397,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,ANIBAL DE FREITAS FILHO,19333,6234,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,ANTONIA MARIA COSTA SILVA,19962,200,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,ANTONIO CARLOS PEREIRA SILVA,19030,1764,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,ANTONIO GOMES DA SILVA,19147,812,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,ANTONIO WLADEMIR DA SILVA,19090,743,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,ASSAD FRANGIEH,19722,1757,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,BRAZ DOS SANTOS ADEGAS JUNIOR,19019,9932,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,BRUNO HIDEO OMORI,19133,3078,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,CAIO AUGUSTO PASTORI DOS SANTOS,19211,1270,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,CARLOS DA FONSECA NADAIS,19833,1680,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,CARLOS ROBERTO DE CARVALHO,19234,519,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,CARLÂNGELA SILVA DOS SANTOS DE OLIVEIRA,19429,84,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,CLAUDIA ABREU SCHEFLER,19026,1454,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,CREUSA VIEIRA DANTAS ARAÚJO,19610,273,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,CRISTIANE PEREIRA DAVIS,19567,18,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,CRISTIANO ALEXANDRE MARCONDES,19017,541,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,CUSTÓDIO TAVARES FERNANDES JUNIOR,19099,514,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,CYBELE DA SILVA,19007,1328,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,DANIEL CARVALHO MACHADO,19919,1881,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,DOMINGOS SANCHES,19002,2030,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,DORA LICKUNAS,19230,123,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,DORA MARIA MACHADO,19851,84,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,DÉLBIO CAMARGO TERUEL,19555,12087,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,EDINEIA APARECIDA TELES,19321,1292,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,EDUARDO VALENTIM FERNANDES PEREIRA,19222,8099,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,ELINELMA SOUZA BARRETO,19129,118,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,ELISABEL APARECIDA DA CONCEIÇÃO,19720,199,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,EMMERSON DE CAMARGO,19975,841,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,ERICA CRISTINA CINTRA,19785,10,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,ERNESTO TEIXEIRA DA CUNHA,19910,8515,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,EUVALDO REIS DOS SANTOS MENEZES,19600,2316,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,EVANIR DA SILVA CARVALHO,19201,1524,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,FAUSTO SALVADOR PERES,19444,9332,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,FERNANDO DIAS DA COSTA,19165,497,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,FILIPE AUGUSTO FORNARI MONTANHOLI,19977,6671,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,FLAVIANE MENESES AQUINO,19499,769,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,FRANCISCA MARIA DO NASCIMENTO SOUSA,19319,1701,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,FRANCISCO JOSÉ CARVALHO,19128,2147,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,FRANCISCO NUNES SOBRINHO,19400,13004,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,GELSO APARECIDO DE LIMA,19119,10795,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,GERALDO AMARO DA SILVA,19556,470,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,GEREMIAS NUNES DE SIQUEIRA,19191,2097,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,GERSON FELIP CURPIEVSKY,19036,264,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,GERSON FIUZA DE JESUS,19883,840,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,GILBERTO DANIEL JUNIOR,19500,12792,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,GILDAECIO SOARES DE SOUSA,19511,552,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,GLAUCIA MARIA RODRIGUES DE SOUZA,19187,164,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,GLAUCIA PERES CÍLIA GONÇALVES,19399,246,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,GUARACI LIMA DE MORAIS,19041,3968,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,GUILHERME DE ALES FERRAZ DA SILVA,19777,8652,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,HELIO GONÇALVES FIRMO,19125,1260,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,HENRIQUE CARVALHO DE CAMPOS,19034,508,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,IEDA COSTA DE OLIVEIRA,19233,1217,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,JACEGUAY NUNES GÓES,19433,236,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,JOAQUIM FERREIRA NETO,19337,2403,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,JOCELINO JOSE DE SANTANA,19789,763,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,JOEL FRANCISCO BARBOSA,19112,1269,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,JOSE GARCIA LOPES NETO,19990,3982,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,JOSE MARCIO DE CAMPOS,19550,1089,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,JOSÉ EUGENIO DA SILVA,19113,956,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,JOÃO DÁRCIO RIBAMAR SACCHI,19700,5889,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,JOÃO JORGE FADEL FILHO,19111,30588,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,JOÃO ROBERTO DE SIQUEIRA,19192,766,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,JULIANA BUSSAB SCHULHOF,19008,8105,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,JULIANA DOS SANTOS SILVA,19360,88,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,JUSSIMAR AMELENTINO JOSEFINO,19733,305,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,KAYQUE GUILHERME MAIER DA SILVA,19634,5774,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,LEANDRO CALDEIRA NAVA,19998,4130,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,LENI DE FÁTIMA RODRIGUES DO PRADO,19109,451,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,LENIR MARIA DE OLIVEIRA,19421,76,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,LILIAN FERREIRA,19300,1334,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,LUCIANO GALESCO,19190,32597,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,LUIS DONIZETTI VAZ JUNIOR,19899,20854,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,LUIS HENRIQUE DOS SANTOS MOREIRA,19619,25240,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,LUIZ ANTONIO DE SOUZA,19527,286,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,LUIZ EDUARDO OLIVEIRA ALVES,19630,4999,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,MADALENA LEITE,19180,2511,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,MANOEL SANTANA PAULO,19014,366,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,MARCELLO MAZARIO COSTA,19773,1452,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,MARCELO LINS,19150,981,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,MARCELO PEREIRA SURCIN,19000,28487,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,MARCIA CARNEIRO ABRANTES PINHEIRO,19549,59,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,MARCIA TELMA DA SILVA,19310,374,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,MARCOS CESAR CAVICHIOLLI,19578,207,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,MARCOS MENDES DA SILVA,19911,1140,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,MARCOS PEIXOTO MELLO GONÇALVES,19009,969,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,MARIA ALMEIDA DANTAS,19900,668,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,MARIA LUCIA DA SILVA,19039,421,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,MOHAMAD KASSEM EL TURK,19010,949,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,MONICA PILLAT BELMUDES,19770,1295,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,MONICA VIANA MIRANDA CAMPOS FERNANDES,19991,291,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,MURILO BERBERT AVIGO FELIX,19800,37887,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,NATALIA DE ALMEIDA NASCIMENTO,19250,188,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,NIVALDO DA SILVA,19114,379,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,PAULO HENRIQUE MACHADO,19426,915,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,PEDRO MASSAMI KIKUDOME,19123,24541,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,RALFI RAFAEL DA SILVA,19020,14715,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,RAPHAEL MARCO BLECH HAMAOUI,19018,3897,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,RAUL APARECIDO GONÇALVES PAULA,19888,36825,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,RENALDO CARDOSO DE REZENDE,19070,228,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,RICARDO FABRIZIO PACHECO DE OLIVEIRA,19999,12838,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,ROBERTO FIGUEIRA MARINHO,19200,29237,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,RODRIGO RAMOS FIORI,19219,1170,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,ROLGACIANO FERNANDES ALMEIDA,19533,10749,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,RONALD TANIMOTO CELESTINO,19819,626,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,RONALDO MARTINS FRANCO,19012,1276,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,SANDRA LANDIOZE CAPUCHO,19197,1568,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,SANDRO HENRIQUE EUGENIO BASTOS,19875,339,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,SARA REGINA FERREIRA DE MELO LUIZ,19146,37,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,SERGIO PINTO BOMFIM,19322,995,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,SIDNEI ROBERTSON CAMPERO,19314,908,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,SIMONE CRISTINA SANTOS SOUZA,19022,202,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,SOCRATES DAMASCENO NOVELLI,19033,785,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,TATIANA POLI DE OLIVEIRA,19196,284,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,VAGNER ARANTES DA COSTA,19270,110,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,VAGNER EVARISTO DE MOURA,19023,1636,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,VALDECIR TOSCHI,19988,641,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,WALMIR BAPTISTA RIGUEIRA,19011,4565,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,WILLIAN SANTOS DE OLIVEIRA,19122,2383,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PODE,SP,YEDA MARIA AMARAL,19221,104,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PP,SP,ALESSANDRA REGINA BEGALLI ZAMORA,11123,10172,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PP,SP,ANTONIO CARLOS ESPER CURIATI,11111,22782,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PP,SP,EDUARDO BOIGUES QUEROZ,11011,48456,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PP,SP,EDUARDO ROZ,11200,16678,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PP,SP,EDUARDO VIEIRA PETROV,11023,9186,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PP,SP,FABIO SARTORI MANFRINATO,11222,47256,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PP,SP,MARCIO APARECIDO MARTINS,11258,13173,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PP,SP,MARTA DE PAULA TEIXEIRA DI PIPI,11057,1126,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PP,SP,PAULO ROBERTO CECCHINATO,11650,8849,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PP,SP,VITO ARDITO LERÁRIO,11012,21981,20852681,2022-09-11 04:27:51
Suplente,Deputado Estadual,PPS,SP,ALESSANDRA DE ASSIS BERRIEL,23888,1291,20852681,2022-09-11 04:27:51
