ESTADO,MUNICíPIO,LULA VOTOS,LULA VOTOS PERCENTUAL,BOLSONARO VOTOS,BOLSONARO PERCENTUAL,CIRO VOTOS,CIRO VOTOS PERCENTUAL,TEBET VOTOS,TEBET VOTOS PERCENTUAL,OUTROS VOTOS,OUTROS VOTOS PERCENTUAL,ABSTENÇÕES,ABSTENÇÕES PERCENTUAL,VOTOS BRANCOS,VOTOS BRANCOS PERCENTUAL,VOTOS NULOS,VOTOS NULOS PERCENTUAL
CE,Pereiro,8851,81.31,1388,12.75,544,5.0,61,0.56,0,0.0,4080,26.63,108,0.97,249,2.21
CE,Pindoretama,10761,70.38,3693,24.15,581,3.8,164,1.07,0,0.0,2790,14.98,170,1.07,377,2.38
CE,Piquet Carneiro,7778,82.64,1251,13.29,312,3.31,46,0.49,0,0.0,2199,18.49,93,0.96,192,1.98
CE,Pires Ferreira,4928,74.66,1026,15.54,575,8.71,40,0.61,0,0.0,1622,19.39,46,0.68,95,1.41
CE,Poranga,6094,83.57,853,11.7,262,3.59,52,0.71,1,0.01,2945,28.03,51,0.67,217,2.87
CE,Porteiras,8897,83.82,1149,10.82,472,4.45,61,0.57,0,0.0,2926,21.12,84,0.77,230,2.10
CE,Potengi,5108,87.18,443,7.56,254,4.34,29,0.49,0,0.0,1711,22.07,57,0.94,127,2.10
CE,Potiretama,4029,84.2,619,12.94,114,2.38,18,0.38,0,0.0,866,15.06,27,0.56,72,1.47
CE,Quiterianópolis,10199,80.19,1740,13.68,660,5.19,61,0.48,0,0.0,4167,23.98,150,1.14,338,2.56
CE,Quixadá,29780,62.99,14601,30.88,2221,4.7,349,0.74,1,0.0,9602,16.39,734,1.50,961,1.96
CE,Quixelô,9805,82.31,1463,12.28,526,4.42,74,0.62,0,0.0,1884,13.30,168,1.37,204,1.66
CE,Quixeramobim,35247,76.05,7634,16.47,3117,6.73,218,0.47,4,0.01,12459,20.76,398,0.84,799,1.68
CE,Quixeré,10463,73.32,2874,20.14,760,5.33,101,0.71,1,0.01,2777,15.75,169,1.14,411,2.77
CE,Redenção,12827,69.6,4299,23.33,937,5.08,249,1.35,0,0.0,3811,16.49,343,1.77,532,2.76
CE,Reriutaba,9278,76.43,1697,13.98,1023,8.43,85,0.7,0,0.0,4216,25.15,129,1.02,278,2.22
CE,Russas,31463,68.15,11174,24.2,2889,6.26,399,0.86,3,0.01,8578,15.22,546,1.15,1053,2.20
CE,Saboeiro,7398,81.07,1329,14.56,298,3.27,55,0.6,0,0.0,3554,27.21,107,1.13,274,2.88
CE,Salitre,8462,78.94,1388,12.95,802,7.48,40,0.37,0,0.0,3169,22.34,93,0.84,207,1.88
CE,Santa Quitéria,20291,76.72,3634,13.74,2172,8.21,260,0.98,1,0.0,5873,17.76,316,1.16,436,1.60
CE,Santana do Acaraú,15479,76.22,3410,16.79,1182,5.82,158,0.78,1,0.0,4830,18.69,300,1.43,400,1.90
CE,Santana do Cariri,9209,87.06,893,8.44,382,3.61,67,0.63,0,0.0,2288,17.41,79,0.73,197,1.81
CE,São Benedito,19345,71.1,5618,20.65,1782,6.55,303,1.11,0,0.0,7548,20.83,554,1.93,923,3.22
CE,São Gonçalo do Amarante,23181,61.93,11387,30.42,2052,5.48,426,1.14,1,0.0,6920,15.12,509,1.31,897,2.31
CE,São João do Jaguaribe,3730,78.44,637,13.4,339,7.13,31,0.65,0,0.0,1702,25.80,62,1.27,78,1.59
CE,São Luís do Curu,6449,71.84,2006,22.35,385,4.29,89,0.99,0,0.0,1963,17.38,132,1.41,221,2.37
CE,Senador Pompeu,11280,69.66,3533,21.82,1193,7.37,121,0.75,0,0.0,4590,21.48,173,1.03,407,2.43
CE,Senador Sá,3852,72.22,1036,19.42,386,7.24,35,0.66,0,0.0,1183,17.68,42,0.77,133,2.41
CE,Sobral,66697,55.46,29665,24.67,22201,18.46,829,0.69,4,0.0,22806,15.34,2753,2.19,2874,2.28
CE,Solonópole,9230,81.65,1484,13.13,461,4.08,87,0.77,0,0.0,3267,22.01,84,0.72,187,1.62
CE,Tabuleiro do Norte,15075,77.37,3278,16.82,1009,5.18,66,0.34,0,0.0,5727,22.07,283,1.40,449,2.22
CE,Tamboril,12596,76.62,2558,15.56,1080,6.57,86,0.52,1,0.01,5390,24.06,175,1.03,393,2.31
CE,Tarrafas,4652,84.94,527,9.62,236,4.31,32,0.58,0,0.0,2053,26.53,64,1.12,143,2.52
CE,Tauá,22509,64.63,8776,25.2,3053,8.77,288,0.83,1,0.0,11197,23.56,442,1.22,1047,2.88
CE,Tejuçuoca,9288,76.29,2066,16.97,671,5.51,96,0.79,0,0.0,2301,15.51,118,0.94,244,1.95
CE,Tianguá,27322,61.31,13548,30.4,2995,6.72,384,0.86,1,0.0,8292,15.01,923,1.97,1451,3.09
CE,Trairi,25816,70.49,8105,22.13,2199,6.0,328,0.9,4,0.01,7263,16.08,443,1.17,827,2.18
CE,Tururu,8595,73.3,2466,21.03,481,4.1,127,1.08,0,0.0,2137,14.96,177,1.46,243,2.00
CE,Ubajara,12615,63.68,5030,25.39,1826,9.22,200,1.01,0,0.0,4292,17.11,428,2.05,563,2.71
CE,Umari,3521,73.42,872,18.18,348,7.26,30,0.63,0,0.0,1496,23.21,49,0.99,104,2.10
CE,Umirim,9009,74.67,2348,19.46,577,4.78,74,0.61,0,0.0,2770,18.19,142,1.14,254,2.04
CE,Uruburetama,10153,71.21,3243,22.75,683,4.79,104,0.73,0,0.0,2670,15.28,187,1.27,354,2.39
CE,Uruoca,6707,76.92,1563,17.93,360,4.13,40,0.46,0,0.0,1805,16.72,83,0.92,188,2.09
CE,Varjota,7366,59.55,2591,20.95,2233,18.05,128,1.03,0,0.0,3902,23.29,161,1.25,324,2.52
CE,Várzea Alegre,19451,79.99,3524,14.49,1039,4.27,167,0.69,1,0.0,6104,19.48,349,1.38,559,2.22
CE,Viçosa do Ceará,26115,74.03,6512,18.46,2064,5.85,408,1.16,3,0.01,8838,19.39,531,1.44,932,2.54
DF,Brasília,649534,36.85,910397,51.65,74308,4.22,105377,5.98,454,0.03,387096,17.54,25162,1.38,32163,1.77
ES,Afonso Cláudio,6524,36.76,9828,55.37,361,2.03,833,4.69,1,0.01,6723,26.51,369,1.98,524,2.81
ES,Água Doce do Norte,3918,51.46,3318,43.58,149,1.96,184,2.42,0,0.0,2722,25.60,95,1.20,201,2.54
ES,Águia Branca,3799,57.72,2466,37.47,95,1.44,185,2.81,0,0.0,1848,21.53,57,0.84,96,1.43
ES,Alegre,8037,45.47,8476,47.95,400,2.26,616,3.49,1,0.01,5402,22.69,316,1.72,414,2.25
ES,Alfredo Chaves,2774,30.04,5819,63.01,184,1.99,387,4.19,0,0.0,2777,22.26,209,2.15,257,2.65
ES,Alto Rio Novo,2371,53.75,1754,39.76,67,1.52,192,4.35,0,0.0,1802,28.31,55,1.20,98,2.15
ES,Anchieta,7314,40.45,9614,53.17,333,1.84,682,3.77,2,0.01,3748,16.60,317,1.69,434,2.30
ES,Apiacá,2208,47.85,2145,46.49,82,1.78,155,3.36,0,0.0,1379,22.35,51,1.06,125,2.61
ES,Aracruz,22094,41.35,28032,52.46,1188,2.22,1661,3.11,10,0.02,16414,22.72,918,1.65,1463,2.62
ES,Atílio Vivácqua,3182,45.39,3488,49.76,108,1.54,186,2.65,0,0.0,1668,18.81,77,1.07,113,1.57
ES,Baixo Guandu,7611,42.75,9209,51.72,407,2.29,468,2.63,2,0.01,5301,22.16,314,1.68,504,2.71
ES,Barra de São Francisco,10525,44.62,11919,50.53,406,1.72,596,2.53,1,0.0,9352,27.70,277,1.14,542,2.22
ES,Boa Esperança,4270,51.98,3497,42.57,158,1.92,238,2.9,1,0.01,2223,20.69,114,1.34,193,2.26
ES,Bom Jesus do Norte,2681,46.1,2758,47.43,124,2.13,217,3.73,0,0.0,1306,17.62,73,1.20,218,3.57
ES,Brejetuba,3013,42.0,3689,51.42,164,2.29,253,3.53,0,0.0,2688,26.34,136,1.81,207,2.75
ES,Cachoeiro de Itapemirim,31960,29.54,69008,63.78,2253,2.08,3983,3.68,7,0.01,29409,20.73,2082,1.86,2186,1.94
ES,Cariacica,88152,42.23,104677,50.14,5455,2.61,8153,3.91,39,0.02,54907,20.12,4101,1.88,5128,2.35
ES,Castelo,5580,25.05,15126,67.9,489,2.2,864,3.88,4,0.02,6079,20.72,409,1.75,576,2.48
ES,Colatina,24057,34.84,39373,57.02,1766,2.56,3131,4.53,12,0.02,20387,22.03,1299,1.80,1796,2.49
ES,Conceição da Barra,9740,61.6,5250,33.2,247,1.56,478,3.02,0,0.0,6974,29.47,286,1.71,590,3.54
ES,Conceição do Castelo,2000,27.89,4605,64.23,131,1.83,343,4.78,0,0.0,2665,25.86,199,2.60,271,3.55
ES,Divino de São Lourenço,1299,39.19,1798,54.24,65,1.96,122,3.68,0,0.0,849,19.73,51,1.47,88,2.55
ES,Domingos Martins,6346,28.37,14247,63.7,468,2.09,1065,4.76,2,0.01,5051,17.68,572,2.43,573,2.44
ES,Dores do Rio Preto,1989,43.31,2326,50.64,105,2.29,145,3.16,0,0.0,1309,21.31,81,1.68,160,3.31
ES,Ecoporanga,7685,55.6,5426,39.26,220,1.59,423,3.06,0,0.0,4971,25.81,164,1.14,301,2.11
ES,Fundão,5072,47.46,4955,46.36,241,2.26,344,3.22,0,0.0,2957,20.86,200,1.78,334,2.98
ES,Governador Lindenberg,3254,49.93,2837,43.53,132,2.03,251,3.85,0,0.0,2002,22.72,106,1.55,185,2.72
ES,Guaçuí,6172,39.28,8443,53.74,413,2.63,550,3.5,0,0.0,5320,24.46,287,1.74,435,2.65
ES,Guarapari,23500,32.83,42727,59.69,1674,2.34,2967,4.15,7,0.01,21731,22.52,1307,1.75,1870,2.50
ES,Ibatiba,4343,30.52,9091,63.89,260,1.83,443,3.11,0,0.0,3533,19.19,242,1.63,403,2.71
ES,Ibiraçu,2900,40.14,3863,53.47,153,2.12,253,3.5,1,0.01,2066,21.32,129,1.69,272,3.57
ES,Ibitirama,1757,31.84,3396,61.53,170,3.08,161,2.92,1,0.02,1227,17.62,77,1.35,142,2.47
ES,Iconha,3132,35.76,4996,57.04,204,2.33,345,3.94,0,0.0,2150,18.98,172,1.88,247,2.69
ES,Irupi,2329,28.87,5298,65.68,120,1.49,258,3.2,1,0.01,2691,24.26,141,1.68,194,2.31
ES,Itaguaçu,3701,43.18,4287,50.02,135,1.58,394,4.6,0,0.0,2722,23.32,156,1.74,223,2.49
ES,Itapemirim,8488,31.1,17409,63.78,490,1.8,752,2.76,1,0.0,7255,20.51,350,1.25,473,1.68
ES,Itarana,2498,35.24,4024,56.77,187,2.64,315,4.44,0,0.0,1958,20.74,150,2.01,245,3.27
ES,Iúna,4631,30.06,9849,63.92,347,2.25,473,3.07,2,0.01,4717,22.72,270,1.68,365,2.28
ES,Jaguaré,9973,59.03,6203,36.72,274,1.62,362,2.14,0,0.0,4922,21.94,300,1.71,322,1.84
ES,Jerônimo Monteiro,3273,44.21,3564,48.14,209,2.82,279,3.77,0,0.0,2204,22.14,115,1.49,232,2.99
ES,João Neiva,3731,38.57,5322,55.01,198,2.05,336,3.47,0,0.0,2608,20.35,199,1.95,332,3.25
ES,Laranja da Terra,2756,37.76,4090,56.04,149,2.04,253,3.47,0,0.0,1550,16.82,154,2.01,214,2.79
ES,Linhares,32158,37.32,47927,55.62,1930,2.24,3304,3.83,6,0.01,27465,23.16,2047,2.25,2906,3.19
ES,Mantenópolis,3128,43.3,3793,52.51,87,1.2,185,2.56,1,0.01,3401,31.08,110,1.46,207,2.74
ES,Marataízes,7355,31.12,15079,63.8,466,1.97,604,2.56,2,0.01,6914,22.10,343,1.41,398,1.63
ES,Marechal Floriano,3598,34.52,5987,57.44,267,2.56,462,4.43,2,0.02,2438,18.17,259,2.36,296,2.70
ES,Marilândia,2986,36.26,4759,57.8,164,1.99,258,3.13,1,0.01,1723,16.53,193,2.21,271,3.12
ES,Mimoso do Sul,7698,50.32,6570,42.95,288,1.88,626,4.09,1,0.01,3461,17.72,304,1.89,468,2.91
ES,Montanha,5844,54.83,4283,40.18,178,1.67,302,2.83,0,0.0,3805,25.52,161,1.44,286,2.58
ES,Mucurici,2324,61.24,1288,33.94,64,1.69,107,2.82,0,0.0,1144,22.57,35,0.89,94,2.40
ES,Muniz Freire,4531,43.12,5236,49.82,206,1.96,457,4.35,0,0.0,3282,22.86,230,2.08,336,3.03
ES,Muqui,3840,44.34,4167,48.11,167,1.93,404,4.66,0,0.0,1951,17.69,166,1.83,248,2.73
ES,Nova Venécia,13420,46.63,13657,47.45,638,2.22,878,3.05,4,0.01,9823,24.78,449,1.51,582,1.95
ES,Pancas,5036,45.92,5331,48.61,196,1.79,317,2.89,0,0.0,4798,29.74,142,1.25,229,2.02
ES,Pedro Canário,7320,57.86,4671,36.92,257,2.03,328,2.59,1,0.01,5330,28.75,151,1.14,404,3.06
ES,Pinheiros,8069,60.32,4641,34.69,272,2.03,325,2.43,2,0.01,4148,23.06,161,1.17,301,2.17
ES,Piúma,4911,38.76,7077,55.86,249,1.97,344,2.72,1,0.01,3761,22.11,191,1.44,387,2.92
ES,Ponto Belo,2901,62.47,1516,32.64,73,1.57,126,2.71,0,0.0,1592,24.87,63,1.31,103,2.14
ES,Presidente Kennedy,3492,36.57,5648,59.15,120,1.26,240,2.51,0,0.0,2421,19.77,102,1.04,177,1.80
ES,Rio Bananal,5065,45.07,5487,48.83,222,1.98,391,3.48,0,0.0,3533,23.05,255,2.16,303,2.57
ES,Rio Novo do Sul,1958,27.85,4684,66.63,108,1.54,226,3.21,0,0.0,1324,15.27,153,2.09,161,2.19
ES,Santa Leopoldina,3394,44.23,3605,46.98,162,2.11,439,5.72,1,0.01,1981,19.72,184,2.28,207,2.57
ES,Santa Maria de Jetibá,7111,29.68,15370,64.16,482,2.01,750,3.13,2,0.01,5273,17.45,479,1.92,509,2.04
ES,Santa Teresa,4943,33.54,8715,59.13,337,2.29,604,4.1,5,0.03,4595,22.79,341,2.19,484,3.11
ES,São Domingos do Norte,2996,49.83,2727,45.35,91,1.51,170,2.83,0,0.0,1352,17.82,88,1.42,133,2.13
ES,São Gabriel da Palha,8018,42.56,9876,52.42,228,1.21,569,3.02,1,0.01,5941,23.27,293,1.49,454,2.32
ES,São José do Calçado,3386,51.59,2743,41.79,168,2.56,228,3.47,0,0.0,1660,19.23,114,1.63,297,4.26
ES,São Mateus,32554,50.64,27473,42.74,1631,2.54,2125,3.31,7,0.01,21414,24.27,1007,1.50,1520,2.28
ES,São Roque do Canaã,2972,40.1,3952,53.32,163,2.2,263,3.55,0,0.0,1734,18.20,159,2.04,222,2.85
ES,Serra,119399,44.85,125603,47.18,8419,3.16,9860,3.7,63,0.02,71393,20.40,5088,1.83,7196,2.58
ES,Sooretama,7203,50.16,6417,44.69,241,1.68,393,2.74,1,0.01,5095,25.32,269,1.79,396,2.64
ES,Vargem Alta,3339,27.7,7984,66.23,240,1.99,387,3.21,1,0.01,3164,20.14,238,1.90,251,2.00
ES,Venda Nova do Imigrante,3388,24.25,9539,68.27,313,2.24,592,4.24,0,0.0,4394,23.09,301,2.06,365,2.49
ES,Viana,17599,43.58,19780,48.99,962,2.38,1603,3.97,1,0.0,9397,18.27,742,1.77,922,2.19
ES,Vila Pavão,3055,51.4,2524,42.46,139,2.34,186,3.13,0,0.0,1199,16.36,65,1.06,119,1.94
ES,Vila Valério,5276,54.39,4019,41.43,94,0.97,268,2.76,0,0.0,2327,18.76,150,1.49,223,2.21
ES,Vila Velha,97141,36.22,147059,54.83,8596,3.2,11908,4.44,48,0.02,58662,17.39,4439,1.60,6029,2.16
ES,Vitória,89301,41.92,102641,48.18,7222,3.39,10800,5.07,31,0.01,45028,16.97,3092,1.40,4188,1.90
GO,Abadia de Goiás,3649,40.49,4710,52.27,198,2.2,355,3.94,1,0.01,2960,24.23,97,1.05,150,1.62
GO,Abadiânia,2594,30.95,5192,61.96,122,1.46,390,4.65,0,0.0,2141,19.80,118,1.36,174,2.01
GO,Acreúna,5047,44.05,5733,50.04,181,1.58,373,3.26,0,0.0,3351,22.09,136,1.15,229,1.94
GO,Adelândia,613,28.17,1432,65.81,25,1.15,85,3.91,0,0.0,564,20.19,17,0.76,37,1.66
GO,Água Fria de Goiás,1326,39.14,1777,52.45,72,2.13,156,4.6,0,0.0,1140,24.66,40,1.15,55,1.58
GO,Água Limpa,787,44.11,885,49.61,27,1.51,68,3.81,0,0.0,465,20.26,22,1.20,24,1.31
GO,Águas Lindas de Goiás,38149,45.54,38972,46.52,2414,2.88,3220,3.84,10,0.01,20797,19.34,1496,1.73,1467,1.69
GO,Alexânia,4861,31.13,9486,60.75,358,2.29,703,4.5,1,0.01,4056,20.09,209,1.30,305,1.89
GO,Aloândia,705,43.38,789,48.55,21,1.29,82,5.05,0,0.0,380,18.38,28,1.66,34,2.02
GO,Alto Horizonte,1840,41.14,2426,54.25,53,1.19,121,2.71,0,0.0,1607,26.03,31,0.68,63,1.38
GO,Alto Paraíso de Goiás,3064,59.38,1758,34.07,146,2.83,135,2.62,1,0.02,1647,23.73,49,0.93,86,1.62
GO,Alvorada do Norte,2448,49.86,2126,43.3,98,2.0,172,3.5,0,0.0,1577,23.60,50,0.98,145,2.84
GO,Amaralina,1251,53.32,929,39.6,52,2.22,83,3.54,0,0.0,677,21.97,17,0.70,41,1.71
GO,Americano do Brasil,1937,47.74,1771,43.65,72,1.77,216,5.32,0,0.0,1021,19.66,36,0.87,79,1.89
GO,Amorinópolis,1240,44.21,1371,48.88,68,2.42,105,3.74,0,0.0,698,19.44,36,1.25,51,1.76
GO,Anápolis,59548,27.88,134635,63.03,5473,2.56,11140,5.22,30,0.01,65190,22.69,3324,1.50,5228,2.35
GO,Anhangüera,428,48.69,375,42.66,31,3.53,40,4.55,0,0.0,327,26.61,3,0.33,20,2.22
GO,Anicuns,4460,37.92,6510,55.35,184,1.56,462,3.93,0,0.0,2811,18.74,154,1.27,272,2.23
GO,Aparecida de Goiânia,100800,39.85,128323,50.73,7604,3.01,13071,5.17,28,0.01,71940,21.46,3608,1.37,6757,2.57
GO,Aparecida do Rio Doce,1049,49.27,956,44.9,30,1.41,64,3.01,0,0.0,687,23.63,23,1.04,68,3.06
GO,Aporé,958,43.02,1131,50.79,27,1.21,91,4.09,0,0.0,866,27.22,26,1.12,63,2.72
GO,Araçu,1556,48.44,1413,43.99,59,1.84,146,4.55,0,0.0,671,16.76,36,1.08,85,2.55
GO,Aragarças,4336,43.2,5117,50.98,173,1.72,325,3.24,0,0.0,3179,23.53,103,1.00,192,1.86
GO,Aragoiânia,2909,43.53,3290,49.24,113,1.69,296,4.43,0,0.0,1848,21.13,72,1.05,143,2.07
GO,Araguapaz,2132,47.64,2056,45.94,92,2.06,161,3.6,0,0.0,1433,23.74,48,1.04,79,1.72
GO,Arenópolis,1265,48.73,1165,44.88,47,1.81,89,3.43,0,0.0,653,19.82,13,0.49,32,1.21
GO,Aruanã,2241,47.86,2205,47.1,41,0.88,153,3.27,0,0.0,2268,32.05,51,1.06,75,1.56
GO,Aurilândia,1287,54.03,957,40.18,30,1.26,73,3.06,0,0.0,755,23.59,24,0.98,40,1.64
GO,Avelinópolis,1026,38.01,1481,54.87,48,1.78,116,4.3,0,0.0,588,17.65,14,0.51,30,1.09
GO,Baliza,1252,59.39,751,35.63,31,1.47,53,2.51,0,0.0,696,24.30,15,0.69,45,2.08
GO,Barro Alto,3129,44.19,3478,49.12,132,1.86,261,3.69,0,0.0,2300,23.92,66,0.91,167,2.28
GO,Bela Vista de Goiás,6616,39.26,8601,51.04,413,2.45,978,5.8,0,0.0,5770,24.80,226,1.30,417,2.38
GO,Bom Jardim de Goiás,2801,53.24,2194,41.7,69,1.31,149,2.83,0,0.0,1570,22.58,31,0.58,91,1.69
GO,Bom Jesus de Goiás,5843,46.36,5983,47.47,222,1.76,409,3.25,0,0.0,4501,25.62,224,1.71,239,1.83
GO,Bonfinópolis,2508,47.34,2359,44.53,97,1.83,251,4.74,1,0.02,1196,17.79,65,1.18,162,2.93
GO,Bonópolis,1357,54.81,989,39.94,34,1.37,68,2.75,0,0.0,785,23.84,7,0.28,25,1.00
GO,Brazabrantes,1121,42.9,1300,49.75,60,2.3,106,4.06,0,0.0,819,23.17,46,1.70,56,2.06
GO,Britânia,1432,39.83,1908,53.07,38,1.06,173,4.81,0,0.0,1055,22.20,40,1.08,62,1.68
GO,Buriti Alegre,2684,45.2,2872,48.37,89,1.5,232,3.91,0,0.0,2216,26.42,90,1.46,145,2.35
GO,Buriti de Goiás,837,32.5,1575,61.17,53,2.06,77,2.99,0,0.0,677,20.43,22,0.83,39,1.48
GO,Buritinópolis,1217,51.18,921,38.73,63,2.65,130,5.47,0,0.0,958,27.94,22,0.89,71,2.87
GO,Cabeceiras,2665,51.14,2191,42.05,94,1.8,191,3.67,0,0.0,1458,21.40,53,0.99,91,1.70
GO,Cachoeira Alta,2718,46.65,2752,47.24,105,1.8,194,3.33,0,0.0,2173,26.37,80,1.32,161,2.65
GO,Cachoeira Dourada,2885,54.67,2149,40.72,65,1.23,126,2.39,0,0.0,1683,23.66,48,0.89,105,1.93
GO,Cachoeira de Goiás,634,45.51,643,46.16,38,2.73,56,4.02,0,0.0,455,24.19,13,0.91,20,1.40
GO,Caçu,2918,36.95,4453,56.38,105,1.33,342,4.33,0,0.0,2682,24.70,77,0.94,201,2.46
GO,Caiapônia,3986,41.68,5004,52.32,157,1.64,329,3.44,0,0.0,3349,25.39,82,0.83,193,1.96
GO,Caldas Novas,16159,34.27,27595,58.52,1062,2.25,1879,3.98,4,0.01,16206,24.76,693,1.41,1411,2.86
GO,Caldazinha,1056,42.44,1154,46.38,68,2.73,170,6.83,0,0.0,737,22.35,27,1.05,45,1.76
GO,Campestre de Goiás,1310,46.49,1322,46.91,77,2.73,86,3.05,0,0.0,858,23.02,27,0.94,25,0.87
GO,Campinaçu,1335,50.36,1153,43.49,50,1.89,85,3.21,0,0.0,770,22.03,26,0.96,48,1.76
GO,Campinorte,2370,35.3,3851,57.36,129,1.92,294,4.38,0,0.0,2229,24.39,79,1.14,118,1.71
GO,Campo Alegre de Goiás,1970,48.99,1776,44.17,76,1.89,170,4.23,0,0.0,1116,21.16,50,1.20,87,2.09
GO,Campo Limpo de Goiás,1697,36.31,2701,57.79,64,1.37,153,3.27,0,0.0,1291,21.08,58,1.20,100,2.07
GO,Campos Belos,6217,59.7,3577,34.35,198,1.9,307,2.95,0,0.0,3313,23.43,113,1.05,298,2.75
GO,Campos Verdes,1951,64.07,907,29.79,29,0.95,111,3.65,0,0.0,922,22.84,22,0.71,47,1.51
GO,Carmo do Rio Verde,2134,39.5,2991,55.37,76,1.41,151,2.8,0,0.0,1484,20.98,64,1.15,122,2.18
GO,Castelândia,1391,52.95,1147,43.66,20,0.76,46,1.75,0,0.0,995,27.18,11,0.41,28,1.05
GO,Catalão,27130,48.74,24380,43.8,1319,2.37,2270,4.08,3,0.01,16483,22.20,817,1.42,1296,2.24
GO,Caturaí,1882,51.82,1484,40.86,44,1.21,179,4.93,0,0.0,989,20.68,45,1.18,116,3.06
GO,Cavalcante,4134,79.42,766,14.72,81,1.56,112,2.15,0,0.0,1828,25.33,29,0.54,154,2.86
GO,Ceres,4463,33.92,7740,58.82,307,2.33,517,3.93,1,0.01,2782,17.05,153,1.13,220,1.63
GO,Cezarina,2256,41.59,2751,50.71,129,2.38,226,4.17,0,0.0,1392,19.81,58,1.03,150,2.66
GO,Chapadão do Céu,2015,32.51,3925,63.33,84,1.36,133,2.15,0,0.0,1778,21.89,49,0.77,97,1.53
GO,Cidade Ocidental,15150,44.19,16181,47.19,1022,2.98,1492,4.35,3,0.01,8234,18.89,466,1.32,611,1.73
GO,Cocalzinho de Goiás,4597,38.98,6334,53.71,227,1.93,511,4.33,0,0.0,3647,22.93,191,1.56,272,2.22
GO,Colinas do Sul,1602,64.57,697,28.09,56,2.26,92,3.71,0,0.0,898,26.13,13,0.51,45,1.77
GO,Córrego do Ouro,636,27.63,1511,65.64,27,1.17,114,4.95,0,0.0,605,20.48,13,0.55,34,1.45
GO,Corumbá de Goiás,2200,39.63,2878,51.85,108,1.95,285,5.13,0,0.0,1747,23.23,92,1.59,131,2.27
GO,Corumbaíba,2164,42.29,2575,50.32,86,1.68,227,4.44,0,0.0,1546,22.60,75,1.41,102,1.93
GO,Cristalina,8817,34.05,15525,59.95,403,1.56,885,3.42,1,0.0,8659,24.41,428,1.60,486,1.81
GO,Cristianópolis,996,34.63,1730,60.15,37,1.29,78,2.71,0,0.0,946,24.33,23,0.78,44,1.50
GO,Crixás,4986,54.43,3685,40.22,154,1.68,248,2.71,0,0.0,3127,24.97,91,0.97,143,1.52
GO,Cromínia,1268,42.74,1428,48.13,75,2.53,162,5.46,0,0.0,613,16.72,39,1.28,47,1.54
GO,Cumari,1125,58.84,672,35.15,37,1.94,64,3.35,0,0.0,598,23.26,27,1.37,34,1.72
GO,Damianópolis,1199,44.76,1203,44.9,88,3.28,142,5.3,0,0.0,961,25.38,48,1.70,99,3.50
GO,Damolândia,1242,46.02,1171,43.39,80,2.96,169,6.26,0,0.0,655,18.96,34,1.22,67,2.39
GO,Davinópolis,1547,58.91,887,33.78,49,1.87,119,4.53,0,0.0,904,25.19,22,0.82,37,1.38
GO,Diorama,684,37.79,950,52.49,39,2.15,116,6.41,0,0.0,436,19.05,10,0.54,33,1.78
GO,Divinópolis de Goiás,2188,63.98,1037,30.32,51,1.49,109,3.19,0,0.0,1219,25.44,30,0.84,123,3.44
GO,Doverlândia,2020,45.85,2087,47.37,88,2.0,165,3.74,0,0.0,1231,21.45,37,0.82,65,1.44
GO,Edealina,1125,38.15,1644,55.75,27,0.92,112,3.8,0,0.0,967,24.27,21,0.70,48,1.59
GO,Edéia,3011,41.57,3763,51.95,88,1.21,305,4.21,0,0.0,2151,22.37,78,1.05,145,1.94
GO,Estrela do Norte,1113,48.31,1012,43.92,50,2.17,97,4.21,0,0.0,587,19.93,14,0.59,41,1.74
GO,Faina,2544,54.53,1838,39.4,77,1.65,165,3.54,0,0.0,1414,22.91,31,0.65,61,1.28
GO,Fazenda Nova,1802,42.95,2160,51.48,63,1.5,122,2.91,0,0.0,903,17.35,30,0.70,75,1.74
GO,Firminópolis,2090,32.28,3976,61.41,87,1.34,266,4.11,0,0.0,1704,20.47,55,0.84,91,1.37
GO,Flores de Goiás,2674,53.62,2025,40.61,77,1.54,146,2.93,0,0.0,1874,26.86,33,0.64,83,1.63
GO,Formosa,23315,40.95,29070,51.06,1402,2.46,2432,4.27,4,0.01,15644,20.89,908,1.54,1406,2.37
GO,Formoso,1758,51.57,1456,42.71,33,0.97,125,3.67,0,0.0,1057,23.20,22,0.63,69,1.97
GO,Gameleira de Goiás,1098,43.13,1219,47.88,64,2.51,144,5.66,0,0.0,532,16.86,33,1.26,44,1.68
GO,Goianápolis,2161,27.17,5371,67.53,123,1.55,220,2.77,0,0.0,2225,21.33,89,1.09,162,1.97
GO,Goiandira,1824,53.44,1313,38.47,91,2.67,143,4.19,0,0.0,733,17.24,32,0.90,73,2.08
GO,Goianésia,17030,40.41,22123,52.49,787,1.87,1761,4.18,1,0.0,13338,23.39,636,1.45,908,2.08
GO,Goiânia,262845,33.08,445715,56.09,26974,3.39,47349,5.96,114,0.01,212301,20.53,9028,1.10,18161,2.21
GO,Goianira,12818,42.79,14620,48.8,761,2.54,1311,4.38,2,0.01,10140,24.68,397,1.28,584,1.89
GO,Goiás,7855,54.67,5542,38.57,273,1.9,559,3.89,0,0.0,4792,24.46,137,0.92,291,1.97
GO,Goiatuba,7557,37.27,11231,55.39,328,1.62,930,4.59,2,0.01,5543,20.73,306,1.44,608,2.87
