muncod,Lula,Padre Kelmon,Sofia Manzano,Constituinte Eymael,Soraya Thronicke,Ciro Gomes,Vera,Simone Tebet,Jair Bolsonaro,Felipe D'Avila,Léo Péricles
sp61387,990,1,1,0,2,28,0,41,1022,4,0
sp61689,3846,4,4,2,25,243,6,355,6495,56,6
sp68659,7944,18,10,3,133,587,2,1469,13157,122,6
sp61140,1190,2,1,0,7,54,0,78,1189,7,1
sp61662,2378,5,0,0,23,139,1,355,4278,42,1
sp64050,1649,3,1,1,21,81,0,281,3180,13,1
sp64076,1031,0,1,1,2,42,1,91,774,3,0
sp61000,2905,1,1,0,7,67,0,170,1468,5,1
sp64092,4143,6,8,0,42,235,3,521,4514,29,6
sp64130,1229,1,2,0,8,74,1,150,2277,10,1
sp64114,13603,22,7,7,133,780,5,1880,21512,157,12
sp62286,388,0,0,0,6,23,0,40,680,1,0
sp64157,52030,65,49,17,713,3866,14,5632,37178,392,102
sp64173,563,0,0,0,4,9,0,27,509,3,0
sp64190,862,1,0,1,2,31,0,91,1045,2,2
sp64238,1021,1,0,0,5,41,0,75,905,3,0
sp64211,2161,1,1,0,21,71,1,197,3421,10,2
sp64254,62126,115,85,15,781,5471,28,10349,104625,1168,96
sp64270,55240,58,48,25,691,3098,25,3906,31939,282,82
sp64297,40231,54,33,16,582,2562,23,3426,29718,303,63
sp64319,546,0,1,0,3,26,0,98,1308,5,0
sp64351,7518,18,6,3,141,605,2,1076,15286,92,11
sp64378,1229,0,0,0,8,46,1,80,879,3,0
sp62308,1700,1,0,0,10,61,0,157,1142,7,1
sp64394,2130,4,1,0,28,104,1,258,3632,24,1
sp64416,2230,2,2,5,16,82,0,214,2713,9,1
sp64432,1178,0,0,0,16,53,0,66,1556,3,1
sp64475,1560,1,2,0,11,54,0,183,1549,5,0
sp64459,2384,2,0,0,18,102,0,233,3298,19,0
sp64530,5763,8,4,0,35,158,2,333,4034,14,2
sp64513,3979,7,8,1,71,203,0,513,6667,35,3
sp64599,3091,3,2,2,29,96,0,243,2682,15,0
sp64610,661,0,0,0,2,24,0,66,541,3,0
sp64637,1409,0,1,0,5,64,1,109,2102,11,0
sp64653,5512,10,5,0,59,305,2,894,11024,81,1
sp64670,6456,6,17,1,92,461,1,1068,10917,104,11
sp64696,22274,42,26,13,435,1939,16,5163,41721,404,43
sp64572,1666,1,0,0,7,62,0,197,2877,13,0
sp64718,2328,3,3,0,24,145,1,326,4028,11,1
sp64734,9540,11,6,1,82,469,7,1033,10551,84,7
sp64750,72573,136,83,20,1058,5633,39,9860,87911,959,133
sp64777,311756,514,416,212,4699,31003,207,43331,331178,4470,764
sp64556,5445,6,0,1,38,194,2,423,4806,39,4
sp61107,2245,3,0,2,13,90,0,172,1748,9,1
sp64491,7224,5,5,0,64,377,3,1065,11247,55,9
sp64793,1295,0,0,0,8,45,1,129,1157,5,0
sp64335,1838,2,1,0,19,78,1,131,1609,18,1
sp64815,2020,5,1,0,19,81,0,164,2945,4,0
sp61743,2857,2,0,0,36,251,4,459,5945,91,6
sp61727,54556,60,65,13,811,3663,30,5239,60988,678,101
sp64831,2098,1,1,1,12,108,0,250,3943,25,2
sp64858,1214,3,0,1,10,45,0,137,2335,12,0
sp61085,1589,1,1,0,10,63,0,87,1252,5,0
sp64874,8432,19,12,3,129,493,5,1014,8646,78,7
sp64912,1142,1,3,1,18,79,0,124,2505,9,1
sp64890,2100,7,0,1,24,89,0,245,4369,31,2
sp64939,10565,13,4,10,161,634,4,1305,19051,121,7
sp64955,13710,46,25,9,344,1481,13,3127,25646,173,12
sp64971,2146,2,5,2,11,88,0,203,2220,14,0
sp64998,1842,2,2,0,22,87,1,169,2670,15,0
sp65030,6997,2,6,0,51,262,1,859,6432,53,3
sp65056,2318,4,2,0,29,192,0,460,3659,21,8
sp65013,5316,15,5,2,96,289,2,614,7078,46,5
sp65072,6182,8,8,2,108,348,4,708,8490,43,8
sp62006,3360,7,2,1,91,177,2,396,4224,22,7
sp61204,5735,9,5,4,34,381,2,1021,7173,55,10
sp65099,8576,9,10,5,107,728,6,1157,10850,110,7
sp65110,45933,57,90,21,688,5038,39,9339,80147,1146,110
sp65137,1105,2,1,0,28,37,0,117,1870,16,1
sp65153,1141,0,0,2,5,30,0,113,1099,4,0
sp65170,603,1,1,0,6,28,0,87,1656,4,0
sp65196,2786,7,4,1,36,229,1,345,4415,23,4
sp65218,6964,6,17,8,71,346,3,861,7110,41,8
sp65234,1202,1,2,0,19,79,0,163,2716,12,1
sp62243,962,0,0,0,16,51,1,133,2125,7,0
sp65250,1279,2,1,1,54,32,0,91,853,1,0
sp65277,4636,1,1,0,16,115,1,309,3640,11,0
sp65293,4206,7,2,4,58,307,2,492,9083,66,3
sp65331,1341,0,2,0,10,74,0,138,1966,10,0
sp65315,1146,3,0,0,7,35,0,75,2706,6,1
sp65358,4831,3,1,1,29,203,0,360,5145,17,0
sp65390,2313,7,3,0,52,129,1,317,6566,20,3
sp65412,799,0,1,1,7,32,1,91,1319,6,1
sp65439,24162,39,33,15,384,1600,20,3207,27950,211,31
sp61603,1149,1,1,0,10,23,0,72,859,3,0
sp65455,49701,46,48,18,870,3546,29,5166,32388,437,65
sp65471,25764,68,53,9,466,2230,10,5155,51589,395,33
sp65498,18108,40,16,5,295,1234,5,2504,29115,210,17
sp65510,65327,75,53,28,799,4457,36,6875,44409,552,101
sp65536,12168,15,24,2,235,1107,8,2340,24638,228,18
sp61948,1402,1,0,0,8,41,1,76,913,1,0
sp65579,3237,5,2,1,35,132,0,390,4301,21,1
sp65617,1721,3,0,0,2,42,2,143,589,4,1
sp65595,2932,8,1,2,35,198,0,313,3953,23,4
sp65633,93775,128,78,52,1547,6919,49,9273,72868,757,159
sp65650,8638,19,14,7,150,662,1,1493,13921,102,6
sp65676,2426,3,3,2,36,135,3,283,3761,13,1
sp65692,19338,45,31,15,393,2315,9,4216,37409,575,43
sp65714,3987,7,5,3,57,274,4,432,5388,35,2
sp65374,6206,6,2,0,36,277,4,591,5450,37,2
sp65730,2961,3,5,1,32,133,1,313,3995,29,3
sp65757,1906,0,1,0,14,62,1,134,1536,5,0
sp65773,2022,1,2,0,29,77,0,202,2302,12,1
sp65790,30597,62,54,10,503,3023,14,5509,53081,718,79
sp65811,11532,15,7,4,138,1047,5,1864,19034,211,18
sp65838,7924,8,5,2,82,374,5,918,11363,101,9
sp65552,6331,8,14,2,85,443,1,859,14089,65,10
sp65854,1876,2,1,0,9,61,0,99,1920,7,2
sp65870,12713,27,17,5,145,1207,9,2321,22218,177,13
sp65897,44402,65,78,34,734,4306,116,9536,71611,1063,101
sp65919,1643,1,2,1,10,101,0,207,2315,20,0
sp65935,2799,8,2,0,67,170,2,356,5772,37,5
sp65951,10736,22,10,2,128,941,13,2354,18943,285,12
sp65978,8221,12,8,0,69,565,2,1426,17315,119,5
sp65994,1341,2,1,2,18,95,1,227,2075,20,2
sp66010,28770,27,35,15,386,2494,21,3539,25078,362,64
sp66036,6812,13,9,3,113,476,6,854,12716,90,7
sp66052,6486,12,8,2,77,468,4,866,10780,92,13
sp66079,19992,52,37,11,460,2179,25,3537,51027,396,46
sp66095,1221,1,0,0,2,37,1,85,1047,6,4
sp66117,2232,8,1,0,45,181,2,360,4425,25,3
sp66150,6792,11,8,2,84,470,2,828,12381,84,1
sp66133,1151,3,1,0,12,53,0,65,1288,6,0
sp62324,598,1,1,0,7,33,0,84,1059,6,1
sp66192,80401,148,181,55,1359,9256,62,19279,138594,2905,185
sp66214,3257,2,1,0,27,182,0,448,6269,44,2
sp66257,8038,13,3,0,116,618,3,973,7395,50,4
sp66230,3943,3,7,2,62,213,6,447,6149,37,3
sp66176,1541,3,1,1,8,42,0,89,1188,2,1
sp66273,1532,2,0,2,33,103,0,425,1875,17,0
sp66290,4206,9,7,6,64,271,1,716,10438,65,1
sp66338,2241,2,2,0,18,134,1,280,2097,22,2
sp66311,1293,1,0,1,10,56,0,103,1421,7,0
sp66354,17762,28,24,3,647,1401,2,2531,32298,212,22
sp66370,9201,28,21,2,169,996,4,1811,26103,176,14
sp66397,42807,107,102,33,748,4492,23,7418,116868,1003,100
sp66419,1264,2,1,1,11,88,3,195,2877,15,1
sp66435,10737,22,15,2,198,866,4,1873,26867,175,24
sp66451,15040,53,26,8,408,1376,12,3060,27742,296,24
sp62022,529,0,2,0,3,29,0,53,803,1,0
sp66478,9798,16,11,7,122,917,3,1477,16703,195,11
sp66516,780,1,1,0,6,17,0,46,767,4,1
sp66494,3389,10,6,1,53,162,2,538,5736,29,5
sp66559,1240,0,0,1,21,20,0,115,1502,8,0
sp66575,1193,1,2,0,12,27,0,105,1229,1,0
sp66591,865,0,0,1,2,21,0,47,919,3,1
sp66532,3302,4,5,3,58,152,0,332,3384,19,4
sp66613,3000,8,1,0,40,232,0,442,6231,31,6
sp66630,1277,3,2,0,18,67,1,258,2972,27,2
sp66656,1051,3,1,0,6,46,0,97,1486,5,0
sp66672,877,2,0,0,8,26,1,96,1097,4,0
sp66699,12044,34,20,2,224,1092,6,1896,13674,170,17
sp66710,17784,31,37,8,321,1463,12,2797,25893,259,40
sp66737,2007,7,4,0,27,131,4,367,2853,20,1
sp66753,1305,1,3,0,5,41,1,76,800,0,0
sp66770,2943,2,2,0,24,148,1,315,4833,19,2
sp61867,491,3,0,0,7,23,0,74,1472,15,0
sp66834,608,0,2,0,3,24,0,58,668,3,0
sp66796,930,2,0,0,10,47,0,97,1195,4,1
sp66850,4944,11,7,1,123,247,6,581,7885,40,2
sp66818,37724,93,95,13,516,3861,21,6103,83212,648,73
sp66877,18195,19,15,4,209,1221,6,2511,26555,223,25
sp66893,116755,191,145,47,1490,10037,73,14201,92196,1354,485
sp66915,1475,1,0,0,15,53,0,128,2068,4,0
sp66931,1136,1,0,1,13,56,2,154,1448,9,0
sp61964,578,0,0,0,1,10,1,64,691,1,1
sp66958,5443,0,0,1,22,183,2,285,5281,33,1
sp66974,1937,2,6,0,29,167,0,324,4214,28,2
sp67016,843,0,0,0,11,19,0,91,1021,0,1
sp66990,3876,6,0,0,78,221,1,421,6345,32,5
sp67032,4021,13,6,1,59,242,1,580,8615,41,1
sp67059,5551,6,0,1,26,157,0,330,3529,9,3
sp67075,9989,16,11,4,122,859,4,1645,20478,191,7
sp67091,1083,2,1,3,18,46,0,147,1790,5,1
sp67113,11594,26,17,2,156,929,5,2149,20952,173,15
sp67130,95769,143,150,54,1953,10269,58,18569,117687,2020,284
sp67156,23998,66,38,11,433,2143,18,4362,56927,443,32
sp67172,13896,40,22,5,264,1455,7,2837,32982,298,20
sp67199,750,2,1,1,16,49,0,96,1511,7,0
sp67237,15100,16,8,4,247,952,10,1945,15084,131,25
sp67253,1410,7,1,1,31,128,3,305,2915,21,2
sp67270,7611,15,10,2,121,723,8,1543,16803,160,6
sp67296,4388,7,3,0,21,306,1,580,7499,37,11
sp67318,3512,2,5,3,41,181,2,580,6442,45,2
sp67334,1288,0,2,0,6,29,0,84,1306,6,0
sp67377,14720,4,21,8,247,913,6,1501,16563,171,17
sp67350,1286,1,3,0,9,72,0,172,1386,12,2
sp67210,576,0,2,0,9,28,0,99,806,1,0
sp67393,6393,7,6,2,92,290,4,605,7846,45,3
sp67415,2516,11,2,1,67,177,1,424,4891,23,2
sp61069,1319,1,0,0,7,51,0,120,1157,4,0
sp67431,964,4,0,0,2,30,0,85,1503,3,0
sp62340,854,2,2,0,14,30,0,55,767,2,0
sp67458,1786,1,1,0,12,57,0,152,1430,4,0
sp67474,1535,3,0,0,39,76,1,220,2206,20,1
sp67490,3793,7,10,3,73,274,4,650,5805,41,3
sp67512,2105,1,1,1,19,103,1,268,3076,18,0
sp67539,1736,1,1,0,15,100,0,287,3756,20,0
sp67555,1175,1,0,0,6,46,0,98,1523,6,0
sp67571,1311,1,2,1,8,73,1,189,2379,5,2
sp61980,2470,3,3,0,19,78,0,198,2575,5,1
sp61425,651,0,0,0,5,22,0,92,642,0,0
sp62367,355,0,0,0,7,13,1,37,571,2,0
sp67598,3035,0,3,0,12,83,0,303,2260,19,1
sp67610,5130,6,4,0,33,182,4,403,5574,25,1
sp67636,713,0,1,0,3,19,0,38,654,3,0
sp67652,1145,0,1,1,5,29,0,86,1238,3,0
sp67679,1092,0,0,0,1,38,0,82,872,10,0
sp67695,12583,16,22,8,186,1126,6,1684,20467,240,19
sp61409,1064,3,0,0,9,31,0,78,1563,8,1
sp67717,6391,19,7,1,87,422,2,756,13948,56,1
sp67733,1574,2,1,0,11,73,1,218,2530,21,0
sp67750,1125,2,1,0,13,40,0,91,1268,6,0
sp67792,10360,15,6,3,133,624,5,1365,18600,154,3
sp67814,1270,1,1,0,21,65,0,148,1618,9,0
sp67830,1466,6,2,0,10,75,0,157,2201,10,1
sp67857,1762,5,2,0,13,66,1,169,1735,9,0
sp67873,8019,8,5,7,153,579,4,1239,12417,88,6
sp67890,201683,274,313,113,2712,18934,169,30725,181873,3617,522
sp67911,551,1,3,0,4,37,0,93,1182,3,1
sp67938,4820,15,2,9,62,376,0,796,11123,50,0
sp67954,20772,44,39,4,261,1518,12,2749,32696,195,28
sp67970,2223,5,2,2,15,52,2,137,2077,11,1
sp62383,2297,6,1,0,17,88,3,201,3044,12,1
sp67997,1935,4,2,0,19,115,2,324,3522,8,0
sp68012,2508,0,2,0,22,104,1,333,3653,13,2
sp68039,2745,3,0,0,26,94,2,255,2838,14,2
sp68055,2097,0,0,1,21,83,0,274,3038,8,2
sp68071,4272,8,3,0,55,273,1,498,7310,39,0
sp68098,3050,4,3,0,15,107,0,280,4436,16,1
sp68110,9062,23,12,1,75,461,1,893,12297,75,4
sp68136,4692,10,7,3,41,242,5,555,4818,61,1
sp68179,4485,4,1,0,25,155,0,331,5383,17,1
sp68195,1133,1,0,1,10,32,0,120,1421,3,0
sp68217,2050,3,1,0,14,97,1,217,3480,4,0
sp68152,1199,3,3,1,10,65,0,153,2075,18,0
sp68233,1562,2,1,0,15,90,4,191,2281,23,2
sp68250,3274,3,4,1,46,237,1,459,6852,36,4
sp61824,754,3,0,0,3,28,0,81,1191,4,1
sp68276,2911,8,3,0,50,174,2,467,4215,33,1
sp68292,1646,2,1,0,16,54,1,120,2502,0,0
sp62405,512,1,0,1,8,27,0,57,800,3,0
sp68330,2252,5,2,0,11,79,0,153,2018,8,0
sp68314,23899,32,47,23,332,2236,19,3666,33587,544,43
sp68357,7579,17,4,3,107,548,1,992,16131,87,15
sp68373,1497,1,2,1,36,104,1,184,1900,21,1
sp68390,778,1,0,0,7,27,0,69,938,5,0
sp68411,4899,3,1,0,17,123,0,282,3790,21,1
sp68438,6751,13,4,3,152,597,3,1258,16529,152,7
sp61247,694,1,0,1,12,34,0,112,1276,7,0
sp68454,2310,5,0,0,37,116,1,297,2660,13,0
sp68470,10996,14,16,1,116,741,11,1355,20175,119,8
sp68497,5533,12,3,2,45,268,1,781,7230,47,4
sp68519,1849,2,0,1,41,73,0,281,2526,15,0
sp68535,15997,17,19,14,212,1244,12,2370,21196,209,20
sp68551,1300,2,1,0,13,43,0,133,2020,6,1
sp68578,10123,29,15,2,301,895,7,1779,16967,138,18
sp68594,5678,11,10,2,69,343,5,911,9715,64,2
sp68616,29521,46,46,16,754,3082,33,5438,50638,577,61
sp68632,2652,2,3,0,40,151,0,359,4971,31,2
sp68675,2535,8,7,0,39,190,3,449,4891,36,3
sp68691,1102,0,0,0,3,43,0,80,1060,0,0
sp68713,2362,7,6,3,58,211,0,571,4329,41,0
sp68730,4800,10,6,4,96,472,5,1166,9784,109,10
sp68756,66884,124,164,46,894,6750,55,11567,138959,1783,158
sp68772,6338,14,5,2,88,421,1,974,8705,86,1
sp68799,3739,5,3,1,58,202,2,487,6833,25,6
sp68810,1904,11,3,0,22,133,0,212,3868,19,1
sp68837,5321,5,5,3,44,479,2,479,3898,49,5
sp68853,5716,9,2,2,85,397,3,758,8208,42,7
sp68870,11455,25,21,4,317,1227,14,2565,26513,286,19
sp68896,2110,3,6,0,41,192,3,449,4566,23,5
sp68918,8469,17,5,1,81,337,3,708,9407,86,3
sp68934,1432,1,2,0,5,34,1,70,1463,10,0
sp68950,696,4,0,0,3,42,0,55,1215,4,0
sp68993,1183,1,1,0,8,44,1,161,1905,7,0
sp69019,3474,13,1,0,36,209,1,529,8274,41,1
sp69035,688,3,0,0,8,21,2,60,1527,8,0
sp69051,10101,11,4,1,92,442,3,926,10275,80,17
sp61808,1192,2,1,0,8,21,1,83,1062,2,0
sp69078,698,0,0,0,5,19,0,64,914,9,1
sp69094,1529,0,2,0,8,36,0,123,1094,7,0
sp69116,1999,3,2,1,29,124,3,287,2756,13,6
sp69132,9112,22,13,6,148,859,10,1486,19160,109,6
sp69159,8680,15,15,5,198,874,4,1901,18330,144,11
sp61565,3787,7,4,1,64,223,1,510,5292,33,1
sp69175,3450,4,3,1,42,242,0,302,6262,38,3
sp68977,31644,57,42,10,439,3142,10,4433,30920,424,69
sp62120,471,0,0,0,1,12,0,30,536,0,1
sp69191,4119,9,3,1,38,223,2,527,5383,61,6
sp69213,69296,108,98,45,945,6098,44,10123,93188,898,136
sp62146,1469,3,0,1,10,59,1,102,1794,8,3
sp69230,978,4,1,0,22,49,0,138,1375,3,1
sp69256,2988,8,2,0,32,98,0,323,4399,18,1
sp69272,8499,11,6,6,60,417,1,1027,11570,53,6
sp69299,38227,82,39,17,504,3084,19,6442,80615,639,46
sp69310,6300,17,8,0,66,400,2,987,12542,67,8
sp69337,7709,7,2,0,89,363,7,681,10620,60,8
sp62162,1054,0,1,0,9,35,1,219,1374,5,0
sp69353,2696,7,6,0,38,161,1,273,4427,17,4
sp69370,1042,1,0,1,5,29,0,48,1185,4,0
sp69396,2830,3,1,0,16,159,0,233,2207,22,1
sp69418,1596,0,1,0,15,73,0,108,2273,8,1
sp69434,1598,5,3,0,28,124,1,256,3656,26,4
sp69450,6949,7,10,1,138,369,6,923,8855,46,3
sp69477,1279,1,1,0,25,63,0,197,1427,14,0
sp69493,4179,8,7,0,46,256,2,502,6866,37,3
sp69515,1075,3,2,0,18,71,1,125,2345,12,0
sp69531,11683,23,15,3,216,866,6,1613,19226,133,12
sp69558,2439,1,1,0,15,83,1,140,2294,7,0
sp69574,1307,1,1,1,8,33,1,80,817,4,1
sp69590,2671,5,1,1,27,140,1,342,3066,7,3
sp69612,5475,10,4,0,84,165,2,356,4680,17,1
sp69639,1396,1,0,1,13,33,0,98,1586,9,0
sp69655,1452,1,1,0,3,42,0,91,1452,3,1
sp62421,733,0,0,0,13,24,0,45,620,6,0
sp61700,2558,1,3,1,27,143,2,322,1838,15,0
sp69671,29374,57,50,23,457,3206,22,4658,28959,491,101
sp69698,125555,224,203,37,1855,11310,94,20123,180226,2992,276
sp69736,1533,0,0,0,4,28,1,108,1626,8,0
sp69752,2895,0,0,2,21,75,2,207,2249,12,0
sp69779,1712,3,2,0,20,111,0,221,3477,21,2
sp69795,33920,52,59,18,559,3336,15,6653,69596,693,46
sp69817,6137,8,13,3,131,429,6,777,11631,81,6
sp69833,13757,16,13,7,183,992,7,1457,9689,117,28
sp69850,2751,3,2,0,6,62,1,107,2449,4,1
sp69710,1567,6,0,0,20,50,0,177,1542,6,0
sp61166,5302,1,2,0,23,224,3,375,3990,16,4
sp69876,2338,6,4,0,30,150,0,405,3675,23,2
sp69914,852,1,1,0,4,37,0,98,1322,1,2
sp69892,658,1,0,1,0,39,2,82,993,3,1
sp69930,1313,1,0,1,12,40,0,95,1656,2,1
sp69957,734,3,0,0,10,49,0,72,673,2,1
sp69973,1004,4,0,0,15,52,1,117,2557,11,2
sp69990,2192,5,1,4,27,147,0,298,3730,29,2
sp70017,4018,9,4,2,124,391,2,940,5804,52,2
sp70033,1234,3,0,0,6,31,0,110,1602,3,0
sp61441,909,1,1,0,26,142,0,216,4143,30,0
sp70050,25788,45,32,17,424,2298,22,4239,39008,536,50
sp70076,8862,19,16,5,104,576,5,1155,11726,95,9
sp70092,1940,3,1,2,19,98,2,195,2592,12,4
sp70114,1562,2,0,0,6,42,0,76,863,5,0
sp70130,3028,3,1,0,45,157,0,397,4617,26,2
sp70157,1442,2,0,0,12,79,1,141,2194,8,0
sp70211,3116,10,3,0,53,211,3,648,4765,45,4
sp70173,34471,104,58,21,498,3478,27,5829,64676,688,55
sp70238,735,0,0,0,3,14,0,55,926,1,0
sp70254,855,2,2,0,30,58,0,150,1982,14,0
sp62189,650,1,0,0,3,36,0,61,804,9,0
sp70270,5725,11,3,0,178,339,3,703,8866,53,2
sp70297,6545,23,12,2,109,573,5,1217,16884,101,11
sp70319,1794,0,0,0,10,71,0,123,1905,7,4
sp70335,5692,7,6,2,25,407,6,966,11880,55,5
sp70351,4664,8,9,2,69,285,0,607,8755,68,7
sp70378,11398,31,25,4,225,1036,7,1768,17120,135,18
sp70394,2798,1,1,2,21,117,2,191,1808,12,1
sp70416,1110,1,0,0,13,45,0,118,1828,9,0
sp70432,884,0,0,0,5,20,0,83,905,3,0
sp70491,746,1,0,0,1,38,1,108,929,4,0
sp70513,4016,14,9,3,79,369,3,895,9223,60,7
sp70530,5505,5,5,2,91,416,6,757,6677,39,1
sp62200,425,0,0,0,5,20,0,55,852,2,0
sp70459,449,0,1,0,3,18,1,61,628,1,0
sp70475,31423,44,36,12,329,5709,15,4915,34978,780,50
sp70556,4412,13,1,1,44,217,0,380,6251,36,2
sp70572,185501,290,284,119,2497,18544,164,33936,188805,4029,644
sp70599,1759,0,0,0,9,73,0,289,2025,8,0
sp70610,4089,2,5,1,69,246,5,560,7677,38,6
sp61328,2206,1,0,1,10,77,0,179,3026,13,0
sp70637,1320,2,3,1,14,87,0,248,2190,26,0
sp70653,1718,4,4,0,36,137,1,351,2369,26,0
sp70670,954,0,0,0,10,27,0,62,1006,3,0
sp70718,99198,167,226,53,1228,11943,78,20123,126156,2557,245
sp70696,959,0,0,0,10,42,0,76,1315,6,0
sp71234,2365,4,1,2,20,111,0,291,2796,10,3
sp71250,1307,3,0,1,7,48,1,62,923,0,0
sp71277,745,0,1,0,13,33,0,122,1324,7,0
sp71293,2964,3,1,3,34,95,0,185,2417,7,4
sp71331,4911,16,8,3,105,398,1,1001,10141,94,4
sp71315,11182,11,10,2,98,611,5,1085,12388,79,10
sp71358,29007,24,35,5,330,1819,15,3665,35479,419,35
sp71374,2858,4,2,1,36,100,2,281,4138,19,1
sp71390,3630,3,2,0,23,193,1,360,4875,24,3
sp71412,1748,4,1,0,35,104,0,276,1798,21,2
sp71439,5230,21,3,1,110,561,2,1188,15442,131,7
sp71455,141106,288,268,84,1947,12836,100,22609,213183,3121,268
sp71471,2206,1,0,1,9,78,0,141,2160,7,0
sp71498,60453,83,74,20,703,4334,40,6087,75666,754,95
sp71510,73864,127,94,48,1207,6460,59,10986,77397,906,194
sp61301,1145,0,0,0,2,47,0,91,908,0,1
sp70734,2269,6,2,1,32,183,2,535,3768,55,2
sp70750,240348,244,259,120,2211,20197,169,34232,185834,4491,690
sp70777,38172,60,97,24,530,5314,33,10784,57617,1690,162
sp70793,60894,95,169,28,872,4857,81,9625,63581,1034,107
sp70815,781,1,0,0,8,31,0,92,900,3,0
sp70890,11969,15,4,2,148,737,6,1326,13007,132,13
sp70912,2476,4,0,0,19,91,1,123,2054,6,1
sp70939,1572,2,0,1,13,47,0,138,1056,13,0
sp70955,9972,26,9,2,162,731,3,1732,16813,126,8
sp70971,75320,133,174,39,1121,7568,60,14016,156389,1800,117
sp70998,143732,263,274,84,2254,14177,270,28467,233683,4513,301
sp70831,16315,28,29,6,274,1420,12,2932,30283,319,19
sp70858,945,2,2,0,3,22,0,80,645,4,1
sp61883,709,0,1,0,4,22,0,55,508,1,0
sp70874,828,1,1,0,6,13,0,79,633,7,0
sp61905,3969,6,4,4,58,304,1,603,3823,33,2
sp71013,3406,3,3,0,49,175,3,535,3354,28,2
sp71030,7903,22,12,6,148,599,8,1141,12415,98,9
sp71056,6723,9,5,1,130,458,4,1214,9754,73,5
sp71072,3276512,4281,5009,1689,51000,297973,2676,558748,2618593,67714,8443
sp71099,5160,9,10,2,65,499,2,877,12973,85,6
sp71110,1766,2,2,1,13,56,0,136,2292,0,0
sp71137,17626,38,29,12,345,1750,10,3400,21617,281,28
sp71153,22764,18,18,6,227,1467,15,2414,21950,181,25
sp71170,2326,6,1,0,38,127,1,362,3407,25,2
sp71196,3207,4,5,1,78,290,0,496,4522,22,2
sp71218,81780,105,121,56,1387,6643,46,10058,90072,897,152
sp71536,2096,0,3,0,22,98,1,249,4323,33,6
sp71552,3430,4,5,0,26,142,2,321,4325,28,0
sp71579,90000,94,95,37,1029,7284,69,11087,57614,1149,187
sp71595,1995,3,0,1,17,76,1,132,1806,11,1
sp71617,2828,2,4,1,19,161,1,217,3739,9,0
sp71633,1609,6,2,1,14,84,0,114,1644,8,0
sp71650,1068,2,0,0,20,66,1,167,2101,15,0
sp71676,4793,5,1,1,77,289,2,777,5960,57,2
sp71692,4984,4,2,0,45,286,3,669,9304,41,7
sp71730,3502,5,1,1,28,167,0,383,3362,36,1
sp71714,1582,2,1,2,45,110,0,243,2361,15,0
sp62260,698,2,1,0,4,40,0,53,919,2,0
sp71757,10672,17,7,4,127,684,2,1287,15526,115,6
sp71773,5853,12,6,0,36,253,3,610,6397,48,4
sp61840,1621,0,1,0,14,62,0,212,1778,3,0
sp71790,2154,2,1,0,18,65,1,119,1679,12,1
sp61042,3360,4,5,1,27,162,1,308,5074,24,0
sp71811,19602,31,30,7,322,1676,13,3702,38110,294,43
sp71838,53433,134,83,42,998,5620,35,11270,102993,1561,98
sp71854,1408,2,0,0,9,40,1,93,1147,4,0
sp71870,6673,8,4,0,37,193,1,524,5329,16,3
sp71897,1960,2,0,0,15,90,1,180,2508,22,2
sp71919,6093,16,11,0,166,564,7,1370,14031,136,14
sp71935,766,4,1,0,6,40,1,102,815,6,0
sp62049,546,0,0,0,6,47,0,92,1137,6,0
sp71951,1465,2,4,0,11,121,1,246,3520,17,3
sp62448,639,0,0,0,7,29,0,63,468,1,0
sp71978,7149,9,6,1,137,636,10,1454,12947,174,11
sp71994,1393,3,0,0,12,51,0,152,2000,9,1
sp61620,1223,4,2,2,26,83,1,178,2412,15,0
sp72036,2755,4,4,0,32,146,3,414,4972,37,1
sp72010,9722,33,13,3,151,781,3,1664,23255,126,8
sp72052,426,0,0,1,1,16,0,48,747,2,1
sp72079,697,0,0,0,1,15,0,83,562,3,0
sp61468,1541,1,0,0,4,54,0,115,1619,3,1
sp72095,18491,22,23,9,245,1427,7,2179,30761,255,28
sp72117,1303,0,2,0,8,31,1,77,1617,7,0
sp72133,2268,2,1,1,20,118,1,264,3316,26,1
sp72150,512,2,0,0,3,11,0,39,623,2,0
sp72192,364,0,0,0,5,30,0,40,700,4,0
sp72214,2309,5,4,0,17,135,0,252,5192,24,1
sp72176,1845,2,0,0,14,71,1,197,3002,21,0
sp72230,2754,1,0,0,27,109,0,326,4349,17,2
sp72257,22190,42,39,24,322,2625,19,4873,40503,825,54
sp72273,4517,4,4,0,28,164,0,408,6770,17,2
sp61549,1539,4,1,0,28,89,0,196,2736,11,1
sp72311,7324,14,6,4,118,522,3,1337,13351,89,4
sp72737,13049,18,20,9,197,1248,12,2144,14077,193,17
sp72354,2141,3,2,0,35,136,3,246,3422,19,2
sp72370,13899,37,26,13,203,1712,11,3225,28569,538,33
sp72397,3366,1,1,3,32,195,1,312,6252,25,0
sp72419,1777,1,0,1,11,92,0,150,2491,18,0
sp62227,547,2,0,0,0,15,0,42,662,5,0
sp72435,25473,55,33,13,376,1948,27,3362,37026,417,33
sp72451,15581,22,12,6,182,1136,11,2636,32545,281,23
sp72338,25023,55,31,15,347,1867,15,3289,32646,331,35
sp61921,687,0,1,0,7,17,0,64,1034,3,1
